note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 9.4,9.4,0.0009,0.9991000000000001,0.0104,0.9999499999999999,5.000000000000001e-05,1.0,0.0,0.999999955,4.5000000000000006e-08,0.9999880000000001,1.2e-05,0.00079,0.0,0.00021,0.0,0.0,8e-05,2e-05,-2.6,False,False,0.0,0.00021
x1 = 6.7,6.7,0.000632,0.9993680000000001,0.00763,0.9999400000000003,6.000000000000001e-05,1.0,0.0,0.9999999620800002,3.7920000000000005e-08,0.9999880000000001,1.2e-05,0.00093,0.0,0.00021,0.0,0.0,8e-05,2e-05,-2.6,False,False,0.0,0.00021
x1 = -2.7,-2.7,0.999998,2.0000000000000003e-06,4e-05,1.0,0.0,0.8808,0.1192,0.9999997616,2.3840000000000004e-07,0.9999880000000001,1.2e-05,0.0,0.52706,0.00021,1e-05,0.0,5e-05,2e-05,-2.6,False,False,0.0,0.00021
x1 = 6.1,6.1,0.00044800000000000005,0.9995519999999999,0.00563,0.9999400000000003,6.000000000000001e-05,1.0,0.0,0.9999999731199999,2.6880000000000006e-08,0.9999880000000001,1.2e-05,0.00093,0.0,0.00021,0.0,0.0,9e-05,2e-05,-2.6,False,False,0.0,0.00021
x1 = 0.3,0.3,0.999962,3.7999999999999995e-05,0.00061,1.0,0.0,0.9996600000000002,0.00034,0.99999998708,1.292e-08,0.9999880000000001,1.2e-05,0.0,0.00441,0.00021,0.0,0.0,0.0001,2e-05,-2.6,False,False,0.0,0.00021
x1 = -4.3,-4.3,0.9999330000000001,6.7e-05,0.00103,1.0,0.0,0.7310600000000002,0.26894000000000007,0.99998198102,1.8018980000000007e-05,0.9999880000000001,1.2e-05,0.0,0.83994,0.00021,0.00031,6e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
x1 = -4.3,-4.3,0.9999330000000001,6.7e-05,0.00103,1.0,0.0,0.7310600000000002,0.26894000000000007,0.99998198102,1.8018980000000007e-05,0.9999880000000001,1.2e-05,0.0,0.83994,0.00021,0.00031,6e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
x1 = -4.3,-4.3,0.9999330000000001,6.7e-05,0.00103,1.0,0.0,0.7310600000000002,0.26894000000000007,0.99998198102,1.8018980000000007e-05,0.9999880000000001,1.2e-05,0.0,0.83994,0.00021,0.00031,6e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
x1 = -4.3,-4.3,0.9999330000000001,6.7e-05,0.00103,1.0,0.0,0.7310600000000002,0.26894000000000007,0.99998198102,1.8018980000000007e-05,0.9999880000000001,1.2e-05,0.0,0.83994,0.00021,0.00031,6e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
x1 = -4.3,-4.3,0.9999330000000001,6.7e-05,0.00103,1.0,0.0,0.7310600000000002,0.26894000000000007,0.99998198102,1.8018980000000007e-05,0.9999880000000001,1.2e-05,0.0,0.83994,0.00021,0.00031,6e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
x1 = -5.2,-5.2,0.9999550000000001,4.4999999999999996e-05,0.00071,1.0,0.0,0.8519500000000002,0.14805,0.9999933377500001,6.662249999999999e-06,0.9999880000000001,1.2e-05,0.0,0.60494,0.00021,0.00012,3e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
x1 = -4.3,-4.3,0.9999330000000001,6.7e-05,0.00103,1.0,0.0,0.7310600000000002,0.26894000000000007,0.99998198102,1.8018980000000007e-05,0.9999880000000001,1.2e-05,0.0,0.83994,0.00021,0.00031,6e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
x1 = -4.3,-4.3,0.9999330000000001,6.7e-05,0.00103,1.0,0.0,0.7310600000000002,0.26894000000000007,0.99998198102,1.8018980000000007e-05,0.9999880000000001,1.2e-05,0.0,0.83994,0.00021,0.00031,6e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
x1 = -4.3,-4.3,0.9999330000000001,6.7e-05,0.00103,1.0,0.0,0.7310600000000002,0.26894000000000007,0.99998198102,1.8018980000000007e-05,0.9999880000000001,1.2e-05,0.0,0.83994,0.00021,0.00031,6e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
x1 = -4.3,-4.3,0.9999330000000001,6.7e-05,0.00103,1.0,0.0,0.7310600000000002,0.26894000000000007,0.99998198102,1.8018980000000007e-05,0.9999880000000001,1.2e-05,0.0,0.83994,0.00021,0.00031,6e-05,0.0,0.0,-2.6,False,False,0.0,0.00021
