note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -7.5,-7.5,0.999943,5.6999999999999996e-05,0.00089,0.9999900000000002,1e-05,0.26894000000000007,0.7310600000000002,0.9999483301500002,5.166985000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.00018,0.83994,0.00076,0.00081,0.00023,0.0,0.0,-4.6,False,False,7e-05,0.00069
x1 = 2.7,2.7,0.000817,0.9991829999999998,0.00956,0.9998400000000001,0.00016,0.9999800000000001,2e-05,0.99997988562,2.0114379999999997e-05,0.9999520000000001,4.7999999999999994e-05,0.00225,0.00034,0.00076,0.00034,0.00034,2e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -2.9,-2.9,0.999981,1.9e-05,0.00033,0.9999800000000001,2e-05,0.6224600000000001,0.37753999999999993,0.9999728271200001,2.717288e-05,0.9999520000000001,4.7999999999999994e-05,0.00034,0.95629,0.00076,0.00045,0.00036,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -1.9,-1.9,0.9999650000000001,3.5e-05,0.00057,0.99996,4e-05,0.93991,0.06008999999999999,0.99995789825,4.210175000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.00064,0.3278,0.00076,0.00067,0.00065,0.0,0.0,-4.6,False,False,7e-05,0.00069
x1 = 6.6,6.6,0.00048600000000000005,0.9995139999999999,0.00605,0.9998000000000002,0.00020000000000000004,0.9999900000000002,1e-05,0.9999899076600001,1.009234e-05,0.9999520000000001,4.7999999999999994e-05,0.00275,0.00018,0.00076,0.00018,0.00018,5e-05,3e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
x1 = -8.9,-8.9,0.9999020000000002,9.8e-05,0.00145,1.0,0.0,0.22270000000000006,0.7773000000000001,0.9999238246000002,7.617540000000001e-05,0.9999520000000001,4.7999999999999994e-05,0.0,0.76507,0.00076,0.00115,7e-05,1e-05,1e-05,-4.6,False,False,7e-05,0.00069
