note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 12.3,12.3,0.002375,0.997625,0.02413,0.9998799999999999,0.00012000000000000002,0.9999499999999999,5.000000000000001e-05,0.9999498337499999,5.016625000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00174,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = -8.6,-8.6,0.999894,0.00010600000000000002,0.00155,0.99997,3.0000000000000004e-05,0.9997399999999999,0.0002599999999999999,0.99996997562,3.0024380000000002e-05,0.9999590000000002,4.100000000000001e-05,0.00049,0.00347,0.00066,0.00049,0.00049,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = -10.7,-10.7,0.9998529999999999,0.000147,0.00208,0.9999499999999999,5.000000000000001e-05,0.9998000000000002,0.00020000000000000004,0.9999499779499998,5.002205e-05,0.9999590000000002,4.100000000000001e-05,0.00079,0.00275,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 12.6,12.6,0.001916,0.9980839999999999,0.02006,0.9998799999999999,0.00012000000000000002,0.9999299999999998,6.999999999999998e-05,0.9999299041999996,7.009579999999997e-05,0.9999590000000002,4.100000000000001e-05,0.00174,0.00107,0.00066,0.00107,0.00107,1e-05,1e-05,0.6,False,False,0.00049,0.00017
x1 = -13.1,-13.1,0.9995840000000001,0.00041600000000000003,0.00527,0.9999499999999999,5.000000000000001e-05,0.9998400000000001,0.00016,0.99994995424,5.004576000000002e-05,0.9999590000000002,4.100000000000001e-05,0.00079,0.00225,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
x1 = 8.7,8.7,0.000681,0.9993190000000001,0.00815,0.9999,0.00010000000000000002,0.9999499999999999,5.000000000000001e-05,0.99994996595,5.003405000000001e-05,0.9999590000000002,4.100000000000001e-05,0.00147,0.00079,0.00066,0.00079,0.00079,0.0,0.0,0.6,False,False,0.00049,0.00017
