note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -13.4,-13.4,0.999589,0.000411,0.00522,0.9999400000000003,6.000000000000001e-05,0.9968299999999999,0.00317,0.9999387217900003,6.127821e-05,0.999917,8.300000000000001e-05,0.00093,0.03088,0.00124,0.00095,0.00094,0.0,0.0,-0.4,False,False,0.00034,0.0009
x1 = 5.4,5.4,0.00022600000000000002,0.999774,0.00306,0.9996600000000002,0.00034,0.99997,3.0000000000000004e-05,0.9999699299400001,3.0070060000000003e-05,0.999917,8.300000000000001e-05,0.00441,0.00049,0.00124,0.0005,0.00049,5e-05,3e-05,-0.4,False,False,0.00034,0.0009
x1 = 12.4,12.4,0.0020310000000000003,0.9979689999999998,0.02109,0.9995700000000001,0.00042999999999999994,0.99996,4e-05,0.9999592079099997,4.079208999999999e-05,0.999917,8.300000000000001e-05,0.00543,0.00064,0.00124,0.00065,0.00065,2e-05,2e-05,-0.4,False,False,0.00034,0.0009
x1 = 15.0,15.0,0.002986,0.9970139999999998,0.02935,0.9996600000000002,0.00034,0.9999499999999999,5.000000000000001e-05,0.9999491340599997,5.086594e-05,0.999917,8.300000000000001e-05,0.00441,0.00079,0.00124,0.0008,0.0008,1e-05,1e-05,-0.4,False,False,0.00034,0.0009
x1 = -3.9,-3.9,0.9999689999999999,3.1e-05,0.00051,0.9999499999999999,5.000000000000001e-05,0.98594,0.01406,0.9999495656899998,5.043431e-05,0.999917,8.300000000000001e-05,0.00079,0.10664,0.00124,0.00079,0.00079,1e-05,1e-05,-0.4,False,False,0.00034,0.0009
x1 = -7.4,-7.4,0.9999490000000002,5.1000000000000006e-05,0.0008,0.9999299999999998,6.999999999999998e-05,0.9947800000000002,0.005220000000000001,0.9999297373499999,7.026264999999999e-05,0.999917,8.300000000000001e-05,0.00107,0.04709,0.00124,0.00107,0.00107,0.0,0.0,-0.4,False,False,0.00034,0.0009
x1 = 7.7,7.7,0.00042099999999999993,0.999579,0.00533,0.9996600000000002,0.00034,0.9999800000000001,2e-05,0.9999798652800002,2.0134720000000004e-05,0.999917,8.300000000000001e-05,0.00441,0.00034,0.00124,0.00034,0.00034,8e-05,5e-05,-0.4,False,False,0.00034,0.0009
x1 = -2.7,-2.7,0.999998,2.0000000000000003e-06,4e-05,0.99996,4e-05,0.98594,0.01406,0.99995997196,4.0028040000000006e-05,0.999917,8.300000000000001e-05,0.00064,0.10664,0.00124,0.00064,0.00064,3e-05,2e-05,-0.4,False,False,0.00034,0.0009
x1 = 7.7,7.7,0.00042099999999999993,0.999579,0.00533,0.9996600000000002,0.00034,0.9999800000000001,2e-05,0.9999798652800002,2.0134720000000004e-05,0.999917,8.300000000000001e-05,0.00441,0.00034,0.00124,0.00034,0.00034,8e-05,5e-05,-0.4,False,False,0.00034,0.0009
x1 = -7.6,-7.6,0.9999350000000001,6.5e-05,0.001,0.9999400000000003,6.000000000000001e-05,0.9947800000000002,0.005220000000000001,0.9999396646000004,6.033540000000001e-05,0.999917,8.300000000000001e-05,0.00093,0.04709,0.00124,0.00093,0.00093,1e-05,0.0,-0.4,False,False,0.00034,0.0009
x1 = -2.4,-2.4,0.9999750000000001,2.5e-05,0.00042,0.9999400000000003,6.000000000000001e-05,0.93991,0.06008999999999999,0.9999384992500003,6.150075000000002e-05,0.999917,8.300000000000001e-05,0.00093,0.3278,0.00124,0.00095,0.00094,0.0,0.0,-0.4,False,False,0.00034,0.0009
x1 = -7.9,-7.9,0.999941,5.9000000000000004e-05,0.00091,0.9999299999999998,6.999999999999998e-05,0.9947800000000002,0.005220000000000001,0.9999296961499997,7.030384999999997e-05,0.999917,8.300000000000001e-05,0.00107,0.04709,0.00124,0.00107,0.00107,0.0,0.0,-0.4,False,False,0.00034,0.0009
x1 = 7.7,7.7,0.00042099999999999993,0.999579,0.00533,0.9996600000000002,0.00034,0.9999800000000001,2e-05,0.9999798652800002,2.0134720000000004e-05,0.999917,8.300000000000001e-05,0.00441,0.00034,0.00124,0.00034,0.00034,8e-05,5e-05,-0.4,False,False,0.00034,0.0009
x1 = 7.7,7.7,0.00042099999999999993,0.999579,0.00533,0.9996600000000002,0.00034,0.9999800000000001,2e-05,0.9999798652800002,2.0134720000000004e-05,0.999917,8.300000000000001e-05,0.00441,0.00034,0.00124,0.00034,0.00034,8e-05,5e-05,-0.4,False,False,0.00034,0.0009
x1 = -2.2,-2.2,0.999972,2.8000000000000003e-05,0.00046,0.9999400000000003,6.000000000000001e-05,0.9241399999999997,0.07586000000000001,0.9999378776000003,6.21224e-05,0.999917,8.300000000000001e-05,0.00093,0.38742,0.00124,0.00096,0.00094,0.0,0.0,-0.4,False,False,0.00034,0.0009
