note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 0.0,0.0,0.999509,0.000491,0.00611,0.9999900000000002,1e-05,0.9998400000000001,0.00016,0.9999899263500001,1.0073650000000001e-05,0.999966,3.4e-05,0.00018,0.00225,0.00055,0.00018,0.00018,3e-05,2e-05,-6.2,False,False,2e-05,0.00053
x1 = -9.1,-9.1,0.9999070000000001,9.300000000000001e-05,0.00138,1.0,0.0,0.37753999999999993,0.6224600000000001,0.9999421112200001,5.788878000000002e-05,0.999966,3.4e-05,0.0,0.95629,0.00055,0.0009,9e-05,1e-05,1e-05,-6.2,False,False,2e-05,0.00053
x1 = 1.5,1.5,0.7336940000000001,0.26630600000000004,0.83611,0.9999800000000001,2e-05,0.99997,3.0000000000000004e-05,0.9999773369400001,2.2663060000000004e-05,0.999966,3.4e-05,0.00034,0.00049,0.00055,0.00038,0.00038,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = 3.2,3.2,0.000445,0.999555,0.0056,0.9998000000000002,0.00020000000000000004,0.9999900000000002,1e-05,0.9999899154500002,1.0084550000000002e-05,0.999966,3.4e-05,0.00275,0.00018,0.00055,0.00018,0.00018,3e-05,2e-05,-6.2,False,False,2e-05,0.00053
x1 = 1.4,1.4,0.844065,0.15593500000000005,0.6245,0.9999800000000001,2e-05,0.99997,3.0000000000000004e-05,0.9999784406500001,2.1559350000000002e-05,0.999966,3.4e-05,0.00034,0.00049,0.00055,0.00037,0.00036,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = -9.8,-9.8,0.999877,0.000123,0.00178,1.0,0.0,0.37753999999999993,0.6224600000000001,0.99992343742,7.656258000000002e-05,0.999966,3.4e-05,0.0,0.95629,0.00055,0.00116,0.00012,2e-05,3e-05,-6.2,False,False,2e-05,0.00053
x1 = -6.8,-6.8,0.9999680000000002,3.2000000000000005e-05,0.00052,0.9999900000000002,1e-05,0.37753999999999993,0.6224600000000001,0.9999700816000003,2.9918400000000008e-05,0.999966,3.4e-05,0.00018,0.95629,0.00055,0.00049,0.00021,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = -6.8,-6.8,0.9999680000000002,3.2000000000000005e-05,0.00052,0.9999900000000002,1e-05,0.37753999999999993,0.6224600000000001,0.9999700816000003,2.9918400000000008e-05,0.999966,3.4e-05,0.00018,0.95629,0.00055,0.00049,0.00021,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = -6.8,-6.8,0.9999680000000002,3.2000000000000005e-05,0.00052,0.9999900000000002,1e-05,0.37753999999999993,0.6224600000000001,0.9999700816000003,2.9918400000000008e-05,0.999966,3.4e-05,0.00018,0.95629,0.00055,0.00049,0.00021,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = -10.0,-10.0,0.99975,0.00025,0.00335,1.0,0.0,0.8519500000000002,0.14805,0.9999629875,3.70125e-05,0.999966,3.4e-05,0.0,0.60494,0.00055,0.0006,0.00015,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = -6.9,-6.9,0.9999750000000001,2.5e-05,0.00042,0.9999900000000002,1e-05,0.37753999999999993,0.6224600000000001,0.9999744387500002,2.5561250000000005e-05,0.999966,3.4e-05,0.00018,0.95629,0.00055,0.00043,0.0002,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = -6.2,-6.2,0.999966,3.4e-05,0.00055,1.0,0.0,0.09535000000000002,0.90465,0.9999692419,3.07581e-05,0.999966,3.4e-05,0.0,0.45408,0.00055,0.00051,2e-05,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = -6.1,-6.1,0.9999680000000002,3.2000000000000005e-05,0.00052,1.0,0.0,0.32081999999999994,0.6791799999999999,0.9999782662400002,2.173376e-05,0.999966,3.4e-05,0.0,0.90527,0.00055,0.00037,3e-05,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = -6.2,-6.2,0.999966,3.4e-05,0.00055,1.0,0.0,0.09535000000000002,0.90465,0.9999692419,3.07581e-05,0.999966,3.4e-05,0.0,0.45408,0.00055,0.00051,2e-05,0.0,0.0,-6.2,False,False,2e-05,0.00053
x1 = -6.1,-6.1,0.9999680000000002,3.2000000000000005e-05,0.00052,1.0,0.0,0.32081999999999994,0.6791799999999999,0.9999782662400002,2.173376e-05,0.999966,3.4e-05,0.0,0.90527,0.00055,0.00037,3e-05,0.0,0.0,-6.2,False,False,2e-05,0.00053
