note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 1.1,1.1,0.8797010000000001,0.120299,0.53022,0.9999900000000002,1e-05,0.9999900000000002,1e-05,0.9999900000000002,1e-05,0.9999840000000001,1.6000000000000003e-05,0.00018,0.00018,0.00028,0.00018,0.00018,0.0,0.0,-3.6,False,False,0.0,0.00028
x1 = -0.1,-0.1,0.9998330000000001,0.00016700000000000002,0.00234,1.0,0.0,0.99929,0.0007099999999999999,0.9999998814300001,1.1857e-07,0.9999840000000001,1.6000000000000003e-05,0.0,0.00845,0.00028,0.0,0.0,9e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = 5.2,5.2,0.00025400000000000005,0.999746,0.0034,0.9999,0.00010000000000000002,1.0,0.0,0.9999999746,2.540000000000001e-08,0.9999840000000001,1.6000000000000003e-05,0.00147,0.0,0.00028,0.0,0.0,0.00013,2e-05,-3.6,False,False,0.0,0.00028
x1 = 4.2,4.2,0.00012600000000000003,0.9998740000000002,0.00181,0.9997399999999999,0.0002599999999999999,0.9999900000000002,1e-05,0.9999899685000003,1.0031500000000002e-05,0.9999840000000001,1.6000000000000003e-05,0.00347,0.00018,0.00028,0.00018,0.00018,0.0,0.0,-3.6,False,False,0.0,0.00028
x1 = -3.7,-3.7,0.9999820000000001,1.8e-05,0.00031,1.0,0.0,0.37753999999999993,0.6224600000000001,0.9999887957200001,1.1204280000000002e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.95629,0.00028,0.0002,2e-05,0.0,0.0,-3.6,False,False,0.0,0.00028
x1 = -4.9,-4.9,0.999935,6.5e-05,0.001,1.0,0.0,0.37753999999999993,0.6224600000000001,0.9999595401,4.04599e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.95629,0.00028,0.00065,6e-05,1e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = -4.9,-4.9,0.999935,6.5e-05,0.001,1.0,0.0,0.37753999999999993,0.6224600000000001,0.9999595401,4.04599e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.95629,0.00028,0.00065,6e-05,1e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = -4.9,-4.9,0.999935,6.5e-05,0.001,1.0,0.0,0.37753999999999993,0.6224600000000001,0.9999595401,4.04599e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.95629,0.00028,0.00065,6e-05,1e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = -4.8,-4.8,0.99993,7.000000000000001e-05,0.00107,1.0,0.0,0.43782,0.5621799999999999,0.9999606474,3.93526e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.98882,0.00028,0.00063,7e-05,1e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = -11.7,-11.7,0.9998190000000001,0.000181,0.00251,1.0,0.0,0.7773000000000001,0.22270000000000006,0.9999596913000002,4.0308700000000016e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.76507,0.00028,0.00065,0.00014,1e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = -4.8,-4.8,0.99993,7.000000000000001e-05,0.00107,1.0,0.0,0.43782,0.5621799999999999,0.9999606474,3.93526e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.98882,0.00028,0.00063,7e-05,1e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = -4.8,-4.8,0.99993,7.000000000000001e-05,0.00107,1.0,0.0,0.43782,0.5621799999999999,0.9999606474,3.93526e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.98882,0.00028,0.00063,7e-05,1e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = -4.9,-4.9,0.999935,6.5e-05,0.001,1.0,0.0,0.37753999999999993,0.6224600000000001,0.9999595401,4.04599e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.95629,0.00028,0.00065,6e-05,1e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = -4.8,-4.8,0.99993,7.000000000000001e-05,0.00107,1.0,0.0,0.43782,0.5621799999999999,0.9999606474,3.93526e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.98882,0.00028,0.00063,7e-05,1e-05,2e-05,-3.6,False,False,0.0,0.00028
x1 = -4.9,-4.9,0.999935,6.5e-05,0.001,1.0,0.0,0.37753999999999993,0.6224600000000001,0.9999595401,4.04599e-05,0.9999840000000001,1.6000000000000003e-05,0.0,0.95629,0.00028,0.00065,6e-05,1e-05,2e-05,-3.6,False,False,0.0,0.00028
