note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 8.0,8.0,0.000873,0.999127,0.01013,0.9999,0.00010000000000000002,0.9999900000000002,1e-05,0.9999899214300001,1.007857e-05,0.9999600000000001,4e-05,0.00147,0.00018,0.00064,0.00018,0.00018,4e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = 7.9,7.9,0.000447,0.999553,0.00562,0.9998799999999999,0.00012000000000000002,0.9999900000000002,1e-05,0.9999899508300002,1.0049170000000002e-05,0.9999600000000001,4e-05,0.00174,0.00018,0.00064,0.00018,0.00018,4e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = 5.1,5.1,0.00021700000000000004,0.9997830000000002,0.00295,0.9998400000000001,0.00016,0.9999900000000002,1e-05,0.9999899674500003,1.0032550000000003e-05,0.9999600000000001,4e-05,0.00225,0.00018,0.00064,0.00018,0.00018,4e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = 3.7,3.7,0.00025700000000000007,0.9997429999999999,0.00344,0.9998400000000001,0.00016,0.9999900000000002,1e-05,0.9999899614500001,1.003855e-05,0.9999600000000001,4e-05,0.00225,0.00018,0.00064,0.00018,0.00018,4e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -8.5,-8.5,0.9999100000000001,8.999999999999999e-05,0.00134,0.9999900000000002,1e-05,0.9959299999999998,0.004069999999999999,0.9999896346000002,1.0365400000000002e-05,0.9999600000000001,4e-05,0.00018,0.03818,0.00064,0.00019,0.00018,4e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -5.2,-5.2,0.9999550000000001,4.4999999999999996e-05,0.00071,0.9999900000000002,1e-05,0.9890100000000002,0.01099,0.9999895059000004,1.0494100000000002e-05,0.9999600000000001,4e-05,0.00018,0.08729,0.00064,0.00019,0.00018,3e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -4.0,-4.0,0.9998970000000001,0.00010300000000000001,0.00151,0.9999900000000002,1e-05,0.99142,0.008580000000000003,0.9999891172900003,1.0882710000000002e-05,0.9999600000000001,4e-05,0.00018,0.07123,0.00064,0.0002,0.00019,3e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -5.2,-5.2,0.9999550000000001,4.4999999999999996e-05,0.00071,0.9999900000000002,1e-05,0.9890100000000002,0.01099,0.9999895059000004,1.0494100000000002e-05,0.9999600000000001,4e-05,0.00018,0.08729,0.00064,0.00019,0.00018,3e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -4.0,-4.0,0.9998970000000001,0.00010300000000000001,0.00151,0.9999900000000002,1e-05,0.99142,0.008580000000000003,0.9999891172900003,1.0882710000000002e-05,0.9999600000000001,4e-05,0.00018,0.07123,0.00064,0.0002,0.00019,3e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -5.2,-5.2,0.9999550000000001,4.4999999999999996e-05,0.00071,0.9999900000000002,1e-05,0.9890100000000002,0.01099,0.9999895059000004,1.0494100000000002e-05,0.9999600000000001,4e-05,0.00018,0.08729,0.00064,0.00019,0.00018,3e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -4.0,-4.0,0.9998970000000001,0.00010300000000000001,0.00151,0.9999900000000002,1e-05,0.99142,0.008580000000000003,0.9999891172900003,1.0882710000000002e-05,0.9999600000000001,4e-05,0.00018,0.07123,0.00064,0.0002,0.00019,3e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -4.6,-4.6,0.9999520000000001,4.7999999999999994e-05,0.00076,0.9999900000000002,1e-05,0.98594,0.01406,0.9999893256000003,1.06744e-05,0.9999600000000001,4e-05,0.00018,0.10664,0.00064,0.00019,0.00019,3e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -8.4,-8.4,0.999905,9.5e-05,0.00141,0.9999900000000002,1e-05,0.9947800000000002,0.005220000000000001,0.9999895050500002,1.049495e-05,0.9999600000000001,4e-05,0.00018,0.04709,0.00064,0.00019,0.00018,3e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -4.6,-4.6,0.9999520000000001,4.7999999999999994e-05,0.00076,0.9999900000000002,1e-05,0.98594,0.01406,0.9999893256000003,1.06744e-05,0.9999600000000001,4e-05,0.00018,0.10664,0.00064,0.00019,0.00019,3e-05,2e-05,-1.2,False,False,0.00018,0.00046
x1 = -5.3,-5.3,0.9999549999999999,4.4999999999999996e-05,0.00071,0.9999900000000002,1e-05,0.99142,0.008580000000000003,0.9999896143500001,1.038565e-05,0.9999600000000001,4e-05,0.00018,0.07123,0.00064,0.00019,0.00018,4e-05,2e-05,-1.2,False,False,0.00018,0.00046
