note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -9.0,-9.0,0.9998779999999998,0.00012200000000000001,0.00176,1.0,0.0,0.9994499999999997,0.00055,0.9999999328999998,6.710000000000001e-08,0.999989,1.1e-05,0.0,0.00675,0.0002,0.0,0.0,7e-05,2e-05,-1.6,False,False,0.0,0.0002
x1 = -11.2,-11.2,0.999774,0.000226,0.00306,0.9999900000000002,1e-05,0.9994499999999997,0.00055,0.9999898779600002,1.0122040000000002e-05,0.999989,1.1e-05,0.00018,0.00675,0.0002,0.00018,0.00018,0.0,0.0,-1.6,False,False,0.0,0.0002
x1 = 6.2,6.2,0.000514,0.9994860000000001,0.00636,0.9999800000000001,2e-05,1.0,0.0,0.9999999897200001,1.0280000000000002e-08,0.999989,1.1e-05,0.00034,0.0,0.0002,0.0,0.0,9e-05,2e-05,-1.6,False,False,0.0,0.0002
x1 = 2.0,2.0,0.0020919999999999997,0.997908,0.02164,0.9999499999999999,5.000000000000001e-05,0.9999900000000002,1e-05,0.9999899163200001,1.0083680000000002e-05,0.999989,1.1e-05,0.00079,0.00018,0.0002,0.00018,0.00018,0.0,0.0,-1.6,False,False,0.0,0.0002
x1 = 1.7,1.7,0.603397,0.396603,0.96893,0.9999900000000002,1e-05,0.9999900000000002,1e-05,0.9999900000000002,9.999999999999999e-06,0.999989,1.1e-05,0.00018,0.00018,0.0002,0.00018,0.00018,0.0,0.0,-1.6,False,False,0.0,0.0002
x1 = -4.2,-4.2,0.999907,9.300000000000001e-05,0.00138,1.0,0.0,0.9968299999999999,0.00317,0.99999970519,2.9481000000000003e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,1e-05,0.0,4e-05,1e-05,-1.6,False,False,0.0,0.0002
x1 = -4.2,-4.2,0.999907,9.300000000000001e-05,0.00138,1.0,0.0,0.9968299999999999,0.00317,0.99999970519,2.9481000000000003e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,1e-05,0.0,4e-05,1e-05,-1.6,False,False,0.0,0.0002
x1 = -4.2,-4.2,0.999907,9.300000000000001e-05,0.00138,1.0,0.0,0.9968299999999999,0.00317,0.99999970519,2.9481000000000003e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,1e-05,0.0,4e-05,1e-05,-1.6,False,False,0.0,0.0002
x1 = -4.2,-4.2,0.999907,9.300000000000001e-05,0.00138,1.0,0.0,0.9968299999999999,0.00317,0.99999970519,2.9481000000000003e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,1e-05,0.0,4e-05,1e-05,-1.6,False,False,0.0,0.0002
x1 = -4.2,-4.2,0.999907,9.300000000000001e-05,0.00138,1.0,0.0,0.9968299999999999,0.00317,0.99999970519,2.9481000000000003e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,1e-05,0.0,4e-05,1e-05,-1.6,False,False,0.0,0.0002
x1 = -4.1,-4.1,0.9999500000000001,5e-05,0.00079,1.0,0.0,0.9968299999999999,0.00317,0.9999998415000001,1.5850000000000002e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,0.0,0.0,5e-05,1e-05,-1.6,False,False,0.0,0.0002
x1 = -4.1,-4.1,0.9999500000000001,5e-05,0.00079,1.0,0.0,0.9968299999999999,0.00317,0.9999998415000001,1.5850000000000002e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,0.0,0.0,5e-05,1e-05,-1.6,False,False,0.0,0.0002
x1 = -4.1,-4.1,0.9999500000000001,5e-05,0.00079,1.0,0.0,0.9968299999999999,0.00317,0.9999998415000001,1.5850000000000002e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,0.0,0.0,5e-05,1e-05,-1.6,False,False,0.0,0.0002
x1 = -4.1,-4.1,0.9999500000000001,5e-05,0.00079,1.0,0.0,0.9968299999999999,0.00317,0.9999998415000001,1.5850000000000002e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,0.0,0.0,5e-05,1e-05,-1.6,False,False,0.0,0.0002
x1 = -4.2,-4.2,0.999907,9.300000000000001e-05,0.00138,1.0,0.0,0.9968299999999999,0.00317,0.99999970519,2.9481000000000003e-07,0.999989,1.1e-05,0.0,0.03088,0.0002,1e-05,0.0,4e-05,1e-05,-1.6,False,False,0.0,0.0002
