x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-2.1,0,x1 = -2.1,0.99999,1e-05,0.00018,0.99999,1e-05,0.99996,4e-05,0.98201,0.01799,0.9999598205,4.0179500000000004e-05,0.99997,3.0000000000000004e-05,0.00064,0.13,0.00049,0.00064,0.00064,2.8,True,0.0,0.00049
7.5,0,x1 = 7.5,0.0,1.0,0.0,0.0,1.0,0.9999,0.0001,0.9988300000000001,0.00117,0.9988300000000001,0.00117,0.99997,3.0000000000000004e-05,0.00147,0.01308,0.00049,0.01308,0.01308,2.8,True,0.0,0.00049
-4.5,0,x1 = -4.5,1.0,0.0,0.0,0.99999,1e-05,1.0,0.0,0.9988300000000001,0.00117,1.0,0.0,0.99997,3.0000000000000004e-05,0.0,0.01308,0.00049,0.0,0.0,2.8,True,0.0,0.00049
-1.3,0,x1 = -1.3,1.0,0.0,0.0,1.0,0.0,0.99993,7e-05,0.98201,0.01799,0.99993,7e-05,0.99997,3.0000000000000004e-05,0.00107,0.13,0.00049,0.00107,0.00107,2.8,True,0.0,0.00049
-2.4,0,x1 = -2.4,0.9999800000000001,2e-05,0.00034,0.99996,4e-05,0.9999800000000001,2e-05,0.9890100000000001,0.01099,0.9999797806000003,2.0219400000000005e-05,0.99997,3.0000000000000004e-05,0.00034,0.08729,0.00049,0.00034,0.00034,2.8,True,0.0,0.00049
-2.6,0,x1 = -2.6,0.9999800000000001,2e-05,0.00034,0.99996,4e-05,1.0,0.0,0.99753,0.00247,0.9999999506000001,4.9400000000000006e-08,0.99997,3.0000000000000004e-05,0.0,0.02495,0.00049,0.0,0.0,2.8,True,0.0,0.00049
2.8,0,x1 = 2.8,0.99997,3.0000000000000004e-05,0.00049,0.9997399999999999,0.00026,1.0,0.0,0.00026,0.9997399999999999,0.9999700078,2.99922e-05,0.99997,3.0000000000000004e-05,0.0,0.00347,0.00049,0.00049,0.0,2.8,True,0.0,0.00049
3.1,0,x1 = 3.1,0.99753,0.00247,0.02495,0.9933099999999999,0.00669,1.0,0.0,0.9968299999999999,0.00317,0.9999921701000001,7.8299e-06,0.99997,3.0000000000000004e-05,0.0,0.03088,0.00049,0.00014,0.00021,2.8,True,0.0,0.00049
-10.0,0,x1 = -10.0,1.0,0.0,0.0,1.0,0.0,0.99993,7e-05,0.99807,0.00193,0.99993,7e-05,0.99997,3.0000000000000004e-05,0.00107,0.02018,0.00049,0.00107,0.00107,2.8,True,0.0,0.00049
4.8,0,x1 = 4.8,3.0000000000000004e-05,0.99997,0.00049,2e-05,0.9999800000000001,0.99999,1e-05,0.9985000000000002,0.0015,0.9985000447000001,0.0014999553000000002,0.99997,3.0000000000000004e-05,0.00018,0.01623,0.00049,0.01623,0.01623,2.8,True,0.0,0.00049
