x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-2.1,0,x1 = -2.1,0.99999,1e-05,0.00018,0.9999800000000001,2e-05,0.9998000000000001,0.0002,0.8302160000000001,0.169784,0.9997983041600003,0.00020169584,0.9998000000000001,0.0002,0.00275,0.65721,0.00275,0.00277,0.00276,1.0,True,0.00174,0.00101
7.5,0,x1 = 7.5,0.0,1.0,0.0,0.0,1.0,0.9947800000000001,0.00522,0.9947800000000001,0.00522,0.9947800000000001,0.00522,0.9998000000000001,0.0002,0.04709,0.04709,0.00275,0.04709,0.04709,1.0,True,0.00174,0.00101
-4.5,0,x1 = -4.5,1.0,0.0,0.0,0.99999,1e-05,0.9997399999999999,0.00026,0.8894679999999999,0.11053199999999999,0.9997399999999999,0.00026,0.9998000000000001,0.0002,0.00347,0.50152,0.00275,0.00347,0.00347,1.0,True,0.00174,0.00101
-1.3,0,x1 = -1.3,1.0,0.0,0.0,1.0,0.0,0.9998799999999999,0.00012000000000000002,0.7068580000000001,0.293142,0.9998799999999999,0.00012000000000000002,0.9998000000000001,0.0002,0.00174,0.87275,0.00275,0.00174,0.00174,1.0,True,0.00174,0.00101
-2.4,0,x1 = -2.4,0.9999800000000001,2e-05,0.00034,0.99996,4e-05,0.9998000000000001,0.0002,0.7922299999999999,0.20777,0.9997958486000003,0.00020415140000000002,0.9998000000000001,0.0002,0.00275,0.7372,0.00275,0.0028,0.00278,1.0,True,0.00174,0.00101
-2.6,0,x1 = -2.6,0.9999800000000001,2e-05,0.00034,0.99996,4e-05,0.9998400000000001,0.00016,0.838884,0.16111599999999998,0.9998367808800002,0.00016321912000000005,0.9998000000000001,0.0002,0.00225,0.63697,0.00275,0.00229,0.00228,1.0,True,0.00174,0.00101
2.8,0,x1 = 2.8,0.99997,3.0000000000000004e-05,0.00049,0.9998000000000001,0.0002,0.9998400000000001,0.00016,0.920242,0.079758,0.99983761206,0.00016238794000000004,0.9998000000000001,0.0002,0.00225,0.40133,0.00275,0.00228,0.00233,1.0,True,0.00174,0.00101
3.1,0,x1 = 3.1,0.99753,0.00247,0.02495,0.9890100000000001,0.01099,0.99996,4e-05,0.98201,0.01799,0.9999156634999999,8.43365e-05,0.9998000000000001,0.0002,0.00064,0.13,0.00275,0.00126,0.00206,1.0,True,0.00174,0.00101
-10.0,0,x1 = -10.0,1.0,0.0,0.0,1.0,0.0,0.9994499999999998,0.00055,0.931846,0.06815399999999999,0.9994499999999998,0.00055,0.9998000000000001,0.0002,0.00675,0.359,0.00275,0.00675,0.00675,1.0,True,0.00174,0.00101
4.8,0,x1 = 4.8,3.0000000000000004e-05,0.99997,0.00049,2e-05,0.9999800000000001,0.9985000000000002,0.0015,0.9933099999999999,0.00669,0.9933101556999999,0.0066898443,0.9998000000000001,0.0002,0.01623,0.05795,0.00275,0.05795,0.05795,1.0,True,0.00174,0.00101
