x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-1.6,0,x1 = -1.6,0.9968299999999999,0.00317,0.03088,0.99142,0.00858,0.9999800000000001,2e-05,0.98594,0.01406,0.9999354932,6.45068e-05,0.99957,0.00043,0.00034,0.10664,0.00543,0.00099,0.00125,-2.7,True,0.00292,0.00251
6.7,0,x1 = 6.7,0.0,1.0,0.0,0.0,1.0,0.9236679999999999,0.076332,0.9933099999999999,0.00669,0.9933099999999999,0.00669,0.99957,0.00043,0.38912,0.05795,0.00543,0.05795,0.05795,-2.7,True,0.00292,0.00251
-3.7,0,x1 = -3.7,0.99996,4e-05,0.00064,0.9999,0.0001,0.9996600000000001,0.00034,0.6493580000000001,0.35064199999999995,0.99964598792,0.00035401208,0.99957,0.00043,0.00441,0.93464,0.00543,0.00457,0.0045,-2.7,True,0.00292,0.00251
-0.9,0,x1 = -0.9,0.9999800000000001,2e-05,0.00034,0.9999400000000002,6.000000000000001e-05,0.99996,4e-05,0.9241399999999999,0.07586,0.9999584836000001,4.151640000000001e-05,0.99957,0.00043,0.00064,0.38742,0.00543,0.00066,0.00066,-2.7,True,0.00292,0.00251
-1.8,0,x1 = -1.8,0.9988300000000001,0.00117,0.01308,0.99807,0.00193,0.9999800000000001,2e-05,0.9890100000000001,0.01099,0.9999671651000003,3.2834900000000006e-05,0.99957,0.00043,0.00034,0.08729,0.00543,0.00054,0.00051,-2.7,True,0.00292,0.00251
-1.5,0,x1 = -1.5,0.9985000000000002,0.0015,0.01623,0.9968299999999999,0.00317,0.99999,1e-05,0.97069,0.029309999999999996,0.9999460500000003,5.395e-05,0.99957,0.00043,0.00018,0.19092,0.00543,0.00084,0.00078,-2.7,True,0.00292,0.00251
3.3,0,x1 = 3.3,0.5982839999999999,0.4017160000000001,0.97195,0.742006,0.25799399999999995,0.9890100000000001,0.01099,0.9947800000000001,0.00522,0.99132790132,0.00867209868,0.99957,0.00043,0.08729,0.04709,0.00543,0.07186,0.07692,-2.7,True,0.00292,0.00251
3.8,0,x1 = 3.8,0.26894,0.73106,0.83994,0.5443939999999999,0.45560600000000007,0.9890100000000001,0.01099,0.9947800000000001,0.00522,0.9932282162000001,0.0067717838,0.99957,0.00043,0.08729,0.04709,0.00543,0.05854,0.06897,-2.7,True,0.00292,0.00251
2.8,0,x1 = 2.8,0.8213459999999999,0.178654,0.67712,0.939226,0.060773999999999995,0.98594,0.01406,0.98594,0.01406,0.9859399999999999,0.01406,0.99957,0.00043,0.10664,0.10664,0.00543,0.10664,0.10664,-2.7,True,0.00292,0.00251
-9.4,0,x1 = -9.4,0.9999,0.0001,0.00147,0.99957,0.00043,0.9998000000000001,0.0002,0.9241399999999999,0.07586,0.9997924340000002,0.000207566,0.99957,0.00043,0.00275,0.38742,0.00543,0.00284,0.00292,-2.7,True,0.00292,0.00251
