x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
2.1,0,x1 = 2.1,1.0,0.0,0.0,0.99999,1e-05,1.0,0.0,0.99957,0.00043,1.0,0.0,1.0,0.0,0.0,0.00543,0.0,0.0,0.0,0.5,True,0.0,0.0
5.7,0,x1 = 5.7,0.0,1.0,0.0,0.0,1.0,0.9998000000000001,0.0002,0.99999,1e-05,0.99999,1e-05,1.0,0.0,0.00275,0.00018,0.0,0.00018,0.00018,0.5,True,0.0,0.0
1.2,0,x1 = 1.2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8173960000000001,0.18260400000000002,1.0,0.0,1.0,0.0,0.0,0.68574,0.0,0.0,0.0,0.5,True,0.0,0.0
-10.0,0,x1 = -10.0,0.9994499999999998,0.00055,0.00675,0.99929,0.00071,1.0,0.0,0.9947800000000001,0.00522,0.9999971289999998,2.871e-06,1.0,0.0,0.0,0.04709,0.0,6e-05,3e-05,0.5,True,0.0,0.0
-10.0,0,x1 = -10.0,0.9994499999999998,0.00055,0.00675,0.99929,0.00071,1.0,0.0,0.9947800000000001,0.00522,0.9999971289999998,2.871e-06,1.0,0.0,0.0,0.04709,0.0,6e-05,3e-05,0.5,True,0.0,0.0
-10.0,0,x1 = -10.0,0.9994499999999998,0.00055,0.00675,0.99929,0.00071,1.0,0.0,0.9947800000000001,0.00522,0.9999971289999998,2.871e-06,1.0,0.0,0.0,0.04709,0.0,6e-05,3e-05,0.5,True,0.0,0.0
-10.0,0,x1 = -10.0,0.9994499999999998,0.00055,0.00675,0.99929,0.00071,1.0,0.0,0.9947800000000001,0.00522,0.9999971289999998,2.871e-06,1.0,0.0,0.0,0.04709,0.0,6e-05,3e-05,0.5,True,0.0,0.0
-10.0,0,x1 = -10.0,0.9994499999999998,0.00055,0.00675,0.99929,0.00071,1.0,0.0,0.9947800000000001,0.00522,0.9999971289999998,2.871e-06,1.0,0.0,0.0,0.04709,0.0,6e-05,3e-05,0.5,True,0.0,0.0
-10.0,0,x1 = -10.0,0.9994499999999998,0.00055,0.00675,0.99929,0.00071,1.0,0.0,0.9947800000000001,0.00522,0.9999971289999998,2.871e-06,1.0,0.0,0.0,0.04709,0.0,6e-05,3e-05,0.5,True,0.0,0.0
-9.0,0,x1 = -9.0,0.99929,0.00071,0.00845,0.9985000000000002,0.0015,0.99999,1e-05,0.99142,0.00858,0.9999839153000001,1.6084700000000002e-05,1.0,0.0,0.00018,0.07123,0.0,0.00028,0.00029,0.5,True,0.0,0.0
