x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-1.6,0,x1 = -1.6,0.9968299999999999,0.00317,0.03088,0.9933099999999999,0.00669,0.00858,0.99142,0.00055,0.9994499999999998,0.0085545449,0.9914454550999998,0.029309999999999996,0.97069,0.07123,0.00675,0.19092,0.07105,0.0708,0.2,True,0.11997,0.07095
6.7,0,x1 = 6.7,0.0,1.0,0.0,0.0,1.0,0.00522,0.9947800000000001,0.00407,0.9959299999999999,0.00407,0.9959299999999999,0.029309999999999996,0.97069,0.04709,0.03818,0.19092,0.03818,0.03818,0.2,True,0.11997,0.07095
-3.7,0,x1 = -3.7,0.99996,4e-05,0.00064,0.9999,0.0001,0.0015,0.9985000000000002,0.0002,0.9998000000000001,0.0014999479999999999,0.9985000520000001,0.029309999999999996,0.97069,0.01623,0.00275,0.19092,0.01623,0.01623,0.2,True,0.11997,0.07095
-0.9,0,x1 = -0.9,0.9999800000000001,2e-05,0.00034,0.9999499999999999,5e-05,0.03733,0.9626699999999999,0.00016,0.9998400000000001,0.037329256600000006,0.9626707434,0.029309999999999996,0.97069,0.22991,0.00225,0.19092,0.22991,0.2299,0.2,True,0.11997,0.07095
-1.8,0,x1 = -1.8,0.9988300000000001,0.00117,0.01308,0.99807,0.00193,0.00407,0.9959299999999999,0.00055,0.9994499999999998,0.0040658816000000006,0.9959341184,0.029309999999999996,0.97069,0.03818,0.00675,0.19092,0.03815,0.03812,0.2,True,0.11997,0.07095
-1.5,0,x1 = -1.5,0.9985000000000002,0.0015,0.01623,0.9959299999999999,0.00407,0.00522,0.9947800000000001,0.00055,0.9994499999999998,0.005212995000000001,0.9947870050000003,0.029309999999999996,0.97069,0.04709,0.00675,0.19092,0.04703,0.04693,0.2,True,0.11997,0.07095
3.3,0,x1 = 3.3,0.5982839999999999,0.4017160000000001,0.97195,0.6962520000000001,0.303748,0.01099,0.9890100000000001,0.0015,0.9985000000000002,0.007177715159999999,0.9928222848400001,0.029309999999999996,0.97069,0.08729,0.01623,0.19092,0.06144,0.06571,0.2,True,0.11997,0.07095
3.8,0,x1 = 3.8,0.26894,0.73106,0.83994,0.5427899999999999,0.45721000000000006,0.00858,0.99142,0.0015,0.9985000000000002,0.0034040952000000003,0.9965959048000002,0.029309999999999996,0.97069,0.07123,0.01623,0.19092,0.03281,0.04608,0.2,True,0.11997,0.07095
2.8,0,x1 = 2.8,0.8213459999999999,0.178654,0.67712,0.9044979999999999,0.095502,0.01799,0.98201,0.00247,0.99753,0.015217289919999998,0.98478271008,0.029309999999999996,0.97069,0.13,0.02495,0.19092,0.11367,0.11997,0.2,True,0.11997,0.07095
-9.4,0,x1 = -9.4,0.9999,0.0001,0.00147,0.99957,0.00043,0.00193,0.99807,0.00055,0.9994499999999998,0.0019298620000000003,0.998070138,0.029309999999999996,0.97069,0.02018,0.00675,0.19092,0.02018,0.02017,0.2,True,0.11997,0.07095
