x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-2.3,0,x1 = -2.3,0.9998000000000001,0.0002,0.00275,0.99929,0.00071,0.7261,0.2739,0.00522,0.9947800000000001,0.725955824,0.274044176,0.90465,0.09535,0.84701,0.04709,0.45408,0.84721,0.84644,0.2,True,0.00049,0.45359
8.3,0,x1 = 8.3,0.0,1.0,0.0,0.0,1.0,0.32082,0.67918,0.597968,0.402032,0.597968,0.402032,0.90465,0.09535,0.90527,0.97213,0.45408,0.97213,0.97213,0.2,True,0.00049,0.45359
-5.0,0,x1 = -5.0,0.9998400000000001,0.00016,0.00225,0.9997399999999999,0.00026,0.5,0.5,0.00669,0.9933099999999999,0.49992107040000006,0.5000789296,0.90465,0.09535,1.0,0.05795,0.45408,1.0,0.99976,0.2,True,0.00049,0.45359
0.3,0,x1 = 0.3,0.95257,0.04743,0.27538,0.6603559999999999,0.33964399999999995,0.9999800000000001,2e-05,5e-05,0.9999499999999999,0.9525533201000002,0.04744667989999999,0.90465,0.09535,0.00034,0.00079,0.45408,0.27545,0.00049,0.2,True,0.00049,0.45359
1.1,0,x1 = 1.1,0.9999800000000001,2e-05,0.00034,0.9998400000000001,0.00016,0.99929,0.00071,0.00026,0.9997399999999999,0.9992700194,0.0007299806000000001,0.90465,0.09535,0.00845,0.00347,0.45408,0.00866,0.00845,0.2,True,0.00049,0.45359
0.1,0,x1 = 0.1,0.32082,0.67918,0.90527,0.43782,0.56218,0.99996,4e-05,2e-05,0.9999800000000001,0.32082075079999994,0.6791792492000001,0.90465,0.09535,0.00064,0.00034,0.45408,0.90527,0.00047,0.2,True,0.00049,0.45359
-0.1,0,x1 = -0.1,1e-05,0.99999,0.00018,5e-05,0.9999499999999999,0.99996,4e-05,0.00043,0.99957,0.0004399953,0.9995600047000001,0.90465,0.09535,0.00064,0.00543,0.45408,0.00554,0.00543,0.2,True,0.00049,0.45359
5.2,0,x1 = 5.2,1e-05,0.99999,0.00018,2e-05,0.9999800000000001,0.98201,0.01799,0.7342759999999999,0.26572399999999996,0.73427847734,0.26572152266,0.90465,0.09535,0.13,0.83526,0.45408,0.83526,0.83525,0.2,True,0.00049,0.45359
-10.0,0,x1 = -10.0,0.9997399999999999,0.00026,0.00347,0.9996600000000001,0.00034,0.9626699999999999,0.03733,0.03733,0.9626699999999999,0.9624294115999998,0.0375705884,0.90465,0.09535,0.22991,0.22991,0.45408,0.23104,0.22991,0.2,True,0.00049,0.45359
10.0,0,x1 = 10.0,1e-05,0.99999,0.00018,1e-05,0.99999,0.62246,0.37754,0.5,0.5,0.5000012246000001,0.49999877540000004,0.90465,0.09535,0.95629,1.0,0.45408,1.0,1.0,0.2,True,0.00049,0.45359
