note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 9.9,9.9,0.27809000000000006,0.72191,0.85284,0.26894,0.73106,0.26894,0.73106,0.26894000000000007,0.7310600000000002,0.388004,0.6119960000000001,0.83994,0.83994,0.9635,0.83994,0.83994,2.4,False,False,0.94025,0.02325
x1 = 11.2,11.2,0.280584,0.7194159999999999,0.85625,0.22270000000000004,0.7773,0.18243,0.8175700000000001,0.19372911768,0.80627088232,0.388004,0.6119960000000001,0.76507,0.68536,0.9635,0.70921,0.70773,2.4,False,False,0.94025,0.02325
x1 = 12.3,12.3,0.27253000000000005,0.7274700000000001,0.84507,0.32082,0.67918,0.22270000000000004,0.7773,0.24944064360000007,0.7505593564,0.388004,0.6119960000000001,0.90527,0.76507,0.9635,0.81039,0.80328,2.4,False,False,0.94025,0.02325
x1 = -10.7,-10.7,0.97532,0.02468,0.16697,0.26894,0.73106,0.37754,0.62246,0.271620248,0.728379752,0.388004,0.6119960000000001,0.83994,0.95629,0.9635,0.84378,0.84281,2.4,False,False,0.94025,0.02325
x1 = 12.6,12.6,0.280584,0.7194159999999999,0.85625,0.22270000000000004,0.7773,0.18243,0.8175700000000001,0.19372911768,0.80627088232,0.388004,0.6119960000000001,0.76507,0.68536,0.9635,0.70921,0.70773,2.4,False,False,0.94025,0.02325
x1 = 4.7,4.7,0.45501800000000003,0.544982,0.99415,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.388004,0.6119960000000001,0.76507,0.76507,0.9635,0.76507,0.76507,2.4,False,False,0.94025,0.02325
x1 = 7.7,7.7,0.265444,0.734556,0.83485,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.388004,0.6119960000000001,0.76507,0.76507,0.9635,0.76507,0.76507,2.4,False,False,0.94025,0.02325
x1 = -7.5,-7.5,0.9794,0.0206,0.1448,0.22270000000000004,0.7773,0.32082,0.67918,0.22472127200000006,0.7752787280000001,0.388004,0.6119960000000001,0.76507,0.90527,0.9635,0.7687,0.76796,2.4,False,False,0.94025,0.02325
x1 = -1.8,-1.8,0.634516,0.36548400000000003,0.94714,0.22270000000000004,0.7773,0.32082,0.67918,0.25856129008,0.7414387099199999,0.388004,0.6119960000000001,0.76507,0.90527,0.9635,0.82457,0.81631,2.4,False,False,0.94025,0.02325
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.26894,0.73106,0.37754,0.62246,0.2719825376,0.7280174624,0.388004,0.6119960000000001,0.83994,0.95629,0.9635,0.8443,0.8432,2.4,False,False,0.94025,0.02325
x1 = -0.5,-0.5,0.675988,0.324012,0.90869,0.32082,0.67918,0.32082,0.67918,0.32082,0.6791800000000001,0.388004,0.6119960000000001,0.90527,0.90527,0.9635,0.90527,0.90527,2.4,False,False,0.94025,0.02325
x1 = 2.8,2.8,0.369282,0.6307180000000001,0.95012,0.5,0.5,0.32082,0.67918,0.38698794876000003,0.6130120512400001,0.388004,0.6119960000000001,1.0,0.90527,0.9635,0.96283,0.94025,2.4,True,True,0.94025,0.02325
x1 = 5.1,5.1,0.37615799999999994,0.623842,0.95528,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.2227,0.7773,0.388004,0.6119960000000001,0.76507,0.76507,0.9635,0.76507,0.76507,2.4,False,False,0.94025,0.02325
x1 = 6.5,6.5,0.327938,0.672062,0.91281,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.22270000000000006,0.7773000000000001,0.388004,0.6119960000000001,0.76507,0.76507,0.9635,0.76507,0.76507,2.4,False,False,0.94025,0.02325
x1 = -7.5,-7.5,0.9794,0.0206,0.1448,0.22270000000000004,0.7773,0.32082,0.67918,0.22472127200000006,0.7752787280000001,0.388004,0.6119960000000001,0.76507,0.90527,0.9635,0.7687,0.76796,2.4,False,False,0.94025,0.02325
