note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -1.0,-1.0,0.491842,0.5081580000000001,0.99981,0.99753,0.00247,0.9968299999999999,0.00317,0.9971742894000001,0.0028257106000000006,0.9225239999999999,0.07747599999999999,0.02495,0.03088,0.39322,0.028,0.02796,-4.4,False,False,0.02796,0.36526
x1 = 0.5,0.5,0.7900159999999999,0.209984,0.74145,0.9947800000000001,0.00522,0.98201,0.01799,0.99209850432,0.007901495679999999,0.9225239999999999,0.07747599999999999,0.04709,0.13,0.39322,0.06654,0.0645,-4.4,False,False,0.02796,0.36526
x1 = -0.2,-0.2,0.717058,0.28294199999999997,0.85943,0.9959299999999999,0.00407,0.9947800000000001,0.00522,0.9956046166999999,0.0043953833,0.9225239999999999,0.07747599999999999,0.03818,0.04709,0.39322,0.04074,0.0407,-4.4,False,False,0.02796,0.36526
x1 = -0.4,-0.4,0.712676,0.287324,0.86524,0.9959299999999999,0.00407,0.9959299999999999,0.00407,0.9959299999999999,0.00407,0.9225239999999999,0.07747599999999999,0.03818,0.03818,0.39322,0.03818,0.03818,-4.4,False,False,0.02796,0.36526
x1 = -1.5,-1.5,0.535834,0.46416599999999997,0.99629,0.99753,0.00247,0.9947800000000001,0.00522,0.9962535435000001,0.0037464564999999997,0.9225239999999999,0.07747599999999999,0.02495,0.04709,0.39322,0.03559,0.03523,-4.4,False,False,0.02796,0.36526
x1 = -9.0,-9.0,0.979306,0.020694,0.14532,0.9968299999999999,0.00317,0.5,0.5,0.9865485999799999,0.01345140002,0.9225239999999999,0.07747599999999999,0.03088,1.0,0.39322,0.10289,0.05093,-4.4,False,False,0.02796,0.36526
x1 = 9.6,9.6,0.265444,0.734556,0.83485,0.9890100000000001,0.01099,0.99753,0.00247,0.9952684171199999,0.00473158288,0.9225239999999999,0.07747599999999999,0.08729,0.02495,0.39322,0.04335,0.0415,-4.4,False,False,0.02796,0.36526
x1 = 8.2,8.2,0.306168,0.693832,0.8887,0.99142,0.00858,0.9968299999999999,0.00317,0.9951736311199999,0.004826368880000001,0.9225239999999999,0.07747599999999999,0.07123,0.03088,0.39322,0.04408,0.04323,-4.4,False,False,0.02796,0.36526
x1 = 6.5,6.5,0.327938,0.672062,0.91281,0.99142,0.00858,0.99753,0.00247,0.99552629882,0.004473701180000001,0.9225239999999999,0.07747599999999999,0.07123,0.02495,0.39322,0.04135,0.04013,-4.4,False,False,0.02796,0.36526
x1 = 5.7,5.7,0.343094,0.656906,0.92775,0.99142,0.00858,0.9968299999999999,0.00317,0.9949738614599999,0.005026138540000001,0.9225239999999999,0.07747599999999999,0.07123,0.03088,0.39322,0.04561,0.04472,-4.4,False,False,0.02796,0.36526
x1 = -1.1,-1.1,0.570398,0.42960200000000004,0.98565,0.99753,0.00247,0.9947800000000001,0.00522,0.9963485945000001,0.0036514055,0.9225239999999999,0.07747599999999999,0.02495,0.04709,0.39322,0.03482,0.03446,-4.4,False,False,0.02796,0.36526
x1 = -3.2,-3.2,0.86194,0.13806,0.57914,0.99753,0.00247,0.62246,0.37754,0.9457478358000001,0.054252164199999994,0.9225239999999999,0.07747599999999999,0.02495,0.95629,0.39322,0.30419,0.15353,-4.4,False,False,0.02796,0.36526
x1 = -7.2,-7.2,0.97933,0.02067,0.14519,0.9959299999999999,0.00407,0.56218,0.43782,0.9869643874999999,0.013035612499999998,0.9225239999999999,0.07747599999999999,0.03818,0.98882,0.39322,0.1003,0.05783,-4.4,False,False,0.02796,0.36526
x1 = 3.7,3.7,0.24279599999999996,0.757204,0.79966,0.98594,0.01406,0.99753,0.00247,0.99471599436,0.00528400564,0.9225239999999999,0.07747599999999999,0.10664,0.02495,0.39322,0.04757,0.04478,-4.4,False,False,0.02796,0.36526
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.9985000000000002,0.0015,0.5,0.5,0.9845340240000001,0.015465976000000001,0.9225239999999999,0.07747599999999999,0.01623,1.0,0.39322,0.11516,0.04379,-4.4,False,False,0.02796,0.36526
