note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 8.2,8.2,0.306168,0.693832,0.8887,0.73106,0.26894,0.04743,0.95257,0.25673562984000003,0.74326437016,0.27926799999999996,0.720732,0.83994,0.27538,0.85445,0.82178,0.44823,9.4,True,False,0.40376,0.45069
x1 = 17.2,17.2,0.27370799999999995,0.726292,0.84674,0.62246,0.37754,0.09535,0.90465,0.23962422388,0.76037577612,0.27926799999999996,0.720732,0.95629,0.45408,0.85445,0.79441,0.59154,9.4,False,False,0.40376,0.45069
x1 = 13.0,13.0,0.27194,0.7280599999999999,0.84423,0.56218,0.43782,0.07586,0.9241399999999999,0.20810986080000002,0.7918901391999998,0.27926799999999996,0.720732,0.98882,0.38742,0.85445,0.73785,0.55096,9.4,False,False,0.40376,0.45069
x1 = 10.4,10.4,0.31313,0.68687,0.89675,0.8175700000000001,0.18243,0.04743,0.95257,0.28858393820000006,0.7114160618,0.27926799999999996,0.720732,0.68536,0.27538,0.85445,0.86688,0.40376,9.4,True,True,0.40376,0.45069
x1 = 12.2,12.2,0.288638,0.7113619999999999,0.86696,0.67918,0.32082,0.07586,0.9241399999999999,0.25000107816,0.7499989218399998,0.27926799999999996,0.720732,0.90527,0.38742,0.85445,0.81128,0.53689,9.4,False,False,0.40376,0.45069
x1 = 4.8,4.8,0.47512799999999994,0.524872,0.99821,0.43782,0.56218,0.06009,0.93991,0.23956009943999998,0.76043990056,0.27926799999999996,0.720732,0.98882,0.3278,0.85445,0.79431,0.64187,9.4,False,False,0.40376,0.45069
x1 = 4.8,4.8,0.47512799999999994,0.524872,0.99821,0.43782,0.56218,0.06009,0.93991,0.23956009943999998,0.76043990056,0.27926799999999996,0.720732,0.98882,0.3278,0.85445,0.79431,0.64187,9.4,False,False,0.40376,0.45069
x1 = 5.2,5.2,0.387502,0.612498,0.96317,0.43782,0.56218,0.03733,0.9626699999999999,0.19252067598,0.80747932402,0.27926799999999996,0.720732,0.98882,0.22991,0.85445,0.70671,0.52399,9.4,False,False,0.40376,0.45069
x1 = -4.6,-4.6,0.9225239999999999,0.07747599999999999,0.39322,0.18243,0.8175700000000001,0.37754,0.62246,0.19754634236,0.80245365764,0.27926799999999996,0.720732,0.68536,0.95629,0.85445,0.71699,0.70635,9.4,False,False,0.40376,0.45069
x1 = -4.5,-4.5,0.919408,0.080592,0.40426,0.18243,0.8175700000000001,0.5,0.5,0.20802360144,0.7919763985600001,0.27926799999999996,0.720732,0.68536,1.0,0.85445,0.73769,0.71072,9.4,False,False,0.40376,0.45069
x1 = 4.8,4.8,0.47512799999999994,0.524872,0.99821,0.43782,0.56218,0.06009,0.93991,0.23956009943999998,0.76043990056,0.27926799999999996,0.720732,0.98882,0.3278,0.85445,0.79431,0.64187,9.4,False,False,0.40376,0.45069
x1 = 5.3,5.3,0.37615800000000005,0.623842,0.95528,0.37754,0.62246,0.06009,0.93991,0.17950135710000004,0.8204986429,0.27926799999999996,0.720732,0.95629,0.3278,0.85445,0.67898,0.56421,9.4,False,False,0.40376,0.45069
x1 = -8.5,-8.5,0.978546,0.021454,0.14953,0.14805,0.8519500000000001,0.56218,0.43782,0.15693474502,0.8430652549800001,0.27926799999999996,0.720732,0.60494,0.98882,0.85445,0.62693,0.61318,9.4,False,False,0.40376,0.45069
x1 = 5.2,5.2,0.387502,0.612498,0.96317,0.43782,0.56218,0.03733,0.9626699999999999,0.19252067598,0.80747932402,0.27926799999999996,0.720732,0.98882,0.22991,0.85445,0.70671,0.52399,9.4,False,False,0.40376,0.45069
x1 = 5.3,5.3,0.37615800000000005,0.623842,0.95528,0.37754,0.62246,0.06009,0.93991,0.17950135710000004,0.8204986429,0.27926799999999996,0.720732,0.95629,0.3278,0.85445,0.67898,0.56421,9.4,False,False,0.40376,0.45069
