note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 4.3,4.3,0.495998,0.5040020000000001,0.99995,0.7773,0.22270000000000004,0.56218,0.43782,0.6688790897600001,0.33112091024,0.57616,0.42383999999999994,0.76507,0.98882,0.9832,0.91607,0.87784,4.2,False,False,0.88838,0.09482
x1 = -1.6,-1.6,0.558268,0.441732,0.99018,0.62246,0.37754,0.8519500000000001,0.14805,0.7238330766800001,0.27616692332,0.57616,0.42383999999999994,0.95629,0.60494,0.9832,0.85018,0.80109,4.2,False,False,0.88838,0.09482
x1 = 4.8,4.8,0.47512799999999994,0.524872,0.99821,0.7773,0.22270000000000004,0.5,0.5,0.6317529944,0.3682470056,0.57616,0.42383999999999994,0.76507,1.0,0.9832,0.94932,0.88838,4.2,True,True,0.88838,0.09482
x1 = -0.3,-0.3,0.7319880000000001,0.26801200000000003,0.8386,0.67918,0.32082,0.67918,0.32082,0.6791800000000001,0.32082,0.57616,0.42383999999999994,0.90527,0.90527,0.9832,0.90527,0.90527,4.2,False,False,0.88838,0.09482
x1 = -2.4,-2.4,0.763484,0.236516,0.7892,0.67918,0.32082,0.67918,0.32082,0.6791800000000001,0.32082,0.57616,0.42383999999999994,0.90527,0.90527,0.9832,0.90527,0.90527,4.2,False,False,0.88838,0.09482
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.56218,0.43782,0.5,0.5,0.56043796512,0.43956203488,0.57616,0.42383999999999994,0.98882,1.0,0.9832,0.98943,0.98913,4.2,True,False,0.88838,0.09482
x1 = -5.3,-5.3,0.9626259999999999,0.037374,0.23012,0.67918,0.32082,0.56218,0.43782,0.6748072419999999,0.3251927579999999,0.57616,0.42383999999999994,0.90527,0.98882,0.9832,0.90994,0.90839,4.2,False,False,0.88838,0.09482
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.62246,0.37754,0.56218,0.43782,0.58215775648,0.41784224352,0.57616,0.42383999999999994,0.95629,0.98882,0.9832,0.98044,0.97804,4.2,True,False,0.88838,0.09482
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.56218,0.43782,0.5,0.5,0.56043796512,0.43956203488,0.57616,0.42383999999999994,0.98882,1.0,0.9832,0.98943,0.98913,4.2,True,False,0.88838,0.09482
x1 = -5.3,-5.3,0.9626259999999999,0.037374,0.23012,0.67918,0.32082,0.56218,0.43782,0.6748072419999999,0.3251927579999999,0.57616,0.42383999999999994,0.90527,0.98882,0.9832,0.90994,0.90839,4.2,False,False,0.88838,0.09482
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.62246,0.37754,0.56218,0.43782,0.58215775648,0.41784224352,0.57616,0.42383999999999994,0.95629,0.98882,0.9832,0.98044,0.97804,4.2,True,False,0.88838,0.09482
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.56218,0.43782,0.5,0.5,0.56043796512,0.43956203488,0.57616,0.42383999999999994,0.98882,1.0,0.9832,0.98943,0.98913,4.2,True,False,0.88838,0.09482
x1 = 1.7,1.7,0.27889400000000003,0.721106,0.85394,0.62246,0.37754,0.67918,0.32082,0.66336113232,0.33663886768,0.57616,0.42383999999999994,0.95629,0.90527,0.9832,0.92157,0.9195,4.2,False,False,0.88838,0.09482
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.62246,0.37754,0.56218,0.43782,0.58215775648,0.41784224352,0.57616,0.42383999999999994,0.95629,0.98882,0.9832,0.98044,0.97804,4.2,True,False,0.88838,0.09482
x1 = -5.5,-5.5,0.965298,0.034702,0.21745,0.67918,0.32082,0.62246,0.37754,0.67721170256,0.32278829744000004,0.57616,0.42383999999999994,0.90527,0.95629,0.9832,0.90739,0.90704,4.2,False,False,0.88838,0.09482
