note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 1.6,1.6,0.30696,0.69304,0.88963,0.9770199999999999,0.02298,0.99142,0.00858,0.986999776,0.013000224000000001,0.763484,0.236516,0.15786,0.07123,0.7892,0.10008,0.09782,-2.4,False,False,0.08261,0.70659
x1 = -7.7,-7.7,0.9789939999999999,0.021006,0.14705,0.98594,0.01406,0.67918,0.32082,0.97949619944,0.020503800559999997,0.763484,0.236516,0.10664,0.90527,0.7892,0.14426,0.12342,-2.4,False,False,0.08261,0.70659
x1 = 4.1,4.1,0.504866,0.495134,0.99993,0.97069,0.029309999999999996,0.98594,0.01406,0.9782407935000001,0.0217592065,0.763484,0.236516,0.19092,0.10664,0.7892,0.15121,0.14919,-2.4,False,False,0.08261,0.70659
x1 = 3.1,3.1,0.278374,0.7216260000000001,0.85323,0.9626699999999999,0.03733,0.99142,0.00858,0.9834167475000001,0.016583252500000003,0.763484,0.236516,0.22991,0.07123,0.7892,0.1218,0.1154,-2.4,False,False,0.08261,0.70659
x1 = 8.3,8.3,0.286144,0.713856,0.86369,0.9770199999999999,0.02298,0.99142,0.00858,0.9872995264,0.012700473600000001,0.763484,0.236516,0.15786,0.07123,0.7892,0.09821,0.09602,-2.4,False,False,0.08261,0.70659
x1 = -0.7,-0.7,0.67852,0.32148000000000004,0.90598,0.9890100000000001,0.01099,0.9770199999999999,0.02298,0.9851554548000001,0.014844545200000002,0.763484,0.236516,0.08729,0.15786,0.7892,0.11142,0.10998,-2.4,False,False,0.08261,0.70659
x1 = -0.6,-0.6,0.67852,0.32148000000000004,0.90598,0.99142,0.00858,0.98594,0.01406,0.9896582896,0.0103417104,0.763484,0.236516,0.07123,0.10664,0.7892,0.08305,0.08261,-2.4,False,False,0.08261,0.70659
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.9626699999999999,0.03733,0.98594,0.01406,0.9782279496800002,0.02177205032,0.763484,0.236516,0.22991,0.10664,0.7892,0.15128,0.14749,-2.4,False,False,0.08261,0.70659
x1 = 6.6,6.6,0.32793799999999995,0.6720619999999999,0.91281,0.97069,0.029309999999999996,0.98594,0.01406,0.9809389454999999,0.019061054499999994,0.763484,0.236516,0.19092,0.10664,0.7892,0.13614,0.13428,-2.4,False,False,0.08261,0.70659
x1 = -0.5,-0.5,0.675988,0.324012,0.90869,0.98594,0.01406,0.9770199999999999,0.02298,0.98304981296,0.016950187040000002,0.763484,0.236516,0.10664,0.15786,0.7892,0.12396,0.12324,-2.4,False,False,0.08261,0.70659
x1 = 5.3,5.3,0.37615800000000005,0.623842,0.95528,0.9770199999999999,0.02298,0.9890100000000001,0.01099,0.9844998655800001,0.015500134420000002,0.763484,0.236516,0.15786,0.08729,0.7892,0.11537,0.11384,-2.4,False,False,0.08261,0.70659
x1 = -6.5,-6.5,0.963832,0.03616799999999999,0.22444,0.9770199999999999,0.02298,0.67918,0.32082,0.9662477228799999,0.03375227712,0.763484,0.236516,0.15786,0.90527,0.7892,0.21287,0.18489,-2.4,False,False,0.08261,0.70659
x1 = -0.4,-0.4,0.712676,0.287324,0.86524,0.98594,0.01406,0.98201,0.01799,0.98481081668,0.015189183319999999,0.763484,0.236516,0.10664,0.13,0.7892,0.1135,0.11335,-2.4,False,False,0.08261,0.70659
x1 = 9.2,9.2,0.27362200000000003,0.726378,0.84661,0.97069,0.029309999999999996,0.99142,0.00858,0.9857478159399999,0.01425218406,0.763484,0.236516,0.19092,0.07123,0.7892,0.10782,0.10398,-2.4,False,False,0.08261,0.70659
x1 = -8.7,-8.7,0.97646,0.023540000000000002,0.16088,0.98594,0.01406,0.67918,0.32082,0.9787188696000001,0.0212811304,0.763484,0.236516,0.10664,0.90527,0.7892,0.14857,0.12544,-2.4,False,False,0.08261,0.70659
