note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -9.8,-9.8,0.97956,0.020440000000000003,0.1439,0.18243,0.8175700000000001,0.62246,0.37754,0.1914242132,0.8085757868000002,0.30545600000000006,0.6945439999999999,0.68536,0.95629,0.88786,0.70444,0.6909,8.8,False,False,0.8593,0.02856
x1 = 12.4,12.4,0.29264,0.70736,0.87211,0.43782,0.56218,0.1192,0.8808,0.2124409568,0.7875590431999999,0.30545600000000006,0.6945439999999999,0.98882,0.52706,0.88786,0.74612,0.66219,8.8,False,False,0.8593,0.02856
x1 = 15.0,15.0,0.306254,0.693746,0.8888,0.5,0.5,0.1192,0.8808,0.2358215232,0.7641784768000001,0.30545600000000006,0.6945439999999999,1.0,0.52706,0.88786,0.78802,0.6719,8.8,False,False,0.8593,0.02856
x1 = -3.9,-3.9,0.879024,0.12097600000000001,0.53216,0.26894,0.73106,0.5,0.5,0.29689271456,0.70310728544,0.30545600000000006,0.6945439999999999,0.83994,1.0,0.88786,0.87746,0.8593,8.8,True,True,0.8593,0.02856
x1 = -11.4,-11.4,0.975972,0.024028,0.1635,0.14805,0.8519500000000001,0.56218,0.43782,0.15800071563999998,0.84199928436,0.30545600000000006,0.6945439999999999,0.60494,0.98882,0.88786,0.62951,0.61416,8.8,False,False,0.8593,0.02856
x1 = 5.2,5.2,0.387502,0.612498,0.96317,0.43782,0.56218,0.04743,0.95257,0.19870690578,0.8012930942200001,0.30545600000000006,0.6945439999999999,0.98882,0.27538,0.88786,0.71933,0.55184,8.8,False,False,0.8593,0.02856
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.06009,0.93991,0.23225273810000005,0.7677472619000001,0.30545600000000006,0.6945439999999999,0.90527,0.3278,0.88786,0.78192,0.48839,8.8,False,False,0.8593,0.02856
x1 = 5.2,5.2,0.387502,0.612498,0.96317,0.43782,0.56218,0.04743,0.95257,0.19870690578,0.8012930942200001,0.30545600000000006,0.6945439999999999,0.98882,0.27538,0.88786,0.71933,0.55184,8.8,False,False,0.8593,0.02856
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.06009,0.93991,0.23225273810000005,0.7677472619000001,0.30545600000000006,0.6945439999999999,0.90527,0.3278,0.88786,0.78192,0.48839,8.8,False,False,0.8593,0.02856
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.06009,0.93991,0.23225273810000005,0.7677472619000001,0.30545600000000006,0.6945439999999999,0.90527,0.3278,0.88786,0.78192,0.48839,8.8,False,False,0.8593,0.02856
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.06009,0.93991,0.23225273810000005,0.7677472619000001,0.30545600000000006,0.6945439999999999,0.90527,0.3278,0.88786,0.78192,0.48839,8.8,False,False,0.8593,0.02856
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.06009,0.93991,0.23225273810000005,0.7677472619000001,0.30545600000000006,0.6945439999999999,0.90527,0.3278,0.88786,0.78192,0.48839,8.8,False,False,0.8593,0.02856
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.06009,0.93991,0.23225273810000005,0.7677472619000001,0.30545600000000006,0.6945439999999999,0.90527,0.3278,0.88786,0.78192,0.48839,8.8,False,False,0.8593,0.02856
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.06009,0.93991,0.23225273810000005,0.7677472619000001,0.30545600000000006,0.6945439999999999,0.90527,0.3278,0.88786,0.78192,0.48839,8.8,False,False,0.8593,0.02856
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.06009,0.93991,0.23225273810000005,0.7677472619000001,0.30545600000000006,0.6945439999999999,0.90527,0.3278,0.88786,0.78192,0.48839,8.8,False,False,0.8593,0.02856
