note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -5.0,-5.0,0.9559819999999999,0.044018,0.26042,0.67918,0.32082,0.37754,0.62246,0.66590241048,0.33409758951999996,0.491842,0.5081580000000001,0.90527,0.95629,0.99981,0.91906,0.90752,-1.0,False,False,0.96138,0.03843
x1 = -1.8,-1.8,0.634516,0.36548400000000003,0.94714,0.8808,0.1192,0.22270000000000004,0.7773,0.6402749796,0.3597250204,0.491842,0.5081580000000001,0.52706,0.76507,0.99981,0.94245,0.61405,-1.0,False,False,0.96138,0.03843
x1 = 4.7,4.7,0.45501800000000003,0.544982,0.99415,0.62246,0.37754,0.73106,0.26894,0.6816450452,0.3183549548,0.491842,0.5081580000000001,0.95629,0.83994,0.99981,0.90258,0.89288,-1.0,False,False,0.96138,0.03843
x1 = -9.5,-9.5,0.980738,0.019262000000000005,0.13728,0.67918,0.32082,0.43782,0.56218,0.67453092368,0.32546907632,0.491842,0.5081580000000001,0.90527,0.98882,0.99981,0.91023,0.90688,-1.0,False,False,0.96138,0.03843
x1 = -3.0,-3.0,0.8434200000000001,0.15658,0.62606,0.62246,0.37754,0.43782,0.56218,0.5935490688,0.40645093120000003,0.491842,0.5081580000000001,0.95629,0.98882,0.99981,0.9746,0.96138,-1.0,True,True,0.96138,0.03843
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.56218,0.43782,0.62246,0.37754,0.60248224352,0.39751775648,0.491842,0.5081580000000001,0.98882,0.95629,0.99981,0.96948,0.96707,-1.0,True,False,0.96138,0.03843
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.56218,0.43782,0.62246,0.37754,0.60248224352,0.39751775648,0.491842,0.5081580000000001,0.98882,0.95629,0.99981,0.96948,0.96707,-1.0,True,False,0.96138,0.03843
x1 = 1.8,1.8,0.28279200000000004,0.7172080000000001,0.85923,0.62246,0.37754,0.67918,0.32082,0.6631400377600001,0.33685996224000003,0.491842,0.5081580000000001,0.95629,0.90527,0.99981,0.92178,0.9197,-1.0,False,False,0.96138,0.03843
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.67918,0.32082,0.37754,0.62246,0.67072925376,0.32927074623999997,0.491842,0.5081580000000001,0.90527,0.95629,0.99981,0.91418,0.9067,-1.0,False,False,0.96138,0.03843
x1 = 1.8,1.8,0.28279200000000004,0.7172080000000001,0.85923,0.62246,0.37754,0.67918,0.32082,0.6631400377600001,0.33685996224000003,0.491842,0.5081580000000001,0.95629,0.90527,0.99981,0.92178,0.9197,-1.0,False,False,0.96138,0.03843
x1 = 7.9,7.9,0.27809000000000006,0.72191,0.85284,0.56218,0.43782,0.67918,0.32082,0.6466434700000001,0.35335653000000006,0.491842,0.5081580000000001,0.98882,0.90527,0.99981,0.93703,0.9285,-1.0,False,False,0.96138,0.03843
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.67918,0.32082,0.37754,0.62246,0.67072925376,0.32927074623999997,0.491842,0.5081580000000001,0.90527,0.95629,0.99981,0.91418,0.9067,-1.0,False,False,0.96138,0.03843
x1 = 1.5,1.5,0.26920599999999995,0.7307939999999999,0.84032,0.62246,0.37754,0.67918,0.32082,0.66391063568,0.3360893643199999,0.491842,0.5081580000000001,0.95629,0.90527,0.99981,0.92103,0.919,-1.0,False,False,0.96138,0.03843
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.56218,0.43782,0.62246,0.37754,0.60248224352,0.39751775648,0.491842,0.5081580000000001,0.98882,0.95629,0.99981,0.96948,0.96707,-1.0,True,False,0.96138,0.03843
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.67918,0.32082,0.37754,0.62246,0.67072925376,0.32927074623999997,0.491842,0.5081580000000001,0.90527,0.95629,0.99981,0.91418,0.9067,-1.0,False,False,0.96138,0.03843
