note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 12.4,12.4,0.29264,0.70736,0.87211,0.22270000000000004,0.7773,0.14805,0.8519500000000001,0.169895576,0.8301044240000001,0.30696,0.69304,0.76507,0.60494,0.88963,0.65747,0.6518,1.6,False,False,0.85429,0.03534
x1 = 15.0,15.0,0.306254,0.693746,0.8888,0.22270000000000004,0.7773,0.14805,0.8519500000000001,0.1709118611,0.8290881389,0.30696,0.69304,0.76507,0.60494,0.88963,0.65979,0.65398,1.6,False,False,0.85429,0.03534
x1 = -3.9,-3.9,0.879024,0.12097600000000001,0.53216,0.18243,0.8175700000000001,0.32082,0.67918,0.19917186864000003,0.8008281313600001,0.30696,0.69304,0.68536,0.90527,0.88963,0.72027,0.71196,1.6,False,False,0.85429,0.03534
x1 = -11.4,-11.4,0.975972,0.024028,0.1635,0.14805,0.8519500000000001,0.32082,0.67918,0.15220131756,0.84779868244,0.30696,0.69304,0.60494,0.90527,0.88963,0.61532,0.61216,1.6,False,False,0.85429,0.03534
x1 = 10.1,10.1,0.31313,0.68687,0.89675,0.22270000000000004,0.7773,0.18243,0.8175700000000001,0.19503974510000002,0.8049602549000001,0.30696,0.69304,0.76507,0.68536,0.88963,0.7119,0.71032,1.6,False,False,0.85429,0.03534
x1 = 0.7,0.7,0.6940440000000001,0.305956,0.88845,0.18243,0.8175700000000001,0.26894,0.73106,0.20889825356000002,0.7911017464400002,0.30696,0.69304,0.68536,0.83994,0.88963,0.73937,0.73265,1.6,False,False,0.85429,0.03534
x1 = 0.6,0.6,0.764136,0.23586400000000002,0.78809,0.1192,0.8808,0.26894,0.73106,0.15451827536,0.84548172464,0.30696,0.69304,0.52706,0.83994,0.88963,0.62103,0.60086,1.6,False,False,0.85429,0.03534
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.22270000000000004,0.7773,0.37754,0.62246,0.22703799744000003,0.77296200256,0.30696,0.69304,0.76507,0.95629,0.88963,0.77281,0.77043,1.6,False,False,0.85429,0.03534
x1 = 0.8,0.8,0.60822,0.39177999999999996,0.96594,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.2227,0.7773,0.30696,0.69304,0.76507,0.76507,0.88963,0.76507,0.76507,1.6,False,False,0.85429,0.03534
x1 = 0.7,0.7,0.6940440000000001,0.305956,0.88845,0.18243,0.8175700000000001,0.26894,0.73106,0.20889825356000002,0.7911017464400002,0.30696,0.69304,0.68536,0.83994,0.88963,0.73937,0.73265,1.6,False,False,0.85429,0.03534
x1 = 8.9,8.9,0.291704,0.708296,0.87091,0.22270000000000004,0.7773,0.18243,0.8175700000000001,0.19417692008000004,0.8058230799200001,0.30696,0.69304,0.76507,0.68536,0.88963,0.71013,0.70861,1.6,False,False,0.85429,0.03534
x1 = 0.4,0.4,0.8766740000000001,0.123326,0.53885,0.26894,0.73106,0.37754,0.62246,0.2823332036,0.7176667964000001,0.30696,0.69304,0.83994,0.95629,0.88963,0.85861,0.85429,1.6,True,True,0.85429,0.03534
x1 = -4.7,-4.7,0.931004,0.06899599999999999,0.36217,0.18243,0.8175700000000001,0.37754,0.62246,0.19589180956000002,0.8041081904400001,0.30696,0.69304,0.68536,0.95629,0.88963,0.71364,0.70405,1.6,False,False,0.85429,0.03534
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.22270000000000004,0.7773,0.37754,0.62246,0.22703799744000003,0.77296200256,0.30696,0.69304,0.76507,0.95629,0.88963,0.77281,0.77043,1.6,False,False,0.85429,0.03534
x1 = 1.0,1.0,0.30895399999999995,0.6910459999999999,0.89196,0.37754,0.62246,0.14805,0.8519500000000001,0.21895185345999996,0.78104814654,0.30696,0.69304,0.95629,0.60494,0.88963,0.75825,0.71349,1.6,False,False,0.85429,0.03534
