note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -4.3,-4.3,0.921364,0.07863599999999998,0.39735,0.18243,0.8175700000000001,0.43782,0.56218,0.20251284803999997,0.7974871519600001,0.265444,0.734556,0.68536,0.98882,0.83485,0.72693,0.70922,9.6,False,False,0.34174,0.49311
x1 = 10.3,10.3,0.2982,0.7018,0.87908,0.8519500000000001,0.14805,0.03733,0.9626699999999999,0.28024968400000005,0.719750316,0.265444,0.734556,0.60494,0.22991,0.83485,0.85579,0.34174,9.6,True,True,0.34174,0.49311
x1 = -4.7,-4.7,0.931004,0.06899599999999999,0.36217,0.26894,0.73106,0.43782,0.56218,0.28059204448,0.71940795552,0.265444,0.734556,0.83994,0.98882,0.83485,0.85626,0.85021,9.6,True,False,0.34174,0.49311
x1 = 9.9,9.9,0.27809000000000006,0.72191,0.85284,0.73106,0.26894,0.04743,0.95257,0.23754066670000007,0.7624593333,0.265444,0.734556,0.83994,0.27538,0.83485,0.79093,0.43238,9.6,False,False,0.34174,0.49311
x1 = 11.2,11.2,0.280584,0.7194159999999999,0.85625,0.73106,0.26894,0.06009,0.93991,0.24835344648,0.75164655352,0.265444,0.734556,0.83994,0.3278,0.83485,0.80866,0.4715,9.6,True,False,0.34174,0.49311
x1 = -9.1,-9.1,0.9792660000000002,0.020734,0.14554,0.22270000000000004,0.7773,0.62246,0.37754,0.2309886238400001,0.7690113761600001,0.265444,0.734556,0.76507,0.95629,0.83485,0.77973,0.76903,9.6,False,False,0.34174,0.49311
x1 = 4.7,4.7,0.45501800000000003,0.544982,0.99415,0.37754,0.62246,0.09535,0.90465,0.22375152942,0.7762484705799999,0.265444,0.734556,0.95629,0.45408,0.83485,0.76696,0.68259,9.6,False,False,0.34174,0.49311
x1 = -8.5,-8.5,0.978546,0.021454,0.14953,0.18243,0.8175700000000001,0.62246,0.37754,0.19187040362000002,0.8081295963800001,0.265444,0.734556,0.68536,0.95629,0.83485,0.70537,0.69117,9.6,False,False,0.34174,0.49311
x1 = 5.3,5.3,0.37615800000000005,0.623842,0.95528,0.43782,0.56218,0.06009,0.93991,0.20217616134,0.7978238386600001,0.265444,0.734556,0.98882,0.3278,0.83485,0.72626,0.57645,9.6,False,False,0.34174,0.49311
x1 = 5.2,5.2,0.387502,0.612498,0.96317,0.43782,0.56218,0.04743,0.95257,0.19870690578,0.8012930942200001,0.265444,0.734556,0.98882,0.27538,0.83485,0.71933,0.55184,9.6,False,False,0.34174,0.49311
x1 = -8.5,-8.5,0.978546,0.021454,0.14953,0.18243,0.8175700000000001,0.62246,0.37754,0.19187040362000002,0.8081295963800001,0.265444,0.734556,0.68536,0.95629,0.83485,0.70537,0.69117,9.6,False,False,0.34174,0.49311
x1 = 9.2,9.2,0.27362200000000003,0.726378,0.84661,0.7773,0.22270000000000004,0.06009,0.93991,0.25633443462000005,0.7436655653800001,0.265444,0.734556,0.76507,0.3278,0.83485,0.82116,0.44745,9.6,True,False,0.34174,0.49311
x1 = -9.1,-9.1,0.9792660000000002,0.020734,0.14554,0.22270000000000004,0.7773,0.62246,0.37754,0.2309886238400001,0.7690113761600001,0.265444,0.734556,0.76507,0.95629,0.83485,0.77973,0.76903,9.6,False,False,0.34174,0.49311
x1 = 5.3,5.3,0.37615800000000005,0.623842,0.95528,0.43782,0.56218,0.06009,0.93991,0.20217616134,0.7978238386600001,0.265444,0.734556,0.98882,0.3278,0.83485,0.72626,0.57645,9.6,False,False,0.34174,0.49311
x1 = -8.4,-8.4,0.97468,0.02532,0.17035,0.18243,0.8175700000000001,0.56218,0.43782,0.19204527000000002,0.8079547300000002,0.265444,0.734556,0.68536,0.98882,0.83485,0.70573,0.69304,9.6,False,False,0.34174,0.49311
