note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 5.0,5.0,0.41090199999999993,0.5890980000000001,0.97697,0.9933099999999999,0.00669,0.99807,0.00193,0.9961141064800001,0.0038858935199999997,0.906434,0.09356599999999998,0.05795,0.02018,0.44826,0.03671,0.0357,-4.2,False,False,0.02806,0.4202
x1 = 12.9,12.9,0.265654,0.734346,0.83516,0.99142,0.00858,0.99753,0.00247,0.99590685406,0.00409314594,0.906434,0.09356599999999998,0.07123,0.02495,0.44826,0.03836,0.03724,-4.2,False,False,0.02806,0.4202
x1 = 7.6,7.6,0.27926799999999996,0.720732,0.85445,0.9890100000000001,0.01099,0.99807,0.00193,0.9955398319200001,0.00446016808,0.906434,0.09356599999999998,0.08729,0.02018,0.44826,0.04125,0.03892,-4.2,False,False,0.02806,0.4202
x1 = 2.3,2.3,0.383398,0.616602,0.96041,0.9947800000000001,0.00522,0.9985000000000002,0.0015,0.9970737594400001,0.00292624056,0.906434,0.09356599999999998,0.04709,0.01623,0.44826,0.02884,0.02806,-4.2,False,False,0.02806,0.4202
x1 = -7.6,-7.6,0.97693,0.02307,0.15835,0.9968299999999999,0.00317,0.56218,0.43782,0.9868026244999999,0.0131973755,0.906434,0.09356599999999998,0.03088,0.98882,0.44826,0.10131,0.05298,-4.2,False,False,0.02806,0.4202
x1 = -5.5,-5.5,0.965298,0.034702,0.21745,0.9985000000000002,0.0015,0.56218,0.43782,0.9833588233600001,0.016641176639999998,0.906434,0.09356599999999998,0.01623,0.98882,0.44826,0.12214,0.04998,-4.2,False,False,0.02806,0.4202
x1 = 2.6,2.6,0.34446799999999994,0.655532,0.92903,0.9933099999999999,0.00669,0.99753,0.00247,0.99607634504,0.00392365496,0.906434,0.09356599999999998,0.05795,0.02495,0.44826,0.03701,0.03632,-4.2,False,False,0.02806,0.4202
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.99142,0.00858,0.99807,0.00193,0.9958660836000001,0.0041339164,0.906434,0.09356599999999998,0.07123,0.02018,0.44826,0.03869,0.0371,-4.2,False,False,0.02806,0.4202
x1 = 2.0,2.0,0.58482,0.41518,0.97914,0.9959299999999999,0.00407,0.99142,0.00858,0.9940575381999999,0.0059424618,0.906434,0.09356599999999998,0.03818,0.07123,0.44826,0.05249,0.0519,-4.2,False,False,0.02806,0.4202
x1 = 2.8,2.8,0.369282,0.6307180000000001,0.95012,0.9626699999999999,0.03733,0.9959299999999999,0.00407,0.9836476806800001,0.01635231932,0.906434,0.09356599999999998,0.22991,0.03818,0.44826,0.12044,0.10898,-4.2,False,False,0.02806,0.4202
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.99142,0.00858,0.99807,0.00193,0.9958660836000001,0.0041339164,0.906434,0.09356599999999998,0.07123,0.02018,0.44826,0.03869,0.0371,-4.2,False,False,0.02806,0.4202
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.99142,0.00858,0.99807,0.00193,0.9958660836000001,0.0041339164,0.906434,0.09356599999999998,0.07123,0.02018,0.44826,0.03869,0.0371,-4.2,False,False,0.02806,0.4202
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.99142,0.00858,0.99807,0.00193,0.9958660836000001,0.0041339164,0.906434,0.09356599999999998,0.07123,0.02018,0.44826,0.03869,0.0371,-4.2,False,False,0.02806,0.4202
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.99142,0.00858,0.99807,0.00193,0.9958660836000001,0.0041339164,0.906434,0.09356599999999998,0.07123,0.02018,0.44826,0.03869,0.0371,-4.2,False,False,0.02806,0.4202
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.99142,0.00858,0.99807,0.00193,0.9958660836000001,0.0041339164,0.906434,0.09356599999999998,0.07123,0.02018,0.44826,0.03869,0.0371,-4.2,False,False,0.02806,0.4202
