note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -15.4,-15.4,0.9761839999999999,0.023816,0.16236,0.14805,0.8519500000000001,0.5,0.5,0.15643204119999998,0.8435679588000001,0.29858,0.7014199999999999,0.60494,1.0,0.87955,0.62571,0.61435,7.2,False,False,0.78038,0.09917
x1 = 8.1,8.1,0.29858,0.7014199999999999,0.87955,0.56218,0.43782,0.09535,0.90465,0.2347361014,0.7652638985999999,0.29858,0.7014199999999999,0.98882,0.45408,0.87955,0.78618,0.61374,7.2,False,False,0.78038,0.09917
x1 = 10.8,10.8,0.31313,0.68687,0.89675,0.56218,0.43782,0.18243,0.8175700000000001,0.30134111750000003,0.6986588825000001,0.29858,0.7014199999999999,0.98882,0.68536,0.87955,0.88292,0.78038,7.2,True,True,0.78038,0.09917
x1 = -3.3,-3.3,0.875994,0.12400599999999999,0.54077,0.26894,0.73106,0.5,0.5,0.29759282636,0.7024071736400002,0.29858,0.7014199999999999,0.83994,1.0,0.87955,0.87833,0.85979,7.2,True,False,0.78038,0.09917
x1 = 12.0,12.0,0.306254,0.693746,0.8888,0.43782,0.56218,0.14805,0.8519500000000001,0.23679322158,0.7632067784200001,0.29858,0.7014199999999999,0.98882,0.60494,0.87955,0.78967,0.7225,7.2,False,False,0.78038,0.09917
x1 = 8.4,8.4,0.310636,0.689364,0.89391,0.62246,0.37754,0.09535,0.90465,0.25908934196,0.7409106580399999,0.29858,0.7014199999999999,0.95629,0.45408,0.87955,0.82537,0.61008,7.2,False,False,0.78038,0.09917
x1 = 8.5,8.5,0.29858,0.7014199999999999,0.87955,0.62246,0.37754,0.09535,0.90465,0.2527345038,0.7472654961999999,0.29858,0.7014199999999999,0.95629,0.45408,0.87955,0.81558,0.60403,7.2,False,False,0.78038,0.09917
x1 = 8.4,8.4,0.310636,0.689364,0.89391,0.62246,0.37754,0.09535,0.90465,0.25908934196,0.7409106580399999,0.29858,0.7014199999999999,0.95629,0.45408,0.87955,0.82537,0.61008,7.2,False,False,0.78038,0.09917
x1 = 8.5,8.5,0.29858,0.7014199999999999,0.87955,0.62246,0.37754,0.09535,0.90465,0.2527345038,0.7472654961999999,0.29858,0.7014199999999999,0.95629,0.45408,0.87955,0.81558,0.60403,7.2,False,False,0.78038,0.09917
x1 = 8.7,8.7,0.271214,0.728786,0.8432,0.5,0.5,0.09535,0.90465,0.20509674510000003,0.7949032549,0.29858,0.7014199999999999,1.0,0.45408,0.87955,0.73201,0.60214,7.2,False,False,0.78038,0.09917
x1 = 8.4,8.4,0.310636,0.689364,0.89391,0.62246,0.37754,0.09535,0.90465,0.25908934196,0.7409106580399999,0.29858,0.7014199999999999,0.95629,0.45408,0.87955,0.82537,0.61008,7.2,False,False,0.78038,0.09917
x1 = 8.5,8.5,0.29858,0.7014199999999999,0.87955,0.62246,0.37754,0.09535,0.90465,0.2527345038,0.7472654961999999,0.29858,0.7014199999999999,0.95629,0.45408,0.87955,0.81558,0.60403,7.2,False,False,0.78038,0.09917
x1 = 8.7,8.7,0.271214,0.728786,0.8432,0.5,0.5,0.09535,0.90465,0.20509674510000003,0.7949032549,0.29858,0.7014199999999999,1.0,0.45408,0.87955,0.73201,0.60214,7.2,False,False,0.78038,0.09917
x1 = 8.4,8.4,0.310636,0.689364,0.89391,0.62246,0.37754,0.09535,0.90465,0.25908934196,0.7409106580399999,0.29858,0.7014199999999999,0.95629,0.45408,0.87955,0.82537,0.61008,7.2,False,False,0.78038,0.09917
x1 = 8.7,8.7,0.271214,0.728786,0.8432,0.5,0.5,0.09535,0.90465,0.20509674510000003,0.7949032549,0.29858,0.7014199999999999,1.0,0.45408,0.87955,0.73201,0.60214,7.2,False,False,0.78038,0.09917
