note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -10.3,-10.3,0.974886,0.025114000000000004,0.16926,0.18243,0.8175700000000001,0.62246,0.37754,0.19348091342,0.8065190865800002,0.27362200000000003,0.726378,0.68536,0.95629,0.84661,0.7087,0.69216,9.2,False,False,0.34584,0.50077
x1 = -8.1,-8.1,0.97669,0.023310000000000004,0.15964,0.18243,0.8175700000000001,0.56218,0.43782,0.19128197249999998,0.8087180275,0.27362200000000003,0.726378,0.68536,0.98882,0.84661,0.70415,0.69243,9.2,False,False,0.34584,0.50077
x1 = -11.5,-11.5,0.974296,0.025703999999999998,0.17237,0.18243,0.8175700000000001,0.5,0.5,0.19059281928000002,0.8094071807200002,0.27362200000000003,0.726378,0.68536,1.0,0.84661,0.70271,0.69345,9.2,False,False,0.34584,0.50077
x1 = -8.3,-8.3,0.97491,0.02509,0.16914,0.14805,0.8519500000000001,0.56218,0.43782,0.1584405217,0.8415594783000002,0.27362200000000003,0.726378,0.60494,0.98882,0.84661,0.63057,0.61457,9.2,False,False,0.34584,0.50077
x1 = 10.2,10.2,0.309128,0.6908719999999999,0.89216,0.8519500000000001,0.14805,0.03733,0.9626699999999999,0.28915185136000005,0.7108481486399999,0.27362200000000003,0.726378,0.60494,0.22991,0.84661,0.86762,0.34584,9.2,True,True,0.34584,0.50077
x1 = 5.2,5.2,0.387502,0.612498,0.96317,0.43782,0.56218,0.04743,0.95257,0.19870690578,0.8012930942200001,0.27362200000000003,0.726378,0.98882,0.27538,0.84661,0.71933,0.55184,9.2,False,False,0.34584,0.50077
x1 = -4.6,-4.6,0.9225239999999999,0.07747599999999999,0.39322,0.18243,0.8175700000000001,0.37754,0.62246,0.19754634236,0.80245365764,0.27362200000000003,0.726378,0.68536,0.95629,0.84661,0.71699,0.70635,9.2,False,False,0.34584,0.50077
x1 = -8.7,-8.7,0.97646,0.023540000000000002,0.16088,0.18243,0.8175700000000001,0.56218,0.43782,0.191369315,0.8086306850000001,0.27362200000000003,0.726378,0.68536,0.98882,0.84661,0.70433,0.6925,9.2,False,False,0.34584,0.50077
x1 = 4.9,4.9,0.42199,0.5780100000000001,0.98237,0.37754,0.62246,0.07586,0.9241399999999999,0.20316594319999998,0.7968340568000001,0.27362200000000003,0.726378,0.95629,0.38742,0.84661,0.72821,0.62748,9.2,False,False,0.34584,0.50077
x1 = -4.5,-4.5,0.919408,0.080592,0.40426,0.18243,0.8175700000000001,0.43782,0.56218,0.20301239088,0.7969876091200001,0.27362200000000003,0.726378,0.68536,0.98882,0.84661,0.72791,0.70982,9.2,False,False,0.34584,0.50077
x1 = 9.3,9.3,0.25190199999999996,0.748098,0.81428,0.73106,0.26894,0.06009,0.93991,0.22910868494,0.7708913150600001,0.27362200000000003,0.726378,0.83994,0.3278,0.84661,0.77645,0.45681,9.2,False,False,0.34584,0.50077
x1 = 9.3,9.3,0.25190199999999996,0.748098,0.81428,0.73106,0.26894,0.06009,0.93991,0.22910868494,0.7708913150600001,0.27362200000000003,0.726378,0.83994,0.3278,0.84661,0.77645,0.45681,9.2,False,False,0.34584,0.50077
x1 = -9.0,-9.0,0.979306,0.020694,0.14532,0.18243,0.8175700000000001,0.62246,0.37754,0.19153598082,0.8084640191800001,0.27362200000000003,0.726378,0.68536,0.95629,0.84661,0.70467,0.69097,9.2,False,False,0.34584,0.50077
x1 = 9.3,9.3,0.25190199999999996,0.748098,0.81428,0.73106,0.26894,0.06009,0.93991,0.22910868494,0.7708913150600001,0.27362200000000003,0.726378,0.83994,0.3278,0.84661,0.77645,0.45681,9.2,False,False,0.34584,0.50077
x1 = 9.3,9.3,0.25190199999999996,0.748098,0.81428,0.73106,0.26894,0.06009,0.93991,0.22910868494,0.7708913150600001,0.27362200000000003,0.726378,0.83994,0.3278,0.84661,0.77645,0.45681,9.2,False,False,0.34584,0.50077
