note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 3.6,3.6,0.26631799999999994,0.7336820000000002,0.83613,0.9947800000000001,0.00522,0.99807,0.00193,0.9971938137800003,0.00280618622,0.9766360000000001,0.023364000000000003,0.04709,0.02018,0.15993,0.02783,0.02735,-7.4,False,False,0.02695,0.13298
x1 = 0.2,0.2,0.8425499999999999,0.15745,0.62817,0.9968299999999999,0.00317,0.98594,0.01406,0.9951153694999998,0.0048846305,0.9766360000000001,0.023364000000000003,0.03088,0.10664,0.15993,0.04453,0.04281,-7.4,False,False,0.02695,0.13298
x1 = 4.5,4.5,0.487944,0.5120560000000001,0.99958,0.9947800000000001,0.00522,0.99807,0.00193,0.9964646642400001,0.00353533576,0.9766360000000001,0.023364000000000003,0.04709,0.02018,0.15993,0.03388,0.03331,-7.4,False,False,0.02695,0.13298
x1 = 0.0,0.0,0.84906,0.15094,0.61219,0.99753,0.00247,0.9959299999999999,0.00407,0.997288496,0.002711504,0.9766360000000001,0.023364000000000003,0.02495,0.03818,0.15993,0.02703,0.02695,-7.4,False,False,0.02695,0.13298
x1 = -9.1,-9.1,0.9792660000000002,0.020734,0.14554,0.99807,0.00193,0.43782,0.56218,0.9864537765000002,0.0135462235,0.9766360000000001,0.023364000000000003,0.02018,0.98882,0.15993,0.10348,0.04026,-7.4,False,False,0.02695,0.13298
x1 = -0.8,-0.8,0.6635519999999999,0.336448,0.92138,0.99753,0.00247,0.9968299999999999,0.00317,0.9972944864,0.0027055136,0.9766360000000001,0.023364000000000003,0.02495,0.03088,0.15993,0.02698,0.02695,-7.4,False,False,0.02695,0.13298
x1 = 2.7,2.7,0.30547799999999997,0.6945220000000001,0.88788,0.9933099999999999,0.00669,0.99753,0.00247,0.99624088284,0.00375911716,0.9766360000000001,0.023364000000000003,0.05795,0.02495,0.15993,0.03569,0.03503,-7.4,False,False,0.02695,0.13298
x1 = 5.1,5.1,0.37615799999999994,0.623842,0.95528,0.9959299999999999,0.00407,0.99807,0.00193,0.9972650218799999,0.00273497812,0.9766360000000001,0.023364000000000003,0.03818,0.02018,0.15993,0.02723,0.02695,-7.4,False,False,0.02695,0.13298
x1 = 6.7,6.7,0.30026,0.69974,0.88161,0.99142,0.00858,0.9959299999999999,0.00407,0.9945758273999998,0.005424172600000001,0.9766360000000001,0.023364000000000003,0.07123,0.03818,0.15993,0.04863,0.0481,-7.4,False,False,0.02695,0.13298
x1 = -0.8,-0.8,0.6635519999999999,0.336448,0.92138,0.99753,0.00247,0.9968299999999999,0.00317,0.9972944864,0.0027055136,0.9766360000000001,0.023364000000000003,0.02495,0.03088,0.15993,0.02698,0.02695,-7.4,False,False,0.02695,0.13298
x1 = -0.8,-0.8,0.6635519999999999,0.336448,0.92138,0.99753,0.00247,0.9968299999999999,0.00317,0.9972944864,0.0027055136,0.9766360000000001,0.023364000000000003,0.02495,0.03088,0.15993,0.02698,0.02695,-7.4,False,False,0.02695,0.13298
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.9988300000000001,0.00117,0.43782,0.56218,0.98311274384,0.016887256160000003,0.9766360000000001,0.023364000000000003,0.01308,0.98882,0.15993,0.12359,0.04042,-7.4,False,False,0.02695,0.13298
x1 = 5.1,5.1,0.37615799999999994,0.623842,0.95528,0.9959299999999999,0.00407,0.99807,0.00193,0.9972650218799999,0.00273497812,0.9766360000000001,0.023364000000000003,0.03818,0.02018,0.15993,0.02723,0.02695,-7.4,False,False,0.02695,0.13298
x1 = -0.8,-0.8,0.6635519999999999,0.336448,0.92138,0.99753,0.00247,0.9968299999999999,0.00317,0.9972944864,0.0027055136,0.9766360000000001,0.023364000000000003,0.02495,0.03088,0.15993,0.02698,0.02695,-7.4,False,False,0.02695,0.13298
x1 = 4.8,4.8,0.47512799999999994,0.524872,0.99821,0.9933099999999999,0.00669,0.99807,0.00193,0.9958083907199999,0.0041916092799999995,0.9766360000000001,0.023364000000000003,0.05795,0.02018,0.15993,0.03914,0.03813,-7.4,False,False,0.02695,0.13298
