note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 4.9,4.9,0.42199,0.5780100000000001,0.98237,0.32082,0.67918,0.09535,0.90465,0.1904960853,0.8095039147,0.310636,0.689364,0.90527,0.45408,0.89391,0.70251,0.64448,8.4,False,False,0.47552,0.41839
x1 = -2.0,-2.0,0.711818,0.288182,0.86636,0.32082,0.67918,0.56218,0.43782,0.39037560752,0.60962439248,0.310636,0.689364,0.90527,0.98882,0.89391,0.96504,0.92935,8.4,False,False,0.47552,0.41839
x1 = -16.4,-16.4,0.971876,0.028124,0.18489,0.18243,0.8175700000000001,0.5,0.5,0.19136133868,0.8086386613200001,0.310636,0.689364,0.68536,1.0,0.89391,0.70431,0.69421,8.4,False,False,0.47552,0.41839
x1 = 7.1,7.1,0.26674600000000004,0.733254,0.83676,0.62246,0.37754,0.14805,0.8519500000000001,0.27459696986,0.7254030301400001,0.310636,0.689364,0.95629,0.60494,0.89391,0.84798,0.69866,8.4,False,False,0.47552,0.41839
x1 = -14.3,-14.3,0.97697,0.023030000000000002,0.15813,0.18243,0.8175700000000001,0.5,0.5,0.1897436371,0.8102563629000001,0.310636,0.689364,0.68536,1.0,0.89391,0.70093,0.69261,8.4,False,False,0.47552,0.41839
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.09535,0.90465,0.25770728470000004,0.7422927153000001,0.310636,0.689364,0.90527,0.45408,0.89391,0.82327,0.57955,8.4,False,False,0.47552,0.41839
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.09535,0.90465,0.25770728470000004,0.7422927153000001,0.310636,0.689364,0.90527,0.45408,0.89391,0.82327,0.57955,8.4,False,False,0.47552,0.41839
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.09535,0.90465,0.25770728470000004,0.7422927153000001,0.310636,0.689364,0.90527,0.45408,0.89391,0.82327,0.57955,8.4,False,False,0.47552,0.41839
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.09535,0.90465,0.25770728470000004,0.7422927153000001,0.310636,0.689364,0.90527,0.45408,0.89391,0.82327,0.57955,8.4,False,False,0.47552,0.41839
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.09535,0.90465,0.25770728470000004,0.7422927153000001,0.310636,0.689364,0.90527,0.45408,0.89391,0.82327,0.57955,8.4,False,False,0.47552,0.41839
x1 = 9.1,9.1,0.27809000000000006,0.72191,0.85284,0.67918,0.32082,0.09535,0.90465,0.25770728470000004,0.7422927153000001,0.310636,0.689364,0.90527,0.45408,0.89391,0.82327,0.57955,8.4,False,False,0.47552,0.41839
x1 = 5.2,5.2,0.387502,0.612498,0.96317,0.43782,0.56218,0.04743,0.95257,0.19870690578,0.8012930942200001,0.310636,0.689364,0.98882,0.27538,0.89391,0.71933,0.55184,8.4,False,False,0.47552,0.41839
x1 = 9.0,9.0,0.288428,0.711572,0.86668,0.73106,0.26894,0.06009,0.93991,0.25361653516000005,0.74638346484,0.310636,0.689364,0.83994,0.3278,0.89391,0.81696,0.47552,8.4,False,False,0.47552,0.41839
x1 = 9.0,9.0,0.288428,0.711572,0.86668,0.73106,0.26894,0.06009,0.93991,0.25361653516000005,0.74638346484,0.310636,0.689364,0.83994,0.3278,0.89391,0.81696,0.47552,8.4,False,False,0.47552,0.41839
x1 = 9.0,9.0,0.288428,0.711572,0.86668,0.73106,0.26894,0.06009,0.93991,0.25361653516000005,0.74638346484,0.310636,0.689364,0.83994,0.3278,0.89391,0.81696,0.47552,8.4,False,False,0.47552,0.41839
