note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 0.6,0.6,0.764136,0.23586400000000002,0.78809,0.99807,0.00193,0.99142,0.00858,0.9965015044000001,0.0034984956,0.87841,0.12159,0.02018,0.07123,0.53391,0.03358,0.03222,-3.8,False,False,0.01623,0.51768
x1 = 3.6,3.6,0.26631799999999994,0.7336820000000002,0.83613,0.9890100000000001,0.01099,0.9985000000000002,0.0015,0.9959726421800003,0.00402735782,0.87841,0.12159,0.08729,0.01623,0.53391,0.03784,0.03515,-3.8,False,False,0.01623,0.51768
x1 = -0.7,-0.7,0.67852,0.32148000000000004,0.90598,0.9985000000000002,0.0015,0.99753,0.00247,0.9981881644000001,0.0018118356000000001,0.87841,0.12159,0.01623,0.02495,0.53391,0.01911,0.01903,-3.8,False,False,0.01623,0.51768
x1 = 0.2,0.2,0.8425499999999999,0.15745,0.62817,0.9968299999999999,0.00317,0.98201,0.01799,0.9944965909999999,0.005503409,0.87841,0.12159,0.03088,0.13,0.53391,0.04922,0.04649,-3.8,False,False,0.01623,0.51768
x1 = 4.5,4.5,0.487944,0.5120560000000001,0.99958,0.9947800000000001,0.00522,0.99807,0.00193,0.9964646642400001,0.00353533576,0.87841,0.12159,0.04709,0.02018,0.53391,0.03388,0.03331,-3.8,False,False,0.01623,0.51768
x1 = -4.8,-4.8,0.922042,0.077958,0.39494,0.9968299999999999,0.00317,0.62246,0.37754,0.96764486354,0.032355136459999996,0.87841,0.12159,0.03088,0.95629,0.53391,0.20607,0.10302,-3.8,False,False,0.01623,0.51768
x1 = -0.9,-0.9,0.676964,0.323036,0.90765,0.99807,0.00193,0.99807,0.00193,0.99807,0.0019299999999999999,0.87841,0.12159,0.02018,0.02018,0.53391,0.02018,0.02018,-3.8,False,False,0.01623,0.51768
x1 = -0.9,-0.9,0.676964,0.323036,0.90765,0.99807,0.00193,0.99807,0.00193,0.99807,0.0019299999999999999,0.87841,0.12159,0.02018,0.02018,0.53391,0.02018,0.02018,-3.8,False,False,0.01623,0.51768
x1 = 7.1,7.1,0.26674600000000004,0.733254,0.83676,0.99142,0.00858,0.99807,0.00193,0.9962961391,0.0037038609000000005,0.87841,0.12159,0.07123,0.02018,0.53391,0.03525,0.0338,-3.8,False,False,0.01623,0.51768
x1 = 8.9,8.9,0.291704,0.708296,0.87091,0.9933099999999999,0.00669,0.9985000000000002,0.0015,0.9969860562400001,0.0030139437600000003,0.87841,0.12159,0.05795,0.01623,0.53391,0.02958,0.0284,-3.8,False,False,0.01623,0.51768
x1 = -0.9,-0.9,0.676964,0.323036,0.90765,0.99807,0.00193,0.99807,0.00193,0.99807,0.0019299999999999999,0.87841,0.12159,0.02018,0.02018,0.53391,0.02018,0.02018,-3.8,False,False,0.01623,0.51768
x1 = -0.8,-0.8,0.6635519999999999,0.336448,0.92138,0.9985000000000002,0.0015,0.9985000000000002,0.0015,0.9985000000000002,0.0015,0.87841,0.12159,0.01623,0.01623,0.53391,0.01623,0.01623,-3.8,False,False,0.01623,0.51768
x1 = 9.0,9.0,0.288428,0.711572,0.86668,0.99142,0.00858,0.9988300000000001,0.00117,0.9966927485200001,0.0033072514800000005,0.87841,0.12159,0.07123,0.01308,0.53391,0.03202,0.02985,-3.8,False,False,0.01623,0.51768
x1 = 8.7,8.7,0.271214,0.728786,0.8432,0.9933099999999999,0.00669,0.9985000000000002,0.0015,0.9970923993400003,0.00290760066,0.87841,0.12159,0.05795,0.01623,0.53391,0.02869,0.02755,-3.8,False,False,0.01623,0.51768
x1 = -0.8,-0.8,0.6635519999999999,0.336448,0.92138,0.9985000000000002,0.0015,0.9985000000000002,0.0015,0.9985000000000002,0.0015,0.87841,0.12159,0.01623,0.01623,0.53391,0.01623,0.01623,-3.8,False,False,0.01623,0.51768
