note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 0.0,0.0,0.84906,0.15094,0.61219,0.32082,0.67918,0.32082,0.67918,0.32082,0.67918,0.26631799999999994,0.7336820000000002,0.90527,0.90527,0.83613,0.90527,0.90527,3.6,False,False,0.81153,0.0246
x1 = -9.1,-9.1,0.9792660000000002,0.020734,0.14554,0.26894,0.73106,0.43782,0.56218,0.27244155792,0.7275584420800002,0.26631799999999994,0.7336820000000002,0.83994,0.98882,0.83613,0.84495,0.84303,3.6,True,False,0.81153,0.0246
x1 = 1.5,1.5,0.26920599999999995,0.7307939999999999,0.84032,0.22270000000000004,0.7773,0.26894,0.73106,0.25649191456,0.74350808544,0.26631799999999994,0.7336820000000002,0.76507,0.83994,0.83613,0.82141,0.81978,3.6,True,False,0.81153,0.0246
x1 = 3.2,3.2,0.27766199999999996,0.722338,0.85225,0.37754,0.62246,0.18243,0.8175700000000001,0.23660463282,0.7633953671800001,0.26631799999999994,0.7336820000000002,0.95629,0.68536,0.83613,0.78935,0.76059,3.6,False,False,0.81153,0.0246
x1 = 1.4,1.4,0.287084,0.7129160000000001,0.86492,0.26894,0.73106,0.22270000000000004,0.7773,0.23597476416000007,0.76402523584,0.26631799999999994,0.7336820000000002,0.83994,0.76507,0.83613,0.78828,0.78656,3.6,False,False,0.81153,0.0246
x1 = -5.2,-5.2,0.9572480000000001,0.042752,0.25477,0.32082,0.67918,0.37754,0.62246,0.32324489344000007,0.67675510656,0.26631799999999994,0.7336820000000002,0.90527,0.95629,0.83613,0.90788,0.90745,3.6,False,False,0.81153,0.0246
x1 = 6.1,6.1,0.327938,0.672062,0.91281,0.26894,0.73106,0.18243,0.8175700000000001,0.21079991638,0.7892000836200002,0.26631799999999994,0.7336820000000002,0.83994,0.68536,0.83613,0.74301,0.73605,3.6,False,False,0.81153,0.0246
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.32082,0.67918,0.22270000000000004,0.7773,0.25521853792000004,0.7447814620800001,0.26631799999999994,0.7336820000000002,0.90527,0.76507,0.83613,0.81945,0.81153,3.6,True,True,0.81153,0.0246
x1 = 5.8,5.8,0.36481399999999997,0.635186,0.94661,0.32082,0.67918,0.18243,0.8175700000000001,0.23291660946,0.7670833905400001,0.26631799999999994,0.7336820000000002,0.90527,0.68536,0.83613,0.78306,0.76559,3.6,False,False,0.81153,0.0246
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.32082,0.67918,0.22270000000000004,0.7773,0.25521853792000004,0.7447814620800001,0.26631799999999994,0.7336820000000002,0.90527,0.76507,0.83613,0.81945,0.81153,3.6,True,True,0.81153,0.0246
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.32082,0.67918,0.22270000000000004,0.7773,0.25521853792000004,0.7447814620800001,0.26631799999999994,0.7336820000000002,0.90527,0.76507,0.83613,0.81945,0.81153,3.6,True,True,0.81153,0.0246
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.26894,0.73106,0.43782,0.56218,0.27367134208,0.72632865792,0.26631799999999994,0.7336820000000002,0.83994,0.98882,0.83613,0.84668,0.84411,3.6,True,False,0.81153,0.0246
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.32082,0.67918,0.22270000000000004,0.7773,0.25521853792000004,0.7447814620800001,0.26631799999999994,0.7336820000000002,0.90527,0.76507,0.83613,0.81945,0.81153,3.6,True,True,0.81153,0.0246
x1 = 5.7,5.7,0.343094,0.656906,0.92775,0.26894,0.73106,0.18243,0.8175700000000001,0.21211106194,0.7878889380600002,0.26631799999999994,0.7336820000000002,0.83994,0.68536,0.83613,0.7455,0.7384,3.6,False,False,0.81153,0.0246
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.26894,0.73106,0.43782,0.56218,0.27367134208,0.72632865792,0.26631799999999994,0.7336820000000002,0.83994,0.98882,0.83613,0.84668,0.84411,3.6,True,False,0.81153,0.0246
