note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 1.1,1.1,0.21083600000000002,0.789164,0.74308,0.18243,0.8175700000000001,0.22270000000000004,0.7773,0.21420963428000003,0.78579036572,0.260474,0.739526,0.68536,0.76507,0.82746,0.74945,0.74826,13.8,False,False,0.50419,0.32327
x1 = -0.1,-0.1,0.734636,0.26536400000000004,0.83473,0.18243,0.8175700000000001,0.43782,0.56218,0.25020131196,0.74979868804,0.260474,0.739526,0.68536,0.98882,0.82746,0.8116,0.76589,13.8,True,False,0.50419,0.32327
x1 = -11.6,-11.6,0.9774039999999999,0.022595999999999998,0.15578,0.1192,0.8808,0.5,0.5,0.1278045568,0.8721954432,0.260474,0.739526,0.52706,1.0,0.82746,0.55139,0.53775,13.8,False,False,0.50419,0.32327
x1 = 5.2,5.2,0.387502,0.612498,0.96317,0.43782,0.56218,0.04743,0.95257,0.19870690578,0.8012930942200001,0.260474,0.739526,0.98882,0.27538,0.82746,0.71933,0.55184,13.8,False,False,0.50419,0.32327
x1 = 4.2,4.2,0.57616,0.42383999999999994,0.9832,0.32082,0.67918,0.07586,0.9241399999999999,0.21699615359999996,0.7830038463999999,0.260474,0.739526,0.90527,0.38742,0.82746,0.75464,0.68578,13.8,False,False,0.50419,0.32327
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.8519500000000001,0.14805,0.02298,0.9770199999999999,0.29771392152,0.70228607848,0.260474,0.739526,0.60494,0.15786,0.82746,0.87848,0.30603,13.8,False,False,0.50419,0.32327
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.8519500000000001,0.14805,0.02298,0.9770199999999999,0.29771392152,0.70228607848,0.260474,0.739526,0.60494,0.15786,0.82746,0.87848,0.30603,13.8,False,False,0.50419,0.32327
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.8519500000000001,0.14805,0.02298,0.9770199999999999,0.29771392152,0.70228607848,0.260474,0.739526,0.60494,0.15786,0.82746,0.87848,0.30603,13.8,False,False,0.50419,0.32327
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.8519500000000001,0.14805,0.02298,0.9770199999999999,0.29771392152,0.70228607848,0.260474,0.739526,0.60494,0.15786,0.82746,0.87848,0.30603,13.8,False,False,0.50419,0.32327
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.8519500000000001,0.14805,0.02298,0.9770199999999999,0.29771392152,0.70228607848,0.260474,0.739526,0.60494,0.15786,0.82746,0.87848,0.30603,13.8,False,False,0.50419,0.32327
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.8519500000000001,0.14805,0.02298,0.9770199999999999,0.29771392152,0.70228607848,0.260474,0.739526,0.60494,0.15786,0.82746,0.87848,0.30603,13.8,False,False,0.50419,0.32327
x1 = 8.8,8.8,0.30545600000000006,0.6945439999999999,0.88786,0.67918,0.32082,0.06009,0.93991,0.24919475504000005,0.75080524496,0.260474,0.739526,0.90527,0.3278,0.82746,0.81,0.50419,13.8,True,True,0.50419,0.32327
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.8519500000000001,0.14805,0.02298,0.9770199999999999,0.29771392152,0.70228607848,0.260474,0.739526,0.60494,0.15786,0.82746,0.87848,0.30603,13.8,False,False,0.50419,0.32327
x1 = 8.8,8.8,0.30545600000000006,0.6945439999999999,0.88786,0.67918,0.32082,0.06009,0.93991,0.24919475504000005,0.75080524496,0.260474,0.739526,0.90527,0.3278,0.82746,0.81,0.50419,13.8,True,True,0.50419,0.32327
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.8519500000000001,0.14805,0.02298,0.9770199999999999,0.29771392152,0.70228607848,0.260474,0.739526,0.60494,0.15786,0.82746,0.87848,0.30603,13.8,False,False,0.50419,0.32327
