note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -10.8,-10.8,0.9761219999999999,0.023878000000000003,0.16269,0.32082,0.67918,0.62246,0.37754,0.32802255991999996,0.6719774400799999,0.375568,0.6244320000000001,0.90527,0.95629,0.95485,0.91289,0.90649,6.0,True,False,0.85956,0.09529
x1 = -8.2,-8.2,0.974198,0.025802000000000002,0.17288,0.43782,0.56218,0.62246,0.37754,0.44258408128,0.55741591872,0.375568,0.6244320000000001,0.98882,0.95629,0.95485,0.99047,0.98798,6.0,True,False,0.85956,0.09529
x1 = 1.2,1.2,0.28208,0.71792,0.85827,0.32082,0.67918,0.37754,0.62246,0.3615404224,0.6384595775999999,0.375568,0.6244320000000001,0.90527,0.95629,0.95485,0.94395,0.9419,6.0,True,False,0.85956,0.09529
x1 = -9.4,-9.4,0.980222,0.019778,0.14019,0.37754,0.62246,0.62246,0.37754,0.38238402776,0.61761597224,0.375568,0.6244320000000001,0.95629,0.95629,0.95485,0.95971,0.95629,6.0,True,False,0.85956,0.09529
x1 = -1.4,-1.4,0.526396,0.473604,0.99799,0.43782,0.56218,0.5,0.5,0.46726869672,0.5327313032800001,0.375568,0.6244320000000001,0.98882,1.0,0.95485,0.99691,0.99411,6.0,True,False,0.85956,0.09529
x1 = 6.7,6.7,0.30026,0.69974,0.88161,0.67918,0.32082,0.26894,0.73106,0.39211866240000004,0.6078813376000001,0.375568,0.6244320000000001,0.90527,0.83994,0.95485,0.96615,0.85956,6.0,True,True,0.85956,0.09529
x1 = 6.8,6.8,0.30734600000000006,0.6926539999999999,0.89009,0.67918,0.32082,0.26894,0.73106,0.39502562304,0.6049743769599999,0.375568,0.6244320000000001,0.90527,0.83994,0.95485,0.96797,0.86002,6.0,True,False,0.85956,0.09529
x1 = 3.1,3.1,0.278374,0.7216260000000001,0.85323,0.32082,0.67918,0.43782,0.56218,0.40525024200000004,0.5947497580000001,0.375568,0.6244320000000001,0.90527,0.98882,0.95485,0.97394,0.96556,6.0,True,False,0.85956,0.09529
x1 = -2.7,-2.7,0.808052,0.19194799999999998,0.70553,0.5,0.5,0.43782,0.56218,0.48806467336,0.51193532664,0.375568,0.6244320000000001,1.0,0.98882,0.95485,0.99959,0.99785,6.0,True,False,0.85956,0.09529
x1 = -6.4,-6.4,0.9642160000000001,0.035783999999999996,0.22262,0.37754,0.62246,0.56218,0.43782,0.38414715776,0.6158528422400001,0.375568,0.6244320000000001,0.95629,0.98882,0.95485,0.96092,0.95745,6.0,True,False,0.85956,0.09529
x1 = 6.8,6.8,0.30734600000000006,0.6926539999999999,0.89009,0.67918,0.32082,0.26894,0.73106,0.39502562304,0.6049743769599999,0.375568,0.6244320000000001,0.90527,0.83994,0.95485,0.96797,0.86002,6.0,True,False,0.85956,0.09529
x1 = 3.1,3.1,0.278374,0.7216260000000001,0.85323,0.32082,0.67918,0.43782,0.56218,0.40525024200000004,0.5947497580000001,0.375568,0.6244320000000001,0.90527,0.98882,0.95485,0.97394,0.96556,6.0,True,False,0.85956,0.09529
x1 = 6.9,6.9,0.27918200000000004,0.720818,0.85433,0.62246,0.37754,0.26894,0.73106,0.36763642064,0.6323635793600001,0.375568,0.6244320000000001,0.95629,0.83994,0.95485,0.94884,0.87242,6.0,True,False,0.85956,0.09529
x1 = -6.5,-6.5,0.963832,0.03616799999999999,0.22444,0.43782,0.56218,0.62246,0.37754,0.44449805952,0.5555019404800001,0.375568,0.6244320000000001,0.98882,0.95629,0.95485,0.99109,0.98764,6.0,True,False,0.85956,0.09529
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.62246,0.37754,0.26894,0.73106,0.38610218432000004,0.6138978156800001,0.375568,0.6244320000000001,0.95629,0.83994,0.95485,0.96224,0.8785,6.0,True,False,0.85956,0.09529
