note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -1.6,-1.6,0.558268,0.441732,0.99018,0.9890100000000001,0.01099,0.9959299999999999,0.00407,0.99206678544,0.00793321456,0.8434200000000001,0.15658,0.08729,0.03818,0.62606,0.06676,0.0656,-3.0,False,False,0.01756,0.6085
x1 = -0.3,-0.3,0.7319880000000001,0.26801200000000003,0.8386,0.9968299999999999,0.00317,0.9968299999999999,0.00317,0.9968300000000001,0.00317,0.8434200000000001,0.15658,0.03088,0.03088,0.62606,0.03088,0.03088,-3.0,False,False,0.01756,0.6085
x1 = 3.0,3.0,0.321814,0.678186,0.90634,0.9770199999999999,0.02298,0.99807,0.00193,0.9912958153,0.008704184700000001,0.8434200000000001,0.15658,0.15786,0.02018,0.62606,0.07207,0.06449,-3.0,False,False,0.01756,0.6085
x1 = -2.4,-2.4,0.763484,0.236516,0.7892,0.99929,0.00071,0.8175700000000001,0.18243,0.9563103124800001,0.043689687520000006,0.8434200000000001,0.15658,0.00845,0.68536,0.62606,0.25896,0.16855,-3.0,False,False,0.01756,0.6085
x1 = -4.1,-4.1,0.910778,0.089222,0.43387,0.99807,0.00193,0.73106,0.26894,0.9742468337800001,0.02575316622,0.8434200000000001,0.15658,0.02018,0.83994,0.62606,0.17263,0.09332,-3.0,False,False,0.01756,0.6085
x1 = 1.8,1.8,0.28279200000000004,0.7172080000000001,0.85923,0.9947800000000001,0.00522,0.99807,0.00193,0.9971396143200002,0.0028603856800000003,0.8434200000000001,0.15658,0.04709,0.02018,0.62606,0.02829,0.02779,-3.0,False,False,0.01756,0.6085
x1 = 1.8,1.8,0.28279200000000004,0.7172080000000001,0.85923,0.9947800000000001,0.00522,0.99807,0.00193,0.9971396143200002,0.0028603856800000003,0.8434200000000001,0.15658,0.04709,0.02018,0.62606,0.02829,0.02779,-3.0,False,False,0.01756,0.6085
x1 = -0.7,-0.7,0.67852,0.32148000000000004,0.90598,0.99807,0.00193,0.9959299999999999,0.00407,0.9973820328,0.0026179672,0.8434200000000001,0.15658,0.02018,0.03818,0.62606,0.02623,0.02597,-3.0,False,False,0.01756,0.6085
x1 = -0.8,-0.8,0.6635519999999999,0.336448,0.92138,0.9985000000000002,0.0015,0.99807,0.00193,0.9983553273600001,0.00164467264,0.8434200000000001,0.15658,0.01623,0.02018,0.62606,0.01758,0.01756,-3.0,False,False,0.01756,0.6085
x1 = 1.8,1.8,0.28279200000000004,0.7172080000000001,0.85923,0.9947800000000001,0.00522,0.99807,0.00193,0.9971396143200002,0.0028603856800000003,0.8434200000000001,0.15658,0.04709,0.02018,0.62606,0.02829,0.02779,-3.0,False,False,0.01756,0.6085
x1 = -0.8,-0.8,0.6635519999999999,0.336448,0.92138,0.9985000000000002,0.0015,0.99807,0.00193,0.9983553273600001,0.00164467264,0.8434200000000001,0.15658,0.01623,0.02018,0.62606,0.01758,0.01756,-3.0,False,False,0.01756,0.6085
x1 = 9.4,9.4,0.27926799999999996,0.720732,0.85445,0.9890100000000001,0.01099,0.99753,0.00247,0.99515063664,0.004849363359999999,0.8434200000000001,0.15658,0.08729,0.02495,0.62606,0.04426,0.04236,-3.0,False,False,0.01756,0.6085
x1 = -0.8,-0.8,0.6635519999999999,0.336448,0.92138,0.9985000000000002,0.0015,0.99807,0.00193,0.9983553273600001,0.00164467264,0.8434200000000001,0.15658,0.01623,0.02018,0.62606,0.01758,0.01756,-3.0,False,False,0.01756,0.6085
x1 = 1.8,1.8,0.28279200000000004,0.7172080000000001,0.85923,0.9947800000000001,0.00522,0.99807,0.00193,0.9971396143200002,0.0028603856800000003,0.8434200000000001,0.15658,0.04709,0.02018,0.62606,0.02829,0.02779,-3.0,False,False,0.01756,0.6085
x1 = 1.9,1.9,0.30009399999999997,0.699906,0.88141,0.9968299999999999,0.00317,0.9985000000000002,0.0015,0.9979988430200001,0.00200115698,0.8434200000000001,0.15658,0.03088,0.01623,0.62606,0.02082,0.02063,-3.0,False,False,0.01756,0.6085
