note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -5.2,-5.2,0.9572480000000001,0.042752,0.25477,0.9770199999999999,0.02298,0.62246,0.37754,0.96186185088,0.038138149120000006,0.7671460000000001,0.23285400000000003,0.15786,0.95629,0.78295,0.23369,0.19199,-2.6,False,False,0.08261,0.70034
x1 = -3.6,-3.6,0.8765499999999999,0.12344999999999999,0.5392,0.98594,0.01406,0.73106,0.26894,0.954475064,0.045524936,0.7671460000000001,0.23285400000000003,0.10664,0.83994,0.78295,0.26707,0.19717,-2.6,False,False,0.08261,0.70034
x1 = -4.6,-4.6,0.9225239999999999,0.07747599999999999,0.39322,0.98201,0.01799,0.67918,0.32082,0.9585479429199999,0.04145205707999999,0.7671460000000001,0.23285400000000003,0.13,0.90527,0.78295,0.24891,0.19006,-2.6,False,False,0.08261,0.70034
x1 = 2.4,2.4,0.388004,0.6119960000000001,0.9635,0.9770199999999999,0.02298,0.98594,0.01406,0.98247900432,0.017520995680000002,0.7671460000000001,0.23285400000000003,0.15786,0.10664,0.78295,0.12729,0.12651,-2.6,False,False,0.08261,0.70034
x1 = -10.6,-10.6,0.9767659999999999,0.023234,0.15923,0.99142,0.00858,0.73106,0.26894,0.9853707957599999,0.014629204239999999,0.7671460000000001,0.23285400000000003,0.07123,0.83994,0.78295,0.11012,0.08909,-2.6,False,False,0.08261,0.70034
x1 = 4.2,4.2,0.57616,0.42383999999999994,0.9832,0.9770199999999999,0.02298,0.97069,0.029309999999999996,0.9743370927999999,0.025662907199999994,0.7671460000000001,0.23285400000000003,0.15786,0.19092,0.78295,0.17215,0.17187,-2.6,False,False,0.08261,0.70034
x1 = 7.7,7.7,0.265444,0.734556,0.83485,0.97069,0.029309999999999996,0.98594,0.01406,0.981891979,0.018108021,0.7671460000000001,0.23285400000000003,0.19092,0.10664,0.78295,0.13068,0.12901,-2.6,False,False,0.08261,0.70034
x1 = 5.8,5.8,0.36481399999999997,0.635186,0.94661,0.9770199999999999,0.02298,0.9890100000000001,0.01099,0.98463588014,0.015364119859999999,0.7671460000000001,0.23285400000000003,0.15786,0.08729,0.78295,0.11455,0.11303,-2.6,False,False,0.08261,0.70034
x1 = -9.0,-9.0,0.979306,0.020694,0.14532,0.98201,0.01799,0.67918,0.32082,0.97574323598,0.02425676402,0.7671460000000001,0.23285400000000003,0.13,0.90527,0.78295,0.16472,0.14604,-2.6,False,False,0.08261,0.70034
x1 = -7.6,-7.6,0.97693,0.02307,0.15835,0.9890100000000001,0.01099,0.67918,0.32082,0.9818622219,0.018137778099999998,0.7671460000000001,0.23285400000000003,0.08729,0.90527,0.78295,0.13085,0.10616,-2.6,False,False,0.08261,0.70034
x1 = -0.6,-0.6,0.67852,0.32148000000000004,0.90598,0.99142,0.00858,0.98594,0.01406,0.9896582896,0.0103417104,0.7671460000000001,0.23285400000000003,0.07123,0.10664,0.78295,0.08305,0.08261,-2.6,False,False,0.08261,0.70034
x1 = 1.2,1.2,0.28208,0.71792,0.85827,0.97069,0.029309999999999996,0.99142,0.00858,0.9855724816,0.014427518399999999,0.7671460000000001,0.23285400000000003,0.19092,0.07123,0.78295,0.10889,0.10499,-2.6,False,False,0.08261,0.70034
x1 = -0.0,-0.0,0.68064,0.31936,0.90368,0.9890100000000001,0.01099,0.98594,0.01406,0.9880295648000001,0.0119704352,0.7671460000000001,0.23285400000000003,0.08729,0.10664,0.78295,0.09359,0.09347,-2.6,False,False,0.08261,0.70034
x1 = 9.3,9.3,0.25190199999999996,0.748098,0.81428,0.9626699999999999,0.03733,0.9890100000000001,0.01099,0.98237490132,0.01762509868,0.7671460000000001,0.23285400000000003,0.22991,0.08729,0.78295,0.12789,0.12322,-2.6,False,False,0.08261,0.70034
x1 = -9.9,-9.9,0.980738,0.019262000000000005,0.13728,0.98594,0.01406,0.67918,0.32082,0.9800311888800001,0.01996881112,0.7671460000000001,0.23285400000000003,0.10664,0.90527,0.78295,0.14127,0.12202,-2.6,False,False,0.08261,0.70034
