note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -1.0,-1.0,0.491842,0.5081580000000001,0.99981,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.22270000000000006,0.7773000000000001,0.34446799999999994,0.655532,0.76507,0.76507,0.92903,0.76507,0.76507,2.6,False,False,0.71782,0.21121
x1 = 0.5,0.5,0.7900159999999999,0.209984,0.74145,0.18243,0.8175700000000001,0.26894,0.73106,0.20059571584,0.7994042841600001,0.34446799999999994,0.655532,0.68536,0.83994,0.92903,0.72312,0.71782,2.6,False,False,0.71782,0.21121
x1 = -0.2,-0.2,0.717058,0.28294199999999997,0.85943,0.26894,0.73106,0.26894,0.73106,0.26894,0.73106,0.34446799999999994,0.655532,0.83994,0.83994,0.92903,0.83994,0.83994,2.6,False,False,0.71782,0.21121
x1 = -0.4,-0.4,0.712676,0.287324,0.86524,0.22270000000000004,0.7773,0.26894,0.73106,0.23598586176000003,0.76401413824,0.34446799999999994,0.655532,0.76507,0.83994,0.92903,0.7883,0.78658,2.6,False,False,0.71782,0.21121
x1 = -1.5,-1.5,0.535834,0.46416599999999997,0.99629,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.22270000000000004,0.7773,0.34446799999999994,0.655532,0.76507,0.76507,0.92903,0.76507,0.76507,2.6,False,False,0.71782,0.21121
x1 = 0.4,0.4,0.8766740000000001,0.123326,0.53885,0.22270000000000004,0.7773,0.32082,0.67918,0.23480074712000004,0.7651992528800001,0.34446799999999994,0.655532,0.76507,0.90527,0.92903,0.78629,0.78236,2.6,False,False,0.71782,0.21121
x1 = 9.9,9.9,0.27809000000000006,0.72191,0.85284,0.26894,0.73106,0.22270000000000004,0.7773,0.23555888160000005,0.7644411184000001,0.34446799999999994,0.655532,0.83994,0.76507,0.92903,0.78758,0.78589,2.6,False,False,0.71782,0.21121
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.22270000000000004,0.7773,0.37754,0.62246,0.22703799744000003,0.77296200256,0.34446799999999994,0.655532,0.76507,0.95629,0.92903,0.77281,0.77043,2.6,False,False,0.71782,0.21121
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.22270000000000004,0.7773,0.37754,0.62246,0.22703799744000003,0.77296200256,0.34446799999999994,0.655532,0.76507,0.95629,0.92903,0.77281,0.77043,2.6,False,False,0.71782,0.21121
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.26894,0.73106,0.22270000000000004,0.7773,0.23802467584000003,0.76197532416,0.34446799999999994,0.655532,0.83994,0.76507,0.92903,0.79174,0.78988,2.6,False,False,0.71782,0.21121
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.22270000000000004,0.7773,0.37754,0.62246,0.22703799744000003,0.77296200256,0.34446799999999994,0.655532,0.76507,0.95629,0.92903,0.77281,0.77043,2.6,False,False,0.71782,0.21121
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.22270000000000004,0.7773,0.37754,0.62246,0.22703799744000003,0.77296200256,0.34446799999999994,0.655532,0.76507,0.95629,0.92903,0.77281,0.77043,2.6,False,False,0.71782,0.21121
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.26894,0.73106,0.22270000000000004,0.7773,0.23802467584000003,0.76197532416,0.34446799999999994,0.655532,0.83994,0.76507,0.92903,0.79174,0.78988,2.6,False,False,0.71782,0.21121
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.22270000000000004,0.7773,0.37754,0.62246,0.22703799744000003,0.77296200256,0.34446799999999994,0.655532,0.76507,0.95629,0.92903,0.77281,0.77043,2.6,False,False,0.71782,0.21121
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.22270000000000004,0.7773,0.37754,0.62246,0.22703799744000003,0.77296200256,0.34446799999999994,0.655532,0.76507,0.95629,0.92903,0.77281,0.77043,2.6,False,False,0.71782,0.21121
