note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -4.5,-4.5,0.919408,0.080592,0.40426,0.8175700000000001,0.18243,0.73106,0.26894,0.8105979860800001,0.18940201392,0.67852,0.32148000000000004,0.68536,0.83994,0.90598,0.70022,0.69782,-0.6,False,False,0.64805,0.25793
x1 = -2.6,-2.6,0.7671460000000001,0.23285400000000003,0.78295,0.8519500000000001,0.14805,0.67918,0.32082,0.8117198144200002,0.18828018558000004,0.67852,0.32148000000000004,0.60494,0.90527,0.90598,0.69786,0.67487,-0.6,False,False,0.64805,0.25793
x1 = -2.3,-2.3,0.7612080000000001,0.23879200000000003,0.79303,0.8519500000000001,0.14805,0.67918,0.32082,0.8106939061600003,0.18930609384000002,0.67852,0.32148000000000004,0.60494,0.90527,0.90598,0.70002,0.67666,-0.6,False,False,0.64805,0.25793
x1 = 14.2,14.2,0.280584,0.7194159999999999,0.85625,0.67918,0.32082,0.8519500000000001,0.14805,0.80347350232,0.19652649767999997,0.67852,0.32148000000000004,0.90527,0.60494,0.90598,0.71493,0.68921,-0.6,False,False,0.64805,0.25793
x1 = -2.7,-2.7,0.808052,0.19194799999999998,0.70553,0.8175700000000001,0.18243,0.67918,0.32082,0.7910063162800001,0.20899368372,0.67852,0.32148000000000004,0.68536,0.90527,0.90598,0.73955,0.72757,-0.6,False,False,0.64805,0.25793
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.7773,0.22270000000000004,0.67918,0.32082,0.77455107008,0.22544892992000004,0.67852,0.32148000000000004,0.76507,0.90527,0.90598,0.76999,0.769,-0.6,False,False,0.64805,0.25793
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.67918,0.32082,0.8175700000000001,0.18243,0.7717053397600001,0.22829466024,0.67852,0.32148000000000004,0.90527,0.68536,0.90598,0.77503,0.75824,-0.6,False,False,0.64805,0.25793
x1 = 1.5,1.5,0.26920599999999995,0.7307939999999999,0.84032,0.7773,0.22270000000000004,0.8519500000000001,0.14805,0.8318537720999999,0.1681462279,0.67852,0.32148000000000004,0.76507,0.60494,0.90598,0.65345,0.64805,-0.6,False,False,0.64805,0.25793
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.67918,0.32082,0.8175700000000001,0.18243,0.7717053397600001,0.22829466024,0.67852,0.32148000000000004,0.90527,0.68536,0.90598,0.77503,0.75824,-0.6,False,False,0.64805,0.25793
x1 = 1.3,1.3,0.272018,0.727982,0.84435,0.7773,0.22270000000000004,0.8519500000000001,0.14805,0.8316438563000002,0.16835614370000002,0.67852,0.32148000000000004,0.76507,0.60494,0.90598,0.65393,0.6485,-0.6,False,False,0.64805,0.25793
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.7773,0.22270000000000004,0.67918,0.32082,0.77455107008,0.22544892992000004,0.67852,0.32148000000000004,0.76507,0.90527,0.90598,0.76999,0.769,-0.6,False,False,0.64805,0.25793
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.67918,0.32082,0.8175700000000001,0.18243,0.7717053397600001,0.22829466024,0.67852,0.32148000000000004,0.90527,0.68536,0.90598,0.77503,0.75824,-0.6,False,False,0.64805,0.25793
x1 = 1.3,1.3,0.272018,0.727982,0.84435,0.7773,0.22270000000000004,0.8519500000000001,0.14805,0.8316438563000002,0.16835614370000002,0.67852,0.32148000000000004,0.76507,0.60494,0.90598,0.65393,0.6485,-0.6,False,False,0.64805,0.25793
x1 = 1.2,1.2,0.28208,0.71792,0.85827,0.73106,0.26894,0.8519500000000001,0.14805,0.8178493488,0.1821506512,0.67852,0.32148000000000004,0.83994,0.60494,0.90598,0.68476,0.67123,-0.6,False,False,0.64805,0.25793
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.67918,0.32082,0.8175700000000001,0.18243,0.7717053397600001,0.22829466024,0.67852,0.32148000000000004,0.90527,0.68536,0.90598,0.77503,0.75824,-0.6,False,False,0.64805,0.25793
