note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 5.0,5.0,0.41090199999999993,0.5890980000000001,0.97697,0.32082,0.67918,0.26894,0.73106,0.29025759576,0.70974240424,0.321814,0.678186,0.90527,0.83994,0.90634,0.86905,0.86678,3.0,True,True,0.86678,0.03956
x1 = 12.9,12.9,0.265654,0.734346,0.83516,0.32082,0.67918,0.26894,0.73106,0.28272212952000003,0.7172778704800001,0.321814,0.678186,0.90527,0.83994,0.90634,0.85913,0.8573,3.0,False,False,0.86678,0.03956
x1 = 7.6,7.6,0.27926799999999996,0.720732,0.85445,0.37754,0.62246,0.26894,0.73106,0.2992685048,0.7007314952,0.321814,0.678186,0.95629,0.83994,0.90634,0.88039,0.87243,3.0,True,False,0.86678,0.03956
x1 = 2.3,2.3,0.383398,0.616602,0.96041,0.37754,0.62246,0.26894,0.73106,0.3105770228,0.6894229772,0.321814,0.678186,0.95629,0.83994,0.90634,0.89384,0.88455,3.0,True,False,0.86678,0.03956
x1 = -7.6,-7.6,0.97693,0.02307,0.15835,0.32082,0.67918,0.5,0.5,0.3249536826,0.6750463174,0.321814,0.678186,0.90527,1.0,0.90634,0.90969,0.90746,3.0,True,False,0.86678,0.03956
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.32082,0.67918,0.5,0.5,0.32583990688,0.67416009312,0.321814,0.678186,0.90527,1.0,0.90634,0.91062,0.90792,3.0,True,False,0.86678,0.03956
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.32082,0.67918,0.32082,0.67918,0.32082,0.6791800000000001,0.321814,0.678186,0.90527,0.90527,0.90634,0.90527,0.90527,3.0,True,False,0.86678,0.03956
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.32082,0.67918,0.5,0.5,0.32583990688,0.67416009312,0.321814,0.678186,0.90527,1.0,0.90634,0.91062,0.90792,3.0,True,False,0.86678,0.03956
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.32082,0.67918,0.32082,0.67918,0.32082,0.6791800000000001,0.321814,0.678186,0.90527,0.90527,0.90634,0.90527,0.90527,3.0,True,False,0.86678,0.03956
x1 = -3.6,-3.6,0.8765499999999999,0.12344999999999999,0.5392,0.37754,0.62246,0.5,0.5,0.3926576869999999,0.607342313,0.321814,0.678186,0.95629,1.0,0.90634,0.96649,0.96169,3.0,False,False,0.86678,0.03956
x1 = 4.6,4.6,0.5,0.5,1.0,0.37754,0.62246,0.26894,0.73106,0.32323999999999997,0.67676,0.321814,0.678186,0.95629,0.83994,0.90634,0.90787,0.89812,3.0,True,False,0.86678,0.03956
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.32082,0.67918,0.5,0.5,0.32583990688,0.67416009312,0.321814,0.678186,0.90527,1.0,0.90634,0.91062,0.90792,3.0,True,False,0.86678,0.03956
x1 = 10.0,10.0,0.331416,0.6685840000000001,0.91637,0.32082,0.67918,0.32082,0.67918,0.32082,0.6791800000000001,0.321814,0.678186,0.90527,0.90527,0.90634,0.90527,0.90527,3.0,True,False,0.86678,0.03956
x1 = -3.7,-3.7,0.87841,0.12159,0.53391,0.37754,0.62246,0.5,0.5,0.3924299114,0.6075700886000001,0.321814,0.678186,0.95629,1.0,0.90634,0.96635,0.9616,3.0,False,False,0.86678,0.03956
x1 = 3.6,3.6,0.26631799999999994,0.7336820000000002,0.83613,0.43782,0.56218,0.32082,0.67918,0.351979206,0.6480207940000001,0.321814,0.678186,0.98882,0.90527,0.90634,0.93582,0.92752,3.0,True,False,0.86678,0.03956
