x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-2.3,0,x1 = -2.3,0.9999400000000002,6.000000000000001e-05,0.00093,0.9998000000000001,0.0002,0.9890100000000001,0.01099,0.09535,0.90465,0.9889563804000002,0.011043619600000002,0.9933099999999999,0.00669,0.08729,0.45408,0.05795,0.08763,0.08736,0.6,True,0.03094,0.02701
8.3,0,x1 = 8.3,0.0,1.0,0.0,0.0,1.0,0.567184,0.432816,0.9626699999999999,0.03733,0.9626699999999999,0.03733,0.9933099999999999,0.00669,0.98694,0.22991,0.05795,0.22991,0.22991,0.6,True,0.03094,0.02701
-5.0,0,x1 = -5.0,0.9999800000000001,2e-05,0.00034,0.99997,3.0000000000000004e-05,0.8291319999999999,0.17086799999999996,0.09535,0.90465,0.82911732436,0.17088267563999998,0.9933099999999999,0.00669,0.65969,0.45408,0.05795,0.65972,0.65968,0.6,True,0.03094,0.02701
2.5,0,x1 = 2.5,0.99997,3.0000000000000004e-05,0.00049,0.9999400000000002,6.000000000000001e-05,0.9968299999999999,0.00317,0.415172,0.584828,0.9968125502599999,0.0031874497400000003,0.9933099999999999,0.00669,0.03088,0.97914,0.05795,0.03103,0.03094,0.6,True,0.03094,0.02701
-14.6,0,x1 = -14.6,0.9999800000000001,2e-05,0.00034,0.9999499999999999,5e-05,0.98201,0.01799,0.26867399999999997,0.731326,0.9819957332800001,0.018004266720000002,0.9933099999999999,0.00669,0.13,0.83956,0.05795,0.13008,0.13004,0.6,True,0.03094,0.02701
9.8,0,x1 = 9.8,0.0,1.0,0.0,0.0,1.0,0.735348,0.264652,0.9468840000000001,0.053116,0.9468840000000001,0.053116,0.9933099999999999,0.00669,0.83369,0.29949,0.05795,0.29949,0.29949,0.6,True,0.03094,0.02701
11.2,0,x1 = 11.2,2e-05,0.9999800000000001,0.00034,2.4e-05,0.999976,0.9626699999999999,0.03733,0.909702,0.09029799999999999,0.9097030593600001,0.09029694064,0.9933099999999999,0.00669,0.22991,0.43746,0.05795,0.43746,0.43746,0.6,True,0.03094,0.02701
-9.2,0,x1 = -9.2,1.0,0.0,0.0,0.99999,1e-05,0.98594,0.01406,0.22270000000000004,0.7773,0.98594,0.01406,0.9933099999999999,0.00669,0.10664,0.76507,0.05795,0.10664,0.10665,0.6,True,0.03094,0.02701
13.2,0,x1 = 13.2,7e-05,0.99993,0.00107,0.0001,0.9999,0.95257,0.04743,0.8872340000000001,0.112766,0.88723857352,0.11276142648,0.9933099999999999,0.00669,0.27538,0.5082,0.05795,0.50819,0.50818,0.6,True,0.03094,0.02701
-5.7,0,x1 = -5.7,0.99999,1e-05,0.00018,0.99999,1e-05,0.8170759999999999,0.18292399999999998,0.09535,0.90465,0.8170687827399999,0.18293121725999997,0.9933099999999999,0.00669,0.68643,0.45408,0.05795,0.68645,0.68643,0.6,True,0.03094,0.02701
