x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-1.6,0,x1 = -1.6,0.9999,0.0001,0.00147,0.9999,0.0001,0.01799,0.98201,0.002568,0.9974319999999999,0.0179884578,0.9820115422,0.04743,0.95257,0.13,0.0258,0.27538,0.12999,0.12999,0.5,True,0.15786,0.11752
6.7,0,x1 = 6.7,0.0,1.0,0.0,0.0,1.0,0.01799,0.98201,0.03733,0.9626699999999999,0.03733,0.9626699999999999,0.04743,0.95257,0.13,0.22991,0.27538,0.22991,0.22991,0.5,True,0.15786,0.11752
-3.7,0,x1 = -3.7,1.0,0.0,0.0,1.0,0.0,0.00407,0.9959299999999999,0.0015,0.9985000000000002,0.00407,0.9959299999999999,0.04743,0.95257,0.03818,0.01623,0.27538,0.03818,0.03818,0.5,True,0.15786,0.11752
2.2,0,x1 = 2.2,0.0,1.0,0.0,0.0,1.0,0.09535,0.90465,0.01406,0.98594,0.01406,0.98594,0.04743,0.95257,0.45408,0.10664,0.27538,0.10664,0.10664,0.5,True,0.15786,0.11752
-11.2,0,x1 = -11.2,1.0,0.0,0.0,0.99999,1e-05,0.01099,0.9890100000000001,0.00407,0.9959299999999999,0.01099,0.9890100000000001,0.04743,0.95257,0.08729,0.03818,0.27538,0.08729,0.08729,0.5,True,0.15786,0.11752
7.9,0,x1 = 7.9,0.0,1.0,0.0,0.0,1.0,0.029309999999999996,0.97069,0.03733,0.9626699999999999,0.03733,0.9626699999999999,0.04743,0.95257,0.19092,0.22991,0.27538,0.22991,0.22991,0.5,True,0.15786,0.11752
9.0,0,x1 = 9.0,0.0,1.0,0.0,0.0,1.0,0.01406,0.98594,0.02298,0.9770199999999999,0.02298,0.9770199999999999,0.04743,0.95257,0.10664,0.15786,0.27538,0.15786,0.15786,0.5,True,0.15786,0.11752
-7.0,0,x1 = -7.0,1.0,0.0,0.0,1.0,0.0,0.00858,0.99142,0.00317,0.9968299999999999,0.00858,0.99142,0.04743,0.95257,0.07123,0.03088,0.27538,0.07123,0.07123,0.5,True,0.15786,0.11752
10.5,0,x1 = 10.5,0.0,1.0,0.0,0.0,1.0,0.029309999999999996,0.97069,0.03733,0.9626699999999999,0.03733,0.9626699999999999,0.04743,0.95257,0.19092,0.22991,0.27538,0.22991,0.22991,0.5,True,0.15786,0.11752
-4.3,0,x1 = -4.3,0.99999,1e-05,0.00018,0.9999800000000001,2e-05,0.00193,0.99807,0.0015,0.9985000000000002,0.0019299957000000001,0.9980700043000001,0.04743,0.95257,0.02018,0.01623,0.27538,0.02018,0.02018,0.5,True,0.15786,0.11752
