x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
2.1,0,x1 = 2.1,1.0,0.0,0.0,0.99997,3.0000000000000004e-05,1.0,0.0,0.9985000000000002,0.0015,1.0,0.0,0.99999,1e-05,0.0,0.01623,0.00018,0.0,0.0,0.5,True,0.00018,0.0
5.7,0,x1 = 5.7,0.0,1.0,0.0,0.0,1.0,0.9997399999999999,0.00026,0.99999,1e-05,0.99999,1e-05,0.99999,1e-05,0.00347,0.00018,0.00018,0.00018,0.00018,0.5,True,0.00018,0.0
1.2,0,x1 = 1.2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.763946,0.23605399999999999,1.0,0.0,0.99999,1e-05,0.0,0.78842,0.00018,0.0,0.0,0.5,True,0.00018,0.0
3.8,0,x1 = 3.8,0.9998000000000001,0.0002,0.00275,0.9933099999999999,0.00669,1.0,0.0,0.9999499999999999,5e-05,0.9999999900000002,1e-08,0.99999,1e-05,0.0,0.00079,0.00018,0.0,1e-05,0.5,True,0.00018,0.0
-2.0,0,x1 = -2.0,0.9999499999999999,5e-05,0.00079,0.9998000000000001,0.0002,1.0,0.0,0.98201,0.01799,0.9999991004999998,8.995e-07,0.99999,1e-05,0.0,0.13,0.00018,2e-05,3e-05,0.5,True,0.00018,0.0
6.2,0,x1 = 6.2,1e-05,0.99999,0.00018,2e-05,0.9999800000000001,0.9996600000000001,0.00034,0.99996,4e-05,0.999959997,4.0003e-05,0.99999,1e-05,0.00441,0.00064,0.00018,0.00064,0.00064,0.5,True,0.00018,0.0
6.7,0,x1 = 6.7,1e-05,0.99999,0.00018,2e-05,0.9999800000000001,0.9994499999999998,0.00055,0.9999499999999999,5e-05,0.999949995,5.0005e-05,0.99999,1e-05,0.00675,0.00079,0.00018,0.00079,0.00079,0.5,True,0.00018,0.0
-0.2,0,x1 = -0.2,0.9998000000000001,0.0002,0.00275,0.9994499999999998,0.00055,1.0,0.0,0.302174,0.6978260000000001,0.9998604348000001,0.0001395652,0.99999,1e-05,0.0,0.88393,0.00018,0.00199,0.00049,0.5,True,0.00018,0.0
7.4,0,x1 = 7.4,0.00016,0.9998400000000001,0.00225,0.00016,0.9998400000000001,0.99929,0.00071,0.9998799999999999,0.00012000000000000002,0.9998799056,0.00012009440000000003,0.99999,1e-05,0.00845,0.00174,0.00018,0.00174,0.00174,0.5,True,0.00018,0.0
1.0,0,x1 = 1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4003,0.5997,1.0,0.0,0.99999,1e-05,0.0,0.97113,0.00018,0.0,0.0,0.5,True,0.00018,0.0
