x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-2.3,0,x1 = -2.3,0.9999400000000002,6.000000000000001e-05,0.00093,0.9997399999999999,0.00026,0.99957,0.00043,0.9618220000000001,0.038178000000000004,0.9995677351200002,0.0004322648800000001,0.9998400000000001,0.00016,0.00543,0.23388,0.00225,0.00545,0.00549,2.8,False,5e-05,0.0022
8.3,0,x1 = 8.3,0.0,1.0,0.0,0.0,1.0,0.9988300000000001,0.00117,0.9968299999999999,0.00317,0.9968299999999999,0.00317,0.9998400000000001,0.00016,0.01308,0.03088,0.00225,0.03088,0.03088,2.8,False,5e-05,0.0022
-5.0,0,x1 = -5.0,0.9999800000000001,2e-05,0.00034,0.99996,4e-05,0.9985000000000002,0.0015,0.98201,0.01799,0.9984996702000003,0.0015003298000000002,0.9998400000000001,0.00016,0.01623,0.13,0.00225,0.01624,0.01623,2.8,False,5e-05,0.0022
2.5,0,x1 = 2.5,0.99997,3.0000000000000004e-05,0.00049,0.99993,7e-05,1.0,0.0,0.22270000000000004,0.7773,0.999976681,2.3319e-05,0.9998400000000001,0.00016,0.0,0.76507,0.00225,0.00039,5e-05,2.8,False,5e-05,0.0022
-14.6,0,x1 = -14.6,0.9999800000000001,2e-05,0.00034,0.9999499999999999,5e-05,0.9985000000000002,0.0015,0.9764420000000001,0.023558000000000003,0.9984995588400003,0.0015004411600000002,0.9998400000000001,0.00016,0.01623,0.16098,0.00225,0.01624,0.01624,2.8,False,5e-05,0.0022
9.8,0,x1 = 9.8,0.0,1.0,0.0,0.0,1.0,0.9988300000000001,0.00117,0.9968299999999999,0.00317,0.9968299999999999,0.00317,0.9998400000000001,0.00016,0.01308,0.03088,0.00225,0.03088,0.03088,2.8,False,5e-05,0.0022
11.2,0,x1 = 11.2,2e-05,0.9999800000000001,0.00034,2e-05,0.9999800000000001,0.99909,0.00091,0.9947800000000001,0.00522,0.9947800862000001,0.005219913800000001,0.9998400000000001,0.00016,0.0105,0.04709,0.00225,0.04709,0.04709,2.8,False,5e-05,0.0022
-9.2,0,x1 = -9.2,1.0,0.0,0.0,0.99999,1e-05,0.99957,0.00043,0.985498,0.014501999999999998,0.99957,0.00043,0.9998400000000001,0.00016,0.00543,0.10934,0.00225,0.00543,0.00543,2.8,False,5e-05,0.0022
13.2,0,x1 = 13.2,7e-05,0.99993,0.00107,7e-05,0.99993,0.9988300000000001,0.00117,0.9947800000000001,0.00522,0.9947802835000001,0.0052197165,0.9998400000000001,0.00016,0.01308,0.04709,0.00225,0.04709,0.04709,2.8,False,5e-05,0.0022
-5.7,0,x1 = -5.7,0.99999,1e-05,0.00018,0.9999800000000001,2e-05,0.99929,0.00071,0.9764420000000001,0.023558000000000003,0.9992897715200001,0.0007102284800000001,0.9998400000000001,0.00016,0.00845,0.16098,0.00225,0.00845,0.00845,2.8,False,5e-05,0.0022
