x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-2.1,0,x1 = -2.1,0.99999,1e-05,0.00018,0.9999800000000001,2e-05,0.06009,0.93991,0.0032959999999999995,0.996704,0.06008943206,0.93991056794,0.27572599999999997,0.7242740000000001,0.3278,0.03192,0.84956,0.3278,0.32779,0.6,True,0.45408,0.39548
7.5,0,x1 = 7.5,0.0,1.0,0.0,0.0,1.0,0.32082,0.67918,0.18243,0.8175700000000001,0.18243,0.8175700000000001,0.27572599999999997,0.7242740000000001,0.90527,0.68536,0.84956,0.68536,0.68536,0.6,True,0.45408,0.39548
-4.5,0,x1 = -4.5,1.0,0.0,0.0,0.9999800000000001,2e-05,0.01099,0.9890100000000001,0.001568,0.998432,0.01099,0.9890100000000001,0.27572599999999997,0.7242740000000001,0.08729,0.01687,0.84956,0.08729,0.08729,0.6,True,0.45408,0.39548
2.3,0,x1 = 2.3,0.99999,1e-05,0.00018,0.9999400000000002,6.000000000000001e-05,0.7006300000000001,0.29937,0.01799,0.98201,0.7006231736000001,0.2993768264,0.27572599999999997,0.7242740000000001,0.88052,0.13,0.84956,0.88053,0.88047,0.6,True,0.45408,0.39548
-13.2,0,x1 = -13.2,1.0,0.0,0.0,1.0,0.0,0.04743,0.95257,0.00669,0.9933099999999999,0.04743,0.95257,0.27572599999999997,0.7242740000000001,0.27538,0.05795,0.84956,0.27538,0.27538,0.6,True,0.45408,0.39548
8.9,0,x1 = 8.9,0.0,1.0,0.0,0.0,1.0,0.07586,0.9241399999999999,0.1192,0.8808,0.1192,0.8808,0.27572599999999997,0.7242740000000001,0.38742,0.52706,0.84956,0.52706,0.52706,0.6,True,0.45408,0.39548
10.1,0,x1 = 10.1,0.0,1.0,0.0,0.0,1.0,0.22270000000000004,0.7773,0.09535,0.90465,0.09535,0.90465,0.27572599999999997,0.7242740000000001,0.76507,0.45408,0.84956,0.45408,0.45408,0.6,True,0.45408,0.39548
-8.3,0,x1 = -8.3,1.0,0.0,0.0,1.0,0.0,0.01406,0.98594,0.0025760000000000006,0.997424,0.01406,0.98594,0.27572599999999997,0.7242740000000001,0.10664,0.02587,0.84956,0.10664,0.10664,0.6,True,0.45408,0.39548
11.9,0,x1 = 11.9,2e-05,0.9999800000000001,0.00034,1e-05,0.99999,0.26894,0.73106,0.1192,0.8808,0.1192029948,0.8807970052,0.27572599999999997,0.7242740000000001,0.83994,0.52706,0.84956,0.52707,0.52706,0.6,True,0.45408,0.39548
-5.2,0,x1 = -5.2,1.0,0.0,0.0,0.99999,1e-05,0.01406,0.98594,0.00193,0.99807,0.01406,0.98594,0.27572599999999997,0.7242740000000001,0.10664,0.02018,0.84956,0.10664,0.10664,0.6,True,0.45408,0.39548
