x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-2.3,0,x1 = -2.3,0.9998000000000001,0.0002,0.00275,0.9997399999999999,0.00026,0.18243,0.8175700000000001,0.00247,0.99753,0.18239400800000002,0.8176059920000002,0.32082,0.67918,0.68536,0.02495,0.90527,0.68529,0.68519,4.2,True,0.68519,0.22008
8.3,0,x1 = 8.3,0.0,1.0,0.0,0.0,1.0,0.902442,0.09755799999999999,0.46416399999999997,0.535836,0.46416399999999997,0.535836,0.32082,0.67918,0.46121,0.99629,0.90527,0.99629,0.99629,4.2,True,0.68519,0.22008
-5.0,0,x1 = -5.0,0.9998400000000001,0.00016,0.00225,0.99993,7e-05,0.7483620000000002,0.251638,0.02298,0.9770199999999999,0.7482459388800002,0.25175406112,0.32082,0.67918,0.81386,0.15786,0.90527,0.81405,0.81381,4.2,True,0.68519,0.22008
2.5,0,x1 = 2.5,0.99999,1e-05,0.00018,0.99996,4e-05,0.7206840000000001,0.279316,0.1192,0.8808,0.7206779851600001,0.27932201484,0.32082,0.67918,0.85452,0.52706,0.90527,0.85453,0.85451,4.2,True,0.68519,0.22008
-14.6,0,x1 = -14.6,0.99909,0.00091,0.0105,0.99929,0.00071,0.43782,0.56218,0.03733,0.9626699999999999,0.43745555410000003,0.5625444459000001,0.32082,0.67918,0.98882,0.22991,0.90527,0.98868,0.98828,4.2,True,0.68519,0.22008
9.8,0,x1 = 9.8,0.0,1.0,0.0,0.0,1.0,0.95257,0.04743,0.7922299999999999,0.20777,0.7922299999999999,0.20777,0.32082,0.67918,0.27538,0.7372,0.90527,0.7372,0.7372,4.2,True,0.68519,0.22008
11.2,0,x1 = 11.2,3.0000000000000004e-05,0.99997,0.00049,4e-05,0.99996,0.9241399999999999,0.07586,0.8098219999999999,0.190178,0.8098254295399999,0.19017457046000003,0.32082,0.67918,0.38742,0.70184,0.90527,0.70184,0.70183,4.2,True,0.68519,0.22008
-9.2,0,x1 = -9.2,0.99993,7e-05,0.00107,0.99993,7e-05,0.56218,0.43782,0.01799,0.98201,0.5621419067,0.4378580933,0.32082,0.67918,0.98882,0.13,0.90527,0.98883,0.98876,4.2,True,0.68519,0.22008
13.2,0,x1 = 13.2,7e-05,0.99993,0.00107,7e-05,0.99993,0.93991,0.06009,0.812354,0.187646,0.8123629289200001,0.18763707108,0.32082,0.67918,0.3278,0.69652,0.90527,0.6965,0.69649,4.2,True,0.68519,0.22008
-5.7,0,x1 = -5.7,0.9999499999999999,5e-05,0.00079,0.9999499999999999,5e-05,0.7242740000000001,0.27572599999999997,0.01406,0.98594,0.7242384893,0.27576151069999993,0.32082,0.67918,0.84956,0.10664,0.90527,0.84961,0.84952,4.2,True,0.68519,0.22008
