x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-2.3,0,x1 = -2.3,0.9998000000000001,0.0002,0.00275,0.99929,0.00071,0.7261,0.2739,0.00522,0.9947800000000001,0.725955824,0.274044176,0.90465,0.09535,0.84701,0.04709,0.45408,0.84721,0.84644,0.2,True,0.27539,0.17869
8.3,0,x1 = 8.3,0.0,1.0,0.0,0.0,1.0,0.32082,0.67918,0.597968,0.402032,0.597968,0.402032,0.90465,0.09535,0.90527,0.97213,0.45408,0.97213,0.97213,0.2,True,0.27539,0.17869
-5.0,0,x1 = -5.0,0.9998400000000001,0.00016,0.00225,0.9997399999999999,0.00026,0.5,0.5,0.00669,0.9933099999999999,0.49992107040000006,0.5000789296,0.90465,0.09535,1.0,0.05795,0.45408,1.0,0.99976,0.2,True,0.27539,0.17869
2.5,0,x1 = 2.5,0.99999,1e-05,0.00018,0.9999400000000002,6.000000000000001e-05,0.95257,0.04743,0.07586,0.9241399999999999,0.9525612329000002,0.0474387671,0.90465,0.09535,0.27538,0.38742,0.45408,0.27542,0.27539,0.2,True,0.27539,0.17869
-14.6,0,x1 = -14.6,0.99909,0.00091,0.0105,0.9985000000000002,0.0015,0.621334,0.378666,0.01799,0.98201,0.62078495696,0.37921504304000003,0.90465,0.09535,0.95709,0.13,0.45408,0.95749,0.95585,0.2,True,0.27539,0.17869
9.8,0,x1 = 9.8,0.0,1.0,0.0,0.0,1.0,0.6338579999999999,0.3661420000000001,0.37754,0.62246,0.37754,0.62246,0.90465,0.09535,0.94766,0.95629,0.45408,0.95629,0.95629,0.2,True,0.27539,0.17869
11.2,0,x1 = 11.2,3.0000000000000004e-05,0.99997,0.00049,5e-05,0.9999499999999999,0.6338579999999999,0.3661420000000001,0.5,0.5,0.50000401574,0.49999598426,0.90465,0.09535,0.94766,1.0,0.45408,1.0,1.0,0.2,True,0.27539,0.17869
-9.2,0,x1 = -9.2,0.99993,7e-05,0.00107,0.9997399999999999,0.00026,0.683666,0.31633400000000006,0.02298,0.9770199999999999,0.6836197519799999,0.31638024802000003,0.90465,0.09535,0.90035,0.15786,0.45408,0.9004,0.90016,0.2,True,0.27539,0.17869
13.2,0,x1 = 13.2,7e-05,0.99993,0.00107,7e-05,0.99993,0.5943340000000001,0.40566599999999997,0.5,0.5,0.50000660338,0.49999339662,0.90465,0.09535,0.97417,1.0,0.45408,1.0,1.0,0.2,True,0.27539,0.17869
-5.7,0,x1 = -5.7,0.9999499999999999,5e-05,0.00079,0.9999,0.0001,0.37754,0.62246,0.00522,0.9947800000000001,0.37752138399999996,0.622478616,0.90465,0.09535,0.95629,0.04709,0.45408,0.95627,0.9562,0.2,True,0.27539,0.17869
