x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-2.1,0,x1 = -2.1,0.9999800000000001,2e-05,0.00034,0.9999,0.0001,0.01799,0.98201,0.00055,0.9994499999999998,0.0179896512,0.9820103488000002,0.26894,0.73106,0.13,0.00675,0.83994,0.13,0.12999,0.6,True,0.6049,0.23504
7.5,0,x1 = 7.5,0.0,1.0,0.0,0.0,1.0,0.04743,0.95257,0.00858,0.99142,0.00858,0.99142,0.26894,0.73106,0.27538,0.07123,0.83994,0.07123,0.07123,0.6,True,0.6049,0.23504
-4.5,0,x1 = -4.5,0.9999800000000001,2e-05,0.00034,0.9998400000000001,0.00016,0.00407,0.9959299999999999,0.00034,0.9996600000000001,0.0040699253999999995,0.9959300745999999,0.26894,0.73106,0.03818,0.00441,0.83994,0.03818,0.03817,0.6,True,0.6049,0.23504
2.3,0,x1 = 2.3,1.0,0.0,0.0,0.99993,7e-05,0.14805,0.8519500000000001,0.00193,0.99807,0.14805,0.8519500000000001,0.26894,0.73106,0.60494,0.02018,0.83994,0.60494,0.6049,0.6,True,0.6049,0.23504
-13.2,0,x1 = -13.2,0.99993,7e-05,0.00107,0.9997399999999999,0.00026,0.01799,0.98201,0.0015,0.9985000000000002,0.0179888457,0.9820111543,0.26894,0.73106,0.13,0.01623,0.83994,0.12999,0.12997,0.6,True,0.6049,0.23504
8.9,0,x1 = 8.9,0.0,1.0,0.0,0.0,1.0,0.01799,0.98201,0.01099,0.9890100000000001,0.01099,0.9890100000000001,0.26894,0.73106,0.13,0.08729,0.83994,0.08729,0.08729,0.6,True,0.6049,0.23504
10.1,0,x1 = 10.1,0.0,1.0,0.0,0.0,1.0,0.02298,0.9770199999999999,0.00669,0.9933099999999999,0.00669,0.9933099999999999,0.26894,0.73106,0.15786,0.05795,0.83994,0.05795,0.05795,0.6,True,0.6049,0.23504
-8.3,0,x1 = -8.3,0.9999800000000001,2e-05,0.00034,0.9999,0.0001,0.00317,0.9968299999999999,0.00043,0.99957,0.0031699452000000005,0.9968300548,0.26894,0.73106,0.03088,0.00543,0.83994,0.03088,0.03088,0.6,True,0.6049,0.23504
11.9,0,x1 = 11.9,6.000000000000001e-05,0.9999400000000002,0.00093,5e-05,0.9999499999999999,0.03733,0.9626699999999999,0.01099,0.9890100000000001,0.010991580400000001,0.9890084196000003,0.26894,0.73106,0.22991,0.08729,0.83994,0.0873,0.0873,0.6,True,0.6049,0.23504
-5.2,0,x1 = -5.2,0.99999,1e-05,0.00018,0.9998799999999999,0.00012000000000000002,0.00669,0.9933099999999999,0.00055,0.9994499999999998,0.0066899386,0.9933100614,0.26894,0.73106,0.05795,0.00675,0.83994,0.05795,0.05794,0.6,True,0.6049,0.23504
