x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-1.6,0,x1 = -1.6,0.9968299999999999,0.00317,0.03088,0.99142,0.00858,0.07586,0.9241399999999999,0.00317,0.9968299999999999,0.0756295727,0.9243704272999997,0.32082,0.67918,0.38742,0.03088,0.90527,0.38659,0.38436,0.8,False,0.05792,0.84735
6.7,0,x1 = 6.7,0.0,1.0,0.0,0.0,1.0,0.01799,0.98201,0.00858,0.99142,0.00858,0.99142,0.32082,0.67918,0.13,0.07123,0.90527,0.07123,0.07123,0.8,False,0.05792,0.84735
-3.7,0,x1 = -3.7,0.99996,4e-05,0.00064,0.9998799999999999,0.00012000000000000002,0.01099,0.9890100000000001,0.00091,0.99909,0.0109895968,0.9890104032,0.32082,0.67918,0.08729,0.0105,0.90527,0.08728,0.08728,0.8,False,0.05792,0.84735
2.2,0,x1 = 2.2,0.0,1.0,0.0,1e-05,0.99999,0.7206840000000001,0.279316,0.029309999999999996,0.97069,0.029309999999999996,0.97069,0.32082,0.67918,0.85452,0.19092,0.90527,0.19092,0.19093,0.8,False,0.05792,0.84735
-11.2,0,x1 = -11.2,0.9998400000000001,0.00016,0.00225,0.99957,0.00043,0.02298,0.9770199999999999,0.00669,0.9933099999999999,0.022977393600000003,0.9770226063999999,0.32082,0.67918,0.15786,0.05795,0.90527,0.15785,0.15782,0.8,False,0.05792,0.84735
7.9,0,x1 = 7.9,0.0,1.0,0.0,0.0,1.0,0.06009,0.93991,0.03733,0.9626699999999999,0.03733,0.9626699999999999,0.32082,0.67918,0.3278,0.22991,0.90527,0.22991,0.22991,0.8,False,0.05792,0.84735
9.0,0,x1 = 9.0,1e-05,0.99999,0.00018,2e-05,0.9999800000000001,0.06009,0.93991,0.04743,0.95257,0.047430126600000004,0.9525698734000001,0.32082,0.67918,0.3278,0.27538,0.90527,0.27538,0.27538,0.8,False,0.05792,0.84735
-7.0,0,x1 = -7.0,0.9999800000000001,2e-05,0.00034,0.9999400000000002,6.000000000000001e-05,0.01406,0.98594,0.00193,0.99807,0.014059757400000001,0.9859402426000001,0.32082,0.67918,0.10664,0.02018,0.90527,0.10664,0.10663,0.8,False,0.05792,0.84735
10.5,0,x1 = 10.5,0.0,1.0,0.0,0.0,1.0,0.029309999999999996,0.97069,0.07586,0.9241399999999999,0.07586,0.9241399999999999,0.32082,0.67918,0.19092,0.38742,0.90527,0.38742,0.38742,0.8,False,0.05792,0.84735
-4.3,0,x1 = -4.3,0.9997399999999999,0.00026,0.00347,0.99929,0.00071,0.00669,0.9933099999999999,0.00117,0.9988300000000001,0.006688564799999999,0.9933114351999998,0.32082,0.67918,0.05795,0.01308,0.90527,0.05794,0.05792,0.8,False,0.05792,0.84735
