x1,label,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-1.6,0,x1 = -1.6,0.9968299999999999,0.00317,0.03088,0.9947800000000001,0.00522,0.56218,0.43782,0.82154,0.17846,0.5630021712,0.43699782879999993,0.8213459999999999,0.178654,0.98882,0.6767,0.67712,0.98852,0.98719,2.8,True,0.75316,-0.07604
6.7,0,x1 = 6.7,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.37754,0.62246,0.37754,0.62246,0.8213459999999999,0.178654,1.0,0.95629,0.67712,0.95629,0.95629,2.8,True,0.75316,-0.07604
-3.7,0,x1 = -3.7,0.99996,4e-05,0.00064,0.9998400000000001,0.00016,0.6957700000000001,0.30423,0.6966300000000001,0.30337000000000003,0.6957700344000001,0.3042299656,0.8213459999999999,0.178654,0.8864,0.88537,0.67712,0.8864,0.8864,2.8,True,0.75316,-0.07604
2.2,0,x1 = 2.2,0.0,1.0,0.0,0.0,1.0,0.37754,0.62246,0.01406,0.98594,0.01406,0.98594,0.8213459999999999,0.178654,0.95629,0.10664,0.67712,0.10664,0.10664,2.8,True,0.75316,-0.07604
-11.2,0,x1 = -11.2,0.9998400000000001,0.00016,0.00225,0.99957,0.00043,0.26894,0.73106,0.6438820000000001,0.35611799999999993,0.26899999072,0.7310000092800001,0.8213459999999999,0.178654,0.83994,0.93941,0.67712,0.84003,0.83998,2.8,True,0.75316,-0.07604
7.9,0,x1 = 7.9,0.0,1.0,0.0,0.0,1.0,0.32082,0.67918,0.37754,0.62246,0.37754,0.62246,0.8213459999999999,0.178654,0.90527,0.95629,0.67712,0.95629,0.95629,2.8,True,0.75316,-0.07604
9.0,0,x1 = 9.0,1e-05,0.99999,0.00018,2e-05,0.9999800000000001,0.37754,0.62246,0.6306740000000001,0.36932599999999993,0.63067146866,0.36932853133999993,0.8213459999999999,0.178654,0.95629,0.95015,0.67712,0.95016,0.95015,2.8,True,0.75316,-0.07604
-7.0,0,x1 = -7.0,0.9999800000000001,2e-05,0.00034,0.9999400000000002,6.000000000000001e-05,0.6475460000000001,0.352454,0.7831320000000002,0.21686799999999998,0.6475487117200001,0.35245128828,0.8213459999999999,0.178654,0.93624,0.75441,0.67712,0.93624,0.93623,2.8,True,0.75316,-0.07604
10.5,0,x1 = 10.5,0.0,1.0,0.0,0.0,1.0,0.595404,0.404596,0.678898,0.321102,0.678898,0.321102,0.8213459999999999,0.178654,0.97358,0.90558,0.67712,0.90558,0.90558,2.8,True,0.75316,-0.07604
-4.3,0,x1 = -4.3,0.9997399999999999,0.00026,0.00347,0.9994499999999998,0.00055,0.7838040000000002,0.216196,0.7840340000000001,0.21596600000000002,0.7838040598000001,0.21619594019999996,0.8213459999999999,0.178654,0.75316,0.75273,0.67712,0.75316,0.75316,2.8,True,0.75316,-0.07604
