note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -6.6,-6.6,0.9677800000000001,0.03222,0.20541,0.9947800000000001,0.00522,0.62246,0.37754,0.9827838496000002,0.017216150399999998,0.906434,0.09356599999999998,0.04709,0.95629,0.44826,0.12551,0.07638,-4.2,False,False,0.02029,0.42797
x1 = 5.7,5.7,0.343094,0.656906,0.92775,0.9933099999999999,0.00669,0.99807,0.00193,0.99643687256,0.00356312744,0.906434,0.09356599999999998,0.05795,0.02018,0.44826,0.03411,0.03314,-4.2,False,False,0.02029,0.42797
x1 = -6.8,-6.8,0.9703839999999999,0.029616000000000003,0.19246,0.9959299999999999,0.00407,0.5,0.5,0.9812425371199999,0.018757462880000002,0.906434,0.09356599999999998,0.03818,1.0,0.44826,0.13441,0.06667,-4.2,False,False,0.02029,0.42797
x1 = -11.9,-11.9,0.976586,0.023414,0.1602,0.9988300000000001,0.00117,0.56218,0.43782,0.9886062769,0.011393723100000001,0.906434,0.09356599999999998,0.01308,0.98882,0.44826,0.0899,0.03593,-4.2,False,False,0.02029,0.42797
x1 = 1.0,1.0,0.30895399999999995,0.6910459999999999,0.89196,0.97069,0.029309999999999996,0.99753,0.00247,0.98923767464,0.010762325359999998,0.906434,0.09356599999999998,0.19092,0.02495,0.44826,0.08581,0.07623,-4.2,False,False,0.02029,0.42797
x1 = 1.4,1.4,0.287084,0.7129160000000001,0.86492,0.9959299999999999,0.00407,0.9988300000000001,0.00117,0.9979974564000001,0.0020025436,0.906434,0.09356599999999998,0.03818,0.01308,0.44826,0.02084,0.02029,-4.2,False,False,0.02029,0.42797
x1 = -6.3,-6.3,0.9633079999999999,0.036691999999999995,0.22691,0.9968299999999999,0.00317,0.56218,0.43782,0.9808818221999998,0.019118177799999997,0.906434,0.09356599999999998,0.03088,0.98882,0.44826,0.13646,0.06603,-4.2,False,False,0.02029,0.42797
x1 = -10.0,-10.0,0.971984,0.028016000000000003,0.18434,0.9988300000000001,0.00117,0.56218,0.43782,0.9865968136000001,0.013403186400000001,0.906434,0.09356599999999998,0.01308,0.98882,0.44826,0.10259,0.04042,-4.2,False,False,0.02029,0.42797
x1 = -9.5,-9.5,0.980738,0.019262000000000005,0.13728,0.9985000000000002,0.0015,0.5,0.5,0.9888978930000002,0.011102107000000002,0.906434,0.09356599999999998,0.01623,1.0,0.44826,0.08801,0.03518,-4.2,False,False,0.02029,0.42797
x1 = -5.4,-5.4,0.965676,0.034324,0.21563,0.99807,0.00193,0.62246,0.37754,0.98517756236,0.01482243764,0.906434,0.09356599999999998,0.02018,0.95629,0.44826,0.11129,0.05231,-4.2,False,False,0.02029,0.42797
