note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 8.5,8.5,0.38312,0.61688,0.96022,0.8175700000000001,0.18243000000000004,0.8808,0.1192,0.8565753224000001,0.14342467760000002,0.7544190000000001,0.24558100000000005,0.68536,0.52706,0.8042,0.59314,0.58771,0.05233,0.04565,-4.6,False,False,0.74863,0.05557
x1 = 12.9,12.9,0.354939,0.6450609999999999,0.9384,0.8808,0.1192,0.90465,0.09535000000000002,0.8961847048499998,0.10381529515,0.7544190000000001,0.24558100000000005,0.52706,0.45408,0.8042,0.48097,0.47998,0.11764,0.09368,-4.6,False,False,0.74863,0.05557
x1 = -7.7,-7.7,0.8488300000000001,0.15116999999999997,0.61276,0.8175700000000001,0.18243000000000004,0.6224600000000001,0.37753999999999993,0.7880752213000002,0.2119247787,0.7544190000000001,0.24558100000000005,0.68536,0.95629,0.8042,0.74515,0.72632,0.00472,0.00456,-4.6,False,False,0.74863,0.05557
x1 = 7.7,7.7,0.41667,0.58333,0.97987,0.8519500000000002,0.14805,0.8808,0.1192,0.8687790705,0.1312209295,0.7544190000000001,0.24558100000000005,0.60494,0.52706,0.8042,0.56078,0.55951,0.06844,0.05825,-4.6,False,False,0.74863,0.05557
x1 = 11.3,11.3,0.36055999999999994,0.6394399999999999,0.94315,0.8519500000000002,0.14805,0.8808,0.1192,0.870397844,0.12960215599999997,0.7544190000000001,0.24558100000000005,0.60494,0.52706,0.8042,0.55635,0.55514,0.07081,0.06006,-4.6,False,False,0.74863,0.05557
x1 = 3.4,3.4,0.404988,0.5950119999999999,0.97379,0.8175700000000001,0.18243000000000004,0.8519500000000002,0.14805,0.8380265125600002,0.16197348744,0.7544190000000001,0.24558100000000005,0.68536,0.60494,0.8042,0.63901,0.63751,0.03306,0.02981,-4.6,False,False,0.74863,0.05557
x1 = -3.2,-3.2,0.7122719999999999,0.287728,0.86577,0.8175700000000001,0.18243000000000004,0.6791799999999999,0.32081999999999994,0.77775132208,0.22224867791999997,0.7544190000000001,0.24558100000000005,0.68536,0.90527,0.8042,0.76425,0.74863,0.00222,0.00217,-4.6,True,True,0.74863,0.05557
x1 = 3.4,3.4,0.404988,0.5950119999999999,0.97379,0.8175700000000001,0.18243000000000004,0.8519500000000002,0.14805,0.8380265125600002,0.16197348744,0.7544190000000001,0.24558100000000005,0.68536,0.60494,0.8042,0.63901,0.63751,0.03306,0.02981,-4.6,False,False,0.74863,0.05557
x1 = -12.6,-12.6,0.854398,0.145602,0.59872,0.8175700000000001,0.18243000000000004,0.6224600000000001,0.37753999999999993,0.7891615937800001,0.21083840622000002,0.7544190000000001,0.24558100000000005,0.68536,0.95629,0.8042,0.74308,0.72481,0.00504,0.00486,-4.6,False,False,0.74863,0.05557
x1 = -10.2,-10.2,0.8658850000000001,0.134115,0.56862,0.8519500000000002,0.14805,0.6224600000000001,0.37753999999999993,0.8211719486500003,0.17882805135000002,0.7544190000000001,0.24558100000000005,0.60494,0.95629,0.8042,0.67751,0.65206,0.0201,0.01861,-4.6,False,False,0.74863,0.05557
x1 = 3.4,3.4,0.404988,0.5950119999999999,0.97379,0.8175700000000001,0.18243000000000004,0.8519500000000002,0.14805,0.8380265125600002,0.16197348744,0.7544190000000001,0.24558100000000005,0.68536,0.60494,0.8042,0.63901,0.63751,0.03306,0.02981,-4.6,False,False,0.74863,0.05557
x1 = -0.6,-0.6,0.81959,0.18041000000000001,0.68097,0.8519500000000002,0.14805,0.8519500000000002,0.14805,0.8519500000000003,0.14805,0.7544190000000001,0.24558100000000005,0.60494,0.60494,0.8042,0.60494,0.60494,0.04698,0.04134,-4.6,False,False,0.74863,0.05557
x1 = -10.2,-10.2,0.8658850000000001,0.134115,0.56862,0.8519500000000002,0.14805,0.6224600000000001,0.37753999999999993,0.8211719486500003,0.17882805135000002,0.7544190000000001,0.24558100000000005,0.60494,0.95629,0.8042,0.67751,0.65206,0.0201,0.01861,-4.6,False,False,0.74863,0.05557
x1 = -12.6,-12.6,0.854398,0.145602,0.59872,0.8175700000000001,0.18243000000000004,0.6224600000000001,0.37753999999999993,0.7891615937800001,0.21083840622000002,0.7544190000000001,0.24558100000000005,0.68536,0.95629,0.8042,0.74308,0.72481,0.00504,0.00486,-4.6,False,False,0.74863,0.05557
x1 = -3.7,-3.7,0.7183580000000002,0.28164199999999995,0.85768,0.8175700000000001,0.18243000000000004,0.5621799999999999,0.43782,0.7456414496200002,0.25435855038,0.7544190000000001,0.24558100000000005,0.68536,0.98882,0.8042,0.81811,0.77083,0.0003,0.0003,-4.6,True,False,0.74863,0.05557
