note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 7.6,7.6,0.39236799999999994,0.6076320000000001,0.96631,0.8175700000000001,0.18243000000000004,0.8808,0.1192,0.85599057136,0.14400942864,0.845591,0.154409,0.68536,0.52706,0.62076,0.59464,0.58917,0.00062,0.00061,-6.0,True,True,0.58917,0.03159
x1 = 11.2,11.2,0.3442869999999999,0.655713,0.92886,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.9092186014199997,0.09078139857999999,0.845591,0.154409,0.52706,0.38742,0.62076,0.43907,0.4355,0.02982,0.0256,-6.0,False,False,0.58917,0.03159
x1 = 3.7,3.7,0.43381,0.56619,0.98732,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.9053386745999998,0.0946613254,0.845591,0.154409,0.52706,0.38742,0.62076,0.45184,0.448,0.02571,0.02235,-6.0,False,False,0.58917,0.03159
x1 = 12.7,12.7,0.35134499999999996,0.648655,0.93526,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.9089127076999999,0.09108729230000001,0.845591,0.154409,0.52706,0.38742,0.62076,0.44009,0.43648,0.02948,0.02534,-6.0,False,False,0.58917,0.03159
x1 = -4.5,-4.5,0.754803,0.24519700000000003,0.80358,0.8808,0.1192,0.6791799999999999,0.32081999999999994,0.83136338086,0.16863661914,0.845591,0.154409,0.52706,0.90527,0.62076,0.65458,0.6198,0.00107,0.00109,-6.0,False,False,0.58917,0.03159
x1 = 2.0,2.0,0.5596780000000001,0.44032199999999994,0.9897,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.89988355548,0.10011644452000001,0.845591,0.154409,0.52706,0.38742,0.62076,0.46936,0.46557,0.0206,0.01821,-6.0,False,False,0.58917,0.03159
x1 = 2.0,2.0,0.5596780000000001,0.44032199999999994,0.9897,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.89988355548,0.10011644452000001,0.845591,0.154409,0.52706,0.38742,0.62076,0.46936,0.46557,0.0206,0.01821,-6.0,False,False,0.58917,0.03159
x1 = -12.1,-12.1,0.857799,0.142201,0.58997,0.8808,0.1192,0.5621799999999999,0.43782,0.83549191738,0.16450808262,0.845591,0.154409,0.52706,0.98882,0.62076,0.64499,0.59272,0.00054,0.00055,-6.0,True,False,0.58917,0.03159
x1 = 2.0,2.0,0.5596780000000001,0.44032199999999994,0.9897,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.89988355548,0.10011644452000001,0.845591,0.154409,0.52706,0.38742,0.62076,0.46936,0.46557,0.0206,0.01821,-6.0,False,False,0.58917,0.03159
x1 = 2.0,2.0,0.5596780000000001,0.44032199999999994,0.9897,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.89988355548,0.10011644452000001,0.845591,0.154409,0.52706,0.38742,0.62076,0.46936,0.46557,0.0206,0.01821,-6.0,False,False,0.58917,0.03159
x1 = -10.0,-10.0,0.8844790000000001,0.11552100000000001,0.51635,0.9241399999999997,0.07586000000000001,0.5621799999999999,0.43782,0.8823260188399998,0.11767398116000002,0.845591,0.154409,0.38742,0.98882,0.62076,0.52264,0.45689,0.00864,0.00801,-6.0,False,False,0.58917,0.03159
x1 = -8.1,-8.1,0.8493570000000001,0.150643,0.61145,0.8808,0.1192,0.5621799999999999,0.43782,0.8328021273400001,0.16719787266000002,0.845591,0.154409,0.52706,0.98882,0.62076,0.65125,0.59662,0.00087,0.00088,-6.0,True,False,0.58917,0.03159
x1 = 2.0,2.0,0.5596780000000001,0.44032199999999994,0.9897,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.89988355548,0.10011644452000001,0.845591,0.154409,0.52706,0.38742,0.62076,0.46936,0.46557,0.0206,0.01821,-6.0,False,False,0.58917,0.03159
x1 = -1.3,-1.3,0.7618,0.23820000000000002,0.79203,0.90465,0.09535000000000002,0.8808,0.1192,0.8989689300000001,0.10103107000000003,0.845591,0.154409,0.45408,0.52706,0.62076,0.47226,0.47146,0.01982,0.01756,-6.0,False,False,0.58917,0.03159
x1 = -10.2,-10.2,0.8658850000000001,0.134115,0.56862,0.90465,0.09535000000000002,0.6224600000000001,0.37753999999999993,0.8668040881500001,0.13319591185000001,0.845591,0.154409,0.45408,0.95629,0.62076,0.56614,0.52143,0.00269,0.00259,-6.0,False,False,0.58917,0.03159
