note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 4.6,4.6,0.506218,0.49378200000000005,0.99989,0.8808,0.1192,0.8808,0.1192,0.8808,0.1192,0.8512259999999999,0.14877400000000002,0.52706,0.52706,0.60676,0.52706,0.52706,0.00563,0.00529,-6.2,False,False,0.52982,0.07694
x1 = -2.1,-2.1,0.7730980000000001,0.22690200000000002,0.77257,0.8808,0.1192,0.8519500000000002,0.14805,0.8742538773000001,0.12574612270000002,0.8512259999999999,0.14877400000000002,0.52706,0.60494,0.60676,0.54566,0.54473,0.00331,0.00316,-6.2,False,False,0.52982,0.07694
x1 = -9.5,-9.5,0.854393,0.145607,0.59874,0.90465,0.09535000000000002,0.6791799999999999,0.32081999999999994,0.87181998971,0.12818001029,0.8512259999999999,0.14877400000000002,0.45408,0.90527,0.60676,0.55243,0.51978,0.00262,0.00251,-6.2,False,False,0.52982,0.07694
x1 = 4.8,4.8,0.48775399999999997,0.512246,0.99957,0.8519500000000002,0.14805,0.8808,0.1192,0.8667282971000001,0.13327170289999998,0.8512259999999999,0.14877400000000002,0.60494,0.52706,0.60676,0.56634,0.56505,0.00145,0.00141,-6.2,False,False,0.52982,0.07694
x1 = 1.7,1.7,0.5,0.5,1.0,0.8808,0.1192,0.90465,0.09535000000000002,0.892725,0.10727500000000001,0.8512259999999999,0.14877400000000002,0.52706,0.45408,0.60676,0.49164,0.49057,0.01174,0.01069,-6.2,False,False,0.52982,0.07694
x1 = 1.8,1.8,0.469646,0.530354,0.99734,0.8808,0.1192,0.90465,0.09535000000000002,0.8934489429,0.10655105710000001,0.8512259999999999,0.14877400000000002,0.52706,0.45408,0.60676,0.48942,0.48835,0.01219,0.01109,-6.2,False,False,0.52982,0.07694
x1 = -10.9,-10.9,0.863982,0.136018,0.57371,0.9241399999999997,0.07586000000000001,0.6224600000000001,0.37753999999999993,0.8831060897599998,0.11689391024000001,0.8512259999999999,0.14877400000000002,0.38742,0.95629,0.60676,0.52037,0.4648,0.00661,0.00617,-6.2,False,False,0.52982,0.07694
x1 = 1.8,1.8,0.469646,0.530354,0.99734,0.8808,0.1192,0.90465,0.09535000000000002,0.8934489429,0.10655105710000001,0.8512259999999999,0.14877400000000002,0.52706,0.45408,0.60676,0.48942,0.48835,0.01219,0.01109,-6.2,False,False,0.52982,0.07694
x1 = -13.3,-13.3,0.849179,0.150821,0.61189,0.90465,0.09535000000000002,0.6224600000000001,0.37753999999999993,0.86208982201,0.13791017799000002,0.8512259999999999,0.14877400000000002,0.45408,0.95629,0.60676,0.57874,0.52982,0.0007,0.00069,-6.2,True,True,0.52982,0.07694
x1 = 1.8,1.8,0.469646,0.530354,0.99734,0.8808,0.1192,0.90465,0.09535000000000002,0.8934489429,0.10655105710000001,0.8512259999999999,0.14877400000000002,0.52706,0.45408,0.60676,0.48942,0.48835,0.01219,0.01109,-6.2,False,False,0.52982,0.07694
x1 = -10.8,-10.8,0.86534,0.13466,0.57008,0.9241399999999997,0.07586000000000001,0.6224600000000001,0.37753999999999993,0.8835157711999998,0.1164842288,0.8512259999999999,0.14877400000000002,0.38742,0.95629,0.60676,0.51917,0.46402,0.00679,0.00634,-6.2,False,False,0.52982,0.07694
x1 = -14.2,-14.2,0.862423,0.137577,0.57786,0.90465,0.09535000000000002,0.6224600000000001,0.37753999999999993,0.86582714637,0.13417285363,0.8512259999999999,0.14877400000000002,0.45408,0.95629,0.60676,0.56877,0.52317,0.00129,0.00125,-6.2,False,False,0.52982,0.07694
x1 = 1.8,1.8,0.469646,0.530354,0.99734,0.8808,0.1192,0.90465,0.09535000000000002,0.8934489429,0.10655105710000001,0.8512259999999999,0.14877400000000002,0.52706,0.45408,0.60676,0.48942,0.48835,0.01219,0.01109,-6.2,False,False,0.52982,0.07694
x1 = -1.3,-1.3,0.7618,0.23820000000000002,0.79203,0.90465,0.09535000000000002,0.8808,0.1192,0.8989689300000001,0.10103107000000003,0.8512259999999999,0.14877400000000002,0.45408,0.52706,0.60676,0.47226,0.47146,0.01605,0.01437,-6.2,False,False,0.52982,0.07694
x1 = -8.2,-8.2,0.8334819999999997,0.166518,0.64968,0.90465,0.09535000000000002,0.6224600000000001,0.37753999999999993,0.8576602855799997,0.14233971441999999,0.8512259999999999,0.14877400000000002,0.45408,0.95629,0.60676,0.59033,0.53771,0.00024,0.00024,-6.2,True,False,0.52982,0.07694
