note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -6.2,-6.2,0.8512259999999999,0.14877400000000002,0.60676,0.8519500000000002,0.14805,0.6224600000000001,0.37753999999999993,0.8178078547400002,0.18219214526,0.8322159999999998,0.167784,0.60494,0.95629,0.65261,0.68485,0.65721,0.00103,0.00105,-7.4,True,False,0.52667,0.12594
x1 = -2.9,-2.9,0.7468810000000001,0.25311900000000004,0.81618,0.8519500000000002,0.14805,0.8519500000000002,0.14805,0.8519500000000004,0.14805000000000001,0.8322159999999998,0.167784,0.60494,0.60494,0.65261,0.60494,0.60494,0.00215,0.00208,-7.4,False,False,0.52667,0.12594
x1 = -7.3,-7.3,0.8315829999999999,0.16841699999999998,0.65407,0.90465,0.09535000000000002,0.5621799999999999,0.43782,0.8469722300099998,0.15302776999,0.8322159999999998,0.167784,0.45408,0.98882,0.65261,0.61737,0.54414,0.00118,0.00115,-7.4,False,False,0.52667,0.12594
x1 = 6.5,6.5,0.41563999999999995,0.58436,0.97937,0.8175700000000001,0.18243000000000004,0.8808,0.1192,0.8545190828,0.1454809172,0.8322159999999998,0.167784,0.68536,0.52706,0.65261,0.59841,0.59286,0.00277,0.00267,-7.4,False,False,0.52667,0.12594
x1 = 1.8,1.8,0.469646,0.530354,0.99734,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.9037855423599999,0.09621445764,0.8322159999999998,0.167784,0.52706,0.38742,0.65261,0.45688,0.453,0.03556,0.03038,-7.4,False,False,0.52667,0.12594
x1 = -14.5,-14.5,0.8423830000000001,0.157617,0.62858,0.90465,0.09535000000000002,0.43782,0.5621799999999999,0.8310696558900001,0.16893034411000002,0.8322159999999998,0.167784,0.45408,0.98882,0.65261,0.65525,0.53836,1e-05,1e-05,-7.4,True,False,0.52667,0.12594
x1 = 0.6,0.6,0.700539,0.299461,0.88063,0.8808,0.1192,0.8808,0.1192,0.8808,0.1192,0.8322159999999998,0.167784,0.52706,0.52706,0.65261,0.52706,0.52706,0.01463,0.01331,-7.4,False,False,0.52667,0.12594
x1 = -10.4,-10.4,0.8642429999999999,0.13575700000000002,0.57302,0.90465,0.09535000000000002,0.43782,0.5621799999999999,0.8412745596899999,0.15872544031,0.8322159999999998,0.167784,0.45408,0.98882,0.65261,0.63125,0.52667,0.00044,0.00043,-7.4,True,True,0.52667,0.12594
x1 = 0.6,0.6,0.700539,0.299461,0.88063,0.8808,0.1192,0.8808,0.1192,0.8808,0.1192,0.8322159999999998,0.167784,0.52706,0.52706,0.65261,0.52706,0.52706,0.01463,0.01331,-7.4,False,False,0.52667,0.12594
x1 = -12.6,-12.6,0.854398,0.145602,0.59872,0.9241399999999997,0.07586000000000001,0.5,0.5,0.8623843677199998,0.13761563228,0.8322159999999998,0.167784,0.38742,1.0,0.65261,0.57796,0.47661,0.00523,0.00495,-7.4,False,False,0.52667,0.12594
x1 = -15.4,-15.4,0.850445,0.14955500000000002,0.60873,0.8808,0.1192,0.5,0.5,0.823849456,0.17615054400000002,0.8322159999999998,0.167784,0.52706,1.0,0.65261,0.67158,0.59779,0.00035,0.00036,-7.4,True,False,0.52667,0.12594
x1 = -9.0,-9.0,0.8726700000000001,0.12733,0.55007,0.8808,0.1192,0.5621799999999999,0.43782,0.8402301154,0.1597698846,0.8322159999999998,0.167784,0.52706,0.98882,0.65261,0.63376,0.58586,0.00034,0.00034,-7.4,True,False,0.52667,0.12594
x1 = -11.6,-11.6,0.8755700000000001,0.12443000000000001,0.54196,0.90465,0.09535000000000002,0.5,0.5,0.8542994005000001,0.14570059950000003,0.8322159999999998,0.167784,0.45408,1.0,0.65261,0.59898,0.52201,0.00272,0.00261,-7.4,False,False,0.52667,0.12594
x1 = -13.2,-13.2,0.8589610000000001,0.141039,0.58695,0.90465,0.09535000000000002,0.5,0.5,0.84757856865,0.15242143135000003,0.8322159999999998,0.167784,0.45408,1.0,0.65261,0.61587,0.53108,0.00128,0.00125,-7.4,False,False,0.52667,0.12594
x1 = 0.6,0.6,0.700539,0.299461,0.88063,0.8808,0.1192,0.8808,0.1192,0.8808,0.1192,0.8322159999999998,0.167784,0.52706,0.52706,0.65261,0.52706,0.52706,0.01463,0.01331,-7.4,False,False,0.52667,0.12594
