note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -6.6,-6.6,0.850009,0.14999099999999999,0.60982,0.8175700000000001,0.18243000000000004,0.6791799999999999,0.32081999999999994,0.79681274551,0.20318725449000002,0.8636820000000002,0.136318,0.68536,0.90527,0.57451,0.72826,0.71834,0.02191,0.02437,-9.6,False,False,0.36089,0.21362
x1 = 5.5,5.5,0.44550999999999996,0.55449,0.99142,0.8519500000000002,0.14805,0.90465,0.09535000000000002,0.8811716230000002,0.11882837700000001,0.8636820000000002,0.136318,0.60494,0.45408,0.57451,0.52598,0.52129,0.00202,0.00195,-9.6,False,False,0.36089,0.21362
x1 = -6.7,-6.7,0.8653700000000001,0.13463,0.57,0.8175700000000001,0.18243000000000004,0.6224600000000001,0.37753999999999993,0.7913023407000002,0.20869765930000006,0.8636820000000002,0.136318,0.68536,0.95629,0.57451,0.73899,0.72184,0.0253,0.02831,-9.6,False,False,0.36089,0.21362
x1 = -11.8,-11.8,0.856851,0.143149,0.59243,0.93991,0.06008999999999999,0.37753999999999993,0.6224600000000001,0.8594072968700001,0.14059270313000002,0.8636820000000002,0.136318,0.3278,0.95629,0.57451,0.58579,0.41777,0.00011,0.00011,-9.6,True,False,0.36089,0.21362
x1 = 0.9,0.9,0.518274,0.4817260000000001,0.99904,0.8808,0.1192,0.93991,0.06008999999999999,0.9092748238600001,0.09072517614,0.8636820000000002,0.136318,0.52706,0.3278,0.57451,0.43889,0.43107,0.01597,0.01419,-9.6,False,False,0.36089,0.21362
x1 = -17.6,-17.6,0.8613250000000001,0.13867500000000002,0.58076,0.90465,0.09535000000000002,0.32081999999999994,0.6791799999999999,0.8236873747500001,0.17631262525000002,0.8636820000000002,0.136318,0.45408,0.90527,0.57451,0.67194,0.51665,0.00848,0.0091,-9.6,False,False,0.36089,0.21362
x1 = -10.1,-10.1,0.8724550000000001,0.127545,0.55067,0.9626699999999999,0.037329999999999995,0.32081999999999994,0.6791799999999999,0.88080524175,0.11919475824999998,0.8636820000000002,0.136318,0.22991,0.90527,0.57451,0.52704,0.31605,0.00194,0.00186,-9.6,False,False,0.36089,0.21362
x1 = -10.8,-10.8,0.86534,0.13466,0.57008,0.93991,0.06008999999999999,0.32081999999999994,0.6791799999999999,0.8565433406,0.1434566594,0.8636820000000002,0.136318,0.3278,0.90527,0.57451,0.59322,0.40556,0.0003,0.00031,-9.6,True,False,0.36089,0.21362
x1 = -1.6,-1.6,0.750853,0.249147,0.80992,0.90465,0.09535000000000002,0.90465,0.09535000000000002,0.90465,0.09535000000000002,0.8636820000000002,0.136318,0.45408,0.45408,0.57451,0.45408,0.45408,0.01255,0.01132,-9.6,False,False,0.36089,0.21362
x1 = -10.8,-10.8,0.86534,0.13466,0.57008,0.93991,0.06008999999999999,0.32081999999999994,0.6791799999999999,0.8565433406,0.1434566594,0.8636820000000002,0.136318,0.3278,0.90527,0.57451,0.59322,0.40556,0.0003,0.00031,-9.6,True,False,0.36089,0.21362
x1 = -14.6,-14.6,0.84852,0.15148,0.61353,0.9241399999999997,0.07586000000000001,0.32081999999999994,0.6791799999999999,0.8327490863999999,0.1672509136,0.8636820000000002,0.136318,0.38742,0.90527,0.57451,0.65138,0.46586,0.00523,0.00553,-9.6,False,False,0.36089,0.21362
x1 = -10.1,-10.1,0.8724550000000001,0.127545,0.55067,0.9626699999999999,0.037329999999999995,0.32081999999999994,0.6791799999999999,0.88080524175,0.11919475824999998,0.8636820000000002,0.136318,0.22991,0.90527,0.57451,0.52704,0.31605,0.00194,0.00186,-9.6,False,False,0.36089,0.21362
x1 = -10.8,-10.8,0.86534,0.13466,0.57008,0.93991,0.06008999999999999,0.32081999999999994,0.6791799999999999,0.8565433406,0.1434566594,0.8636820000000002,0.136318,0.3278,0.90527,0.57451,0.59322,0.40556,0.0003,0.00031,-9.6,True,False,0.36089,0.21362
x1 = -11.8,-11.8,0.856851,0.143149,0.59243,0.93991,0.06008999999999999,0.37753999999999993,0.6224600000000001,0.8594072968700001,0.14059270313000002,0.8636820000000002,0.136318,0.3278,0.95629,0.57451,0.58579,0.41777,0.00011,0.00011,-9.6,True,False,0.36089,0.21362
x1 = -10.4,-10.4,0.8642429999999999,0.13575700000000002,0.57302,0.9525699999999999,0.04742999999999999,0.32081999999999994,0.6791799999999999,0.8668055152499998,0.13319448474999998,0.8636820000000002,0.136318,0.27538,0.90527,0.57451,0.56613,0.36089,6e-05,6e-05,-9.6,True,True,0.36089,0.21362
