note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 7.2,7.2,0.42185799999999996,0.5781419999999999,0.98231,0.7773000000000001,0.22270000000000006,0.8175700000000001,0.18243000000000004,0.80058177834,0.19941822166000003,0.8475589999999998,0.152441,0.76507,0.68536,0.61592,0.72076,0.71899,0.01065,0.01142,-8.8,False,False,0.60138,0.01454
x1 = -1.2,-1.2,0.7868679999999999,0.21313200000000002,0.74743,0.90465,0.09535000000000002,0.90465,0.09535000000000002,0.9046499999999998,0.09535000000000002,0.8475589999999998,0.152441,0.45408,0.45408,0.61592,0.45408,0.45408,0.02348,0.02053,-8.8,False,False,0.60138,0.01454
x1 = 3.9,3.9,0.3881,0.6119,0.96356,0.8519500000000002,0.14805,0.9241399999999997,0.07586000000000001,0.8961230609999999,0.103876939,0.8475589999999998,0.152441,0.60494,0.38742,0.61592,0.48117,0.47184,0.01623,0.01455,-8.8,False,False,0.60138,0.01454
x1 = -7.2,-7.2,0.8383799999999999,0.16162,0.63817,0.8808,0.1192,0.5621799999999999,0.43782,0.8293046356,0.1706953644,0.8475589999999998,0.152441,0.52706,0.98882,0.61592,0.65929,0.60169,0.00175,0.0018,-8.8,False,False,0.60138,0.01454
x1 = -3.1,-3.1,0.713563,0.28643699999999994,0.86407,0.8808,0.1192,0.8519500000000002,0.14805,0.87253629255,0.12746370744999996,0.8475589999999998,0.152441,0.52706,0.60494,0.61592,0.55044,0.54937,0.00384,0.00365,-8.8,False,False,0.60138,0.01454
x1 = -16.8,-16.8,0.85721,0.14279000000000003,0.5915,0.90465,0.09535000000000002,0.37753999999999993,0.6224600000000001,0.8293839631,0.17061603690000005,0.8475589999999998,0.152441,0.45408,0.95629,0.61592,0.65911,0.52579,0.00173,0.00179,-8.8,False,False,0.60138,0.01454
x1 = -9.2,-9.2,0.873269,0.12673099999999998,0.5484,0.93991,0.06008999999999999,0.37753999999999993,0.6224600000000001,0.86864028753,0.13135971247,0.8475589999999998,0.152441,0.3278,0.95629,0.61592,0.56116,0.40745,0.00269,0.00258,-8.8,False,False,0.60138,0.01454
x1 = -14.4,-14.4,0.848625,0.151375,0.61327,0.93991,0.06008999999999999,0.43782,0.5621799999999999,0.86390612625,0.13609387374999998,0.8475589999999998,0.152441,0.3278,0.98882,0.61592,0.57392,0.42786,0.00159,0.00154,-8.8,False,False,0.60138,0.01454
x1 = -4.3,-4.3,0.762468,0.23753200000000002,0.79091,0.8808,0.1192,0.7310600000000002,0.26894000000000007,0.8452319583200001,0.15476804168000002,0.8475589999999998,0.152441,0.52706,0.83994,0.61592,0.62164,0.60138,3e-05,3e-05,-8.8,True,True,0.60138,0.01454
x1 = -9.1,-9.1,0.8665670000000001,0.133433,0.56678,0.93991,0.06008999999999999,0.37753999999999993,0.6224600000000001,0.86487128379,0.13512871621,0.8475589999999998,0.152441,0.3278,0.95629,0.61592,0.57134,0.41166,0.00179,0.00173,-8.8,False,False,0.60138,0.01454
x1 = -13.9,-13.9,0.8580859999999999,0.141914,0.58923,0.90465,0.09535000000000002,0.32081999999999994,0.6791799999999999,0.8217963493799999,0.17820365062,0.8475589999999998,0.152441,0.45408,0.90527,0.61592,0.67613,0.51811,0.0034,0.00355,-8.8,False,False,0.60138,0.01454
x1 = -1.1,-1.1,0.7764099999999999,0.22359000000000004,0.76667,0.90465,0.09535000000000002,0.90465,0.09535000000000002,0.90465,0.09535000000000002,0.8475589999999998,0.152441,0.45408,0.45408,0.61592,0.45408,0.45408,0.02348,0.02053,-8.8,False,False,0.60138,0.01454
x1 = -9.2,-9.2,0.873269,0.12673099999999998,0.5484,0.93991,0.06008999999999999,0.37753999999999993,0.6224600000000001,0.86864028753,0.13135971247,0.8475589999999998,0.152441,0.3278,0.95629,0.61592,0.56116,0.40745,0.00269,0.00258,-8.8,False,False,0.60138,0.01454
x1 = -15.9,-15.9,0.856079,0.14392100000000002,0.59442,0.90465,0.09535000000000002,0.32081999999999994,0.6791799999999999,0.82062460257,0.17937539743000003,0.8475589999999998,0.152441,0.45408,0.90527,0.61592,0.67871,0.51902,0.00371,0.00387,-8.8,False,False,0.60138,0.01454
x1 = -0.8,-0.8,0.7975329999999999,0.202467,0.72683,0.8808,0.1192,0.8519500000000002,0.14805,0.87495882705,0.12504117295,0.8475589999999998,0.152441,0.52706,0.60494,0.61592,0.54368,0.54283,0.00467,0.00442,-8.8,False,False,0.60138,0.01454
