note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 0.7,0.7,0.642082,0.35791800000000007,0.94094,0.8175700000000001,0.18243000000000004,0.8519500000000002,0.14805,0.8298752208400002,0.17012477916000002,0.7597389999999999,0.240261,0.68536,0.60494,0.79547,0.65799,0.65658,0.02287,0.02099,-4.8,False,False,0.74966,0.04581
x1 = 6.0,6.0,0.43874599999999997,0.561254,0.98915,0.8175700000000001,0.18243000000000004,0.8808,0.1192,0.85305809042,0.14694190958,0.7597389999999999,0.240261,0.68536,0.52706,0.79547,0.60213,0.59651,0.04345,0.03835,-4.8,False,False,0.74966,0.04581
x1 = 1.9,1.9,0.444798,0.5552019999999999,0.99119,0.8175700000000001,0.18243000000000004,0.8808,0.1192,0.8526754224599999,0.14732457754,0.7597389999999999,0.240261,0.68536,0.52706,0.79547,0.6031,0.59747,0.04304,0.03801,-4.8,False,False,0.74966,0.04581
x1 = -4.0,-4.0,0.7626519999999999,0.23734799999999998,0.7906,0.8175700000000001,0.18243000000000004,0.6224600000000001,0.37753999999999993,0.7712610317199999,0.22873896828,0.7597389999999999,0.240261,0.68536,0.95629,0.79547,0.77581,0.74966,0.00054,0.00053,-4.8,True,True,0.74966,0.04581
x1 = -5.5,-5.5,0.8253210000000001,0.174679,0.6683,0.8175700000000001,0.18243000000000004,0.6224600000000001,0.37753999999999993,0.7834883803100002,0.21651161969000002,0.7597389999999999,0.240261,0.68536,0.95629,0.79547,0.75375,0.73269,0.00234,0.00228,-4.8,False,False,0.74966,0.04581
x1 = 3.2,3.2,0.4174239999999999,0.582576,0.98023,0.8175700000000001,0.18243000000000004,0.8519500000000002,0.14805,0.83759896288,0.16240103711999998,0.7597389999999999,0.240261,0.68536,0.60494,0.79547,0.64002,0.63851,0.02882,0.02613,-4.8,False,False,0.74966,0.04581
x1 = 3.2,3.2,0.4174239999999999,0.582576,0.98023,0.8175700000000001,0.18243000000000004,0.8519500000000002,0.14805,0.83759896288,0.16240103711999998,0.7597389999999999,0.240261,0.68536,0.60494,0.79547,0.64002,0.63851,0.02882,0.02613,-4.8,False,False,0.74966,0.04581
x1 = -1.0,-1.0,0.7749550000000001,0.225045,0.76927,0.7773000000000001,0.22270000000000006,0.8175700000000001,0.18243000000000004,0.7863625621500001,0.21363743785000006,0.7597389999999999,0.240261,0.76507,0.68536,0.79547,0.74838,0.74713,0.00296,0.00288,-4.8,False,False,0.74966,0.04581
x1 = -10.4,-10.4,0.8642429999999999,0.13575700000000002,0.57302,0.8519500000000002,0.14805,0.6224600000000001,0.37753999999999993,0.82079512607,0.17920487392999995,0.7597389999999999,0.240261,0.60494,0.95629,0.79547,0.67833,0.65264,0.0169,0.01573,-4.8,False,False,0.74966,0.04581
x1 = -12.8,-12.8,0.859971,0.14002900000000001,0.58431,0.8519500000000002,0.14805,0.6224600000000001,0.37753999999999993,0.8198147447900002,0.18018525521,0.7597389999999999,0.240261,0.60494,0.95629,0.79547,0.68048,0.65414,0.01632,0.01521,-4.8,False,False,0.74966,0.04581
x1 = -8.2,-8.2,0.8334819999999997,0.166518,0.64968,0.8519500000000002,0.14805,0.6224600000000001,0.37753999999999993,0.8137357841799999,0.18626421581999994,0.7597389999999999,0.240261,0.60494,0.95629,0.79547,0.69359,0.66345,0.01298,0.0122,-4.8,False,False,0.74966,0.04581
x1 = 3.2,3.2,0.4174239999999999,0.582576,0.98023,0.8175700000000001,0.18243000000000004,0.8519500000000002,0.14805,0.83759896288,0.16240103711999998,0.7597389999999999,0.240261,0.68536,0.60494,0.79547,0.64002,0.63851,0.02882,0.02613,-4.8,False,False,0.74966,0.04581
x1 = -11.2,-11.2,0.862186,0.13781400000000002,0.57849,0.8519500000000002,0.14805,0.6224600000000001,0.37753999999999993,0.8203230651400002,0.17967693485999997,0.7597389999999999,0.240261,0.60494,0.95629,0.79547,0.67937,0.65336,0.01662,0.01548,-4.8,False,False,0.74966,0.04581
x1 = -1.0,-1.0,0.7749550000000001,0.225045,0.76927,0.7773000000000001,0.22270000000000006,0.8175700000000001,0.18243000000000004,0.7863625621500001,0.21363743785000006,0.7597389999999999,0.240261,0.76507,0.68536,0.79547,0.74838,0.74713,0.00296,0.00288,-4.8,False,False,0.74966,0.04581
x1 = -8.1,-8.1,0.8493570000000001,0.150643,0.61145,0.8175700000000001,0.18243000000000004,0.6224600000000001,0.37753999999999993,0.7881780442700003,0.21182195573000004,0.7597389999999999,0.240261,0.68536,0.95629,0.79547,0.74495,0.72617,0.00339,0.00329,-4.8,False,False,0.74966,0.04581
