note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 4.9,4.9,0.500736,0.49926400000000004,1.0,0.7773000000000001,0.22270000000000006,0.7773000000000001,0.22270000000000006,0.7773000000000001,0.22270000000000006,0.7122719999999999,0.287728,0.76507,0.76507,0.86577,0.76507,0.76507,0.01657,0.01566,-3.2,False,False,0.80489,0.06088
x1 = 12.6,12.6,0.35653299999999993,0.643467,0.93977,0.7310600000000002,0.26894000000000007,0.7310600000000002,0.26894000000000007,0.73106,0.26894000000000007,0.7122719999999999,0.287728,0.83994,0.83994,0.86577,0.83994,0.83994,0.00128,0.00126,-3.2,True,False,0.80489,0.06088
x1 = 7.5,7.5,0.410452,0.589548,0.97674,0.7310600000000002,0.26894000000000007,0.7310600000000002,0.26894000000000007,0.73106,0.26894000000000007,0.7122719999999999,0.287728,0.83994,0.83994,0.86577,0.83994,0.83994,0.00128,0.00126,-3.2,True,False,0.80489,0.06088
x1 = 2.2,2.2,0.5,0.5,1.0,0.6791799999999999,0.32081999999999994,0.7773000000000001,0.22270000000000006,0.72824,0.27176,0.7122719999999999,0.287728,0.90527,0.76507,0.86577,0.84398,0.83517,0.00092,0.00091,-3.2,True,False,0.80489,0.06088
x1 = -7.6,-7.6,0.8415539999999998,0.158446,0.63058,0.7773000000000001,0.22270000000000006,0.6224600000000001,0.37753999999999993,0.7527662213599999,0.24723377864,0.7122719999999999,0.287728,0.76507,0.95629,0.86577,0.80686,0.79537,0.00614,0.00595,-3.2,False,False,0.80489,0.06088
x1 = -5.7,-5.7,0.8244810000000001,0.17551899999999998,0.67018,0.7773000000000001,0.22270000000000006,0.6224600000000001,0.37753999999999993,0.7501226380400002,0.24987736196000004,0.7122719999999999,0.287728,0.76507,0.95629,0.86577,0.81108,0.79863,0.00534,0.00519,-3.2,False,False,0.80489,0.06088
x1 = 4.3,4.3,0.524492,0.47550799999999993,0.99827,0.8175700000000001,0.18243000000000004,0.7773000000000001,0.22270000000000006,0.7984212928400001,0.20157870716000004,0.7122719999999999,0.287728,0.68536,0.76507,0.86577,0.72507,0.72326,0.03038,0.02803,-3.2,False,False,0.80489,0.06088
x1 = 4.0,4.0,0.536928,0.46307199999999993,0.99606,0.7773000000000001,0.22270000000000006,0.7310600000000002,0.26894000000000007,0.75588755072,0.24411244928000003,0.7122719999999999,0.287728,0.76507,0.83994,0.86577,0.80181,0.79974,0.00716,0.00692,-3.2,False,False,0.80489,0.06088
x1 = 4.8,4.8,0.48775399999999997,0.512246,0.99957,0.7773000000000001,0.22270000000000006,0.7773000000000001,0.22270000000000006,0.7773000000000001,0.22270000000000006,0.7122719999999999,0.287728,0.76507,0.76507,0.86577,0.76507,0.76507,0.01657,0.01566,-3.2,False,False,0.80489,0.06088
x1 = -4.3,-4.3,0.762468,0.23753200000000002,0.79091,0.8175700000000001,0.18243000000000004,0.5621799999999999,0.43782,0.7569067025200001,0.24309329748000003,0.7122719999999999,0.287728,0.68536,0.98882,0.86577,0.80015,0.75744,0.00752,0.00725,-3.2,False,False,0.80489,0.06088
x1 = -4.4,-4.4,0.766941,0.233059,0.78331,0.7773000000000001,0.22270000000000006,0.6224600000000001,0.37753999999999993,0.7412131444400001,0.25878685556000003,0.7122719999999999,0.287728,0.76507,0.95629,0.86577,0.82491,0.80964,0.00308,0.00301,-3.2,True,False,0.80489,0.06088
x1 = 4.8,4.8,0.48775399999999997,0.512246,0.99957,0.7773000000000001,0.22270000000000006,0.7773000000000001,0.22270000000000006,0.7773000000000001,0.22270000000000006,0.7122719999999999,0.287728,0.76507,0.76507,0.86577,0.76507,0.76507,0.01657,0.01566,-3.2,False,False,0.80489,0.06088
x1 = -10.0,-10.0,0.8844790000000001,0.11552100000000001,0.51635,0.7310600000000002,0.26894000000000007,0.6224600000000001,0.37753999999999993,0.7185144194000002,0.28148558060000006,0.7122719999999999,0.287728,0.83994,0.95629,0.86577,0.85747,0.85338,0.00014,0.00014,-3.2,True,False,0.80489,0.06088
x1 = -5.3,-5.3,0.8220409999999999,0.17795900000000003,0.67559,0.7773000000000001,0.22270000000000006,0.5621799999999999,0.43782,0.7390174599200001,0.26098254008000005,0.7122719999999999,0.287728,0.76507,0.98882,0.86577,0.82823,0.80489,0.00262,0.00257,-3.2,True,True,0.80489,0.06088
x1 = 3.9,3.9,0.3881,0.6119,0.96356,0.7773000000000001,0.22270000000000006,0.7773000000000001,0.22270000000000006,0.7773000000000001,0.22270000000000006,0.7122719999999999,0.287728,0.76507,0.76507,0.86577,0.76507,0.76507,0.01657,0.01566,-3.2,False,False,0.80489,0.06088
