note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -1.1,-1.1,0.7764099999999999,0.22359000000000004,0.76667,0.9241399999999997,0.07586000000000001,0.9241399999999997,0.07586000000000001,0.9241399999999997,0.07586000000000001,0.8844790000000001,0.11552100000000001,0.38742,0.38742,0.51635,0.38742,0.38742,0.01412,0.01246,-10.0,False,False,0.29835,0.218
x1 = 0.4,0.4,0.7397929999999999,0.260207,0.82706,0.93991,0.06008999999999999,0.9241399999999997,0.07586000000000001,0.9358065356099998,0.06419346439,0.8844790000000001,0.11552100000000001,0.3278,0.38742,0.51635,0.34387,0.34331,0.02594,0.02174,-10.0,False,False,0.29835,0.218
x1 = -0.3,-0.3,0.8140510000000001,0.18594900000000003,0.69292,0.9241399999999997,0.07586000000000001,0.9241399999999997,0.07586000000000001,0.9241399999999999,0.07586000000000001,0.8844790000000001,0.11552100000000001,0.38742,0.38742,0.51635,0.38742,0.38742,0.01412,0.01246,-10.0,False,False,0.29835,0.218
x1 = -0.5,-0.5,0.8125810000000001,0.18741899999999997,0.69604,0.9241399999999997,0.07586000000000001,0.90465,0.09535000000000002,0.9204872036899998,0.07951279631000002,0.8844790000000001,0.11552100000000001,0.38742,0.45408,0.51635,0.40046,0.39991,0.01133,0.01014,-10.0,False,False,0.29835,0.218
x1 = -1.6,-1.6,0.750853,0.249147,0.80992,0.9241399999999997,0.07586000000000001,0.9241399999999997,0.07586000000000001,0.9241399999999997,0.07586000000000001,0.8844790000000001,0.11552100000000001,0.38742,0.38742,0.51635,0.38742,0.38742,0.01412,0.01246,-10.0,False,False,0.29835,0.218
x1 = -16.4,-16.4,0.85312,0.14688000000000004,0.60198,0.90465,0.09535000000000002,0.37753999999999993,0.6224600000000001,0.8272280832,0.17277191680000006,0.8844790000000001,0.11552100000000001,0.45408,0.95629,0.51635,0.66401,0.52784,0.01831,0.02047,-10.0,False,False,0.29835,0.218
x1 = -9.1,-9.1,0.8665670000000001,0.133433,0.56678,0.8808,0.1192,0.37753999999999993,0.6224600000000001,0.81364850842,0.18635149158000003,0.8844790000000001,0.11552100000000001,0.52706,0.95629,0.51635,0.69378,0.58433,0.02682,0.03058,-10.0,False,False,0.29835,0.218
x1 = -2.8,-2.8,0.7432300000000001,0.25677000000000005,0.82183,0.9241399999999997,0.07586000000000001,0.90465,0.09535000000000002,0.9191355526999999,0.08086444730000003,0.8844790000000001,0.11552100000000001,0.38742,0.45408,0.51635,0.40522,0.40454,0.0104,0.00935,-10.0,False,False,0.29835,0.218
x1 = -4.9,-4.9,0.764702,0.235298,0.78713,0.90465,0.09535000000000002,0.6791799999999999,0.32081999999999994,0.85159735994,0.14840264006,0.8844790000000001,0.11552100000000001,0.45408,0.90527,0.51635,0.60583,0.56024,0.0066,0.00708,-10.0,False,False,0.29835,0.218
x1 = -13.0,-13.0,0.865264,0.13473600000000002,0.57029,0.9525699999999999,0.04742999999999999,0.26894000000000007,0.7310600000000002,0.8604604283199999,0.13953957168000003,0.8844790000000001,0.11552100000000001,0.27538,0.83994,0.51635,0.58303,0.35145,0.00365,0.00385,-10.0,False,False,0.29835,0.218
x1 = -12.3,-12.3,0.861069,0.13893100000000003,0.58143,0.9241399999999997,0.07586000000000001,0.37753999999999993,0.6224600000000001,0.8482003153999997,0.15179968460000004,0.8844790000000001,0.11552100000000001,0.38742,0.95629,0.51635,0.61433,0.46645,0.00793,0.00856,-10.0,False,False,0.29835,0.218
x1 = -13.6,-13.6,0.8462200000000001,0.15378,0.61922,0.90465,0.09535000000000002,0.37753999999999993,0.6224600000000001,0.8235910242000001,0.17640897580000003,0.8844790000000001,0.11552100000000001,0.45408,0.95629,0.51635,0.67216,0.53131,0.02046,0.023,-10.0,False,False,0.29835,0.218
x1 = -2.0,-2.0,0.74732,0.25268,0.8155,0.9241399999999997,0.07586000000000001,0.90465,0.09535000000000002,0.9192152667999998,0.08078473320000001,0.8844790000000001,0.11552100000000001,0.38742,0.45408,0.51635,0.40494,0.40426,0.01045,0.0094,-10.0,False,False,0.29835,0.218
x1 = -18.0,-18.0,0.872104,0.127896,0.55164,0.9626699999999999,0.037329999999999995,0.22270000000000006,0.7773000000000001,0.86803079688,0.13196920312000002,0.8844790000000001,0.11552100000000001,0.22991,0.76507,0.51635,0.56281,0.29835,0.00177,0.00184,-10.0,False,False,0.29835,0.218
x1 = -7.0,-7.0,0.8389349999999999,0.16106499999999999,0.63685,0.90465,0.09535000000000002,0.5,0.5,0.8394750477499998,0.16052495225,0.8844790000000001,0.11552100000000001,0.45408,1.0,0.51635,0.63556,0.54201,0.01181,0.01295,-10.0,False,False,0.29835,0.218
