note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 4.9,4.9,0.500736,0.49926400000000004,1.0,0.8808,0.1192,0.93991,0.06008999999999999,0.91031149504,0.08968850496,0.859581,0.140419,0.52706,0.3278,0.58534,0.43543,0.42758,0.0197,0.0173,-9.8,False,False,0.36219,0.22315
x1 = 12.6,12.6,0.35653299999999993,0.643467,0.93977,0.8175700000000001,0.18243000000000004,0.9241399999999997,0.07586000000000001,0.8861442781899997,0.11385572181,0.859581,0.140419,0.68536,0.38742,0.58534,0.51144,0.49365,0.00474,0.00446,-9.8,False,False,0.36219,0.22315
x1 = 7.5,7.5,0.410452,0.589548,0.97674,0.7773000000000001,0.22270000000000006,0.90465,0.09535000000000002,0.8523789378,0.14762106220000004,0.859581,0.140419,0.76507,0.45408,0.58534,0.60385,0.58173,0.0003,0.00031,-9.8,True,False,0.36219,0.22315
x1 = 2.2,2.2,0.5,0.5,1.0,0.90465,0.09535000000000002,0.93991,0.06008999999999999,0.92228,0.07772000000000001,0.859581,0.140419,0.45408,0.3278,0.58534,0.39409,0.39094,0.03252,0.02735,-9.8,False,False,0.36219,0.22315
x1 = -7.6,-7.6,0.8415539999999998,0.158446,0.63058,0.90465,0.09535000000000002,0.5621799999999999,0.43782,0.8503869983799998,0.14961300162,0.859581,0.140419,0.45408,0.98882,0.58534,0.60887,0.53881,0.00049,0.0005,-9.8,True,False,0.36219,0.22315
x1 = -17.7,-17.7,0.872905,0.127095,0.54942,0.9241399999999997,0.07586000000000001,0.37753999999999993,0.6224600000000001,0.8546698729999997,0.14533012700000003,0.859581,0.140419,0.38742,0.95629,0.58534,0.59803,0.45972,0.00014,0.00014,-9.8,True,False,0.36219,0.22315
x1 = -10.7,-10.7,0.8620329999999999,0.137967,0.57889,0.93991,0.06008999999999999,0.32081999999999994,0.6791799999999999,0.85449600997,0.14550399002999997,0.859581,0.140419,0.3278,0.90527,0.58534,0.59847,0.40747,0.00015,0.00015,-9.8,True,False,0.36219,0.22315
x1 = -3.6,-3.6,0.7314860000000001,0.26851400000000003,0.83932,0.90465,0.09535000000000002,0.8519500000000002,0.14805,0.8904993122000001,0.10950068780000002,0.859581,0.140419,0.45408,0.60494,0.58534,0.49841,0.49459,0.00656,0.00611,-9.8,False,False,0.36219,0.22315
x1 = -11.6,-11.6,0.8755700000000001,0.12443000000000001,0.54196,0.9525699999999999,0.04742999999999999,0.37753999999999993,0.6224600000000001,0.8810190171,0.11898098290000003,0.859581,0.140419,0.27538,0.95629,0.58534,0.52642,0.36011,0.00301,0.00287,-9.8,False,False,0.36219,0.22315
x1 = -15.2,-15.2,0.8589640000000001,0.14103600000000002,0.58695,0.9241399999999997,0.07586000000000001,0.32081999999999994,0.6791799999999999,0.8390501604799998,0.16094983952000003,0.859581,0.140419,0.38742,0.90527,0.58534,0.63658,0.46046,0.00233,0.00242,-9.8,False,False,0.36219,0.22315
x1 = -11.2,-11.2,0.862186,0.13781400000000002,0.57849,0.9525699999999999,0.04742999999999999,0.32081999999999994,0.6791799999999999,0.8655060054999999,0.1344939945,0.859581,0.140419,0.27538,0.90527,0.58534,0.56964,0.36219,0.00021,0.00021,-9.8,True,True,0.36219,0.22315
x1 = -11.6,-11.6,0.8755700000000001,0.12443000000000001,0.54196,0.9525699999999999,0.04742999999999999,0.37753999999999993,0.6224600000000001,0.8810190171,0.11898098290000003,0.859581,0.140419,0.27538,0.95629,0.58534,0.52642,0.36011,0.00301,0.00287,-9.8,False,False,0.36219,0.22315
x1 = -11.6,-11.6,0.8755700000000001,0.12443000000000001,0.54196,0.9525699999999999,0.04742999999999999,0.37753999999999993,0.6224600000000001,0.8810190171,0.11898098290000003,0.859581,0.140419,0.27538,0.95629,0.58534,0.52642,0.36011,0.00301,0.00287,-9.8,False,False,0.36219,0.22315
x1 = -5.9,-5.9,0.829137,0.17086300000000001,0.65968,0.8519500000000002,0.14805,0.6224600000000001,0.37753999999999993,0.8127386501300002,0.18726134986999998,0.859581,0.140419,0.60494,0.95629,0.58534,0.69571,0.66497,0.01117,0.01207,-9.8,False,False,0.36219,0.22315
x1 = -10.9,-10.9,0.863982,0.136018,0.57371,0.9525699999999999,0.04742999999999999,0.37753999999999993,0.6224600000000001,0.87435556946,0.12564443054000002,0.859581,0.140419,0.27538,0.95629,0.58534,0.54537,0.368,0.00139,0.00135,-9.8,False,False,0.36219,0.22315
