note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -5.1,-5.1,0.825321,0.174679,0.6683,0.7773000000000001,0.22270000000000006,0.6224600000000001,0.37753999999999993,0.7502527036400001,0.24974729636000004,0.7314860000000001,0.26851400000000003,0.76507,0.95629,0.83932,0.81088,0.79847,0.00133,0.00131,-3.6,True,False,0.79059,0.04873
x1 = 12.1,12.1,0.367185,0.6328149999999999,0.94849,0.7773000000000001,0.22270000000000006,0.8175700000000001,0.18243000000000004,0.80278346005,0.19721653995000002,0.7314860000000001,0.26851400000000003,0.76507,0.68536,0.83932,0.71633,0.71463,0.0214,0.01991,-3.6,False,False,0.79059,0.04873
x1 = 14.7,14.7,0.344643,0.6553569999999999,0.92919,0.8175700000000001,0.18243000000000004,0.8519500000000002,0.14805,0.8401011736600001,0.15989882633999997,0.7314860000000001,0.26851400000000003,0.68536,0.60494,0.83932,0.63407,0.63266,0.0547,0.04822,-3.6,False,False,0.79059,0.04873
x1 = 9.9,9.9,0.407179,0.592821,0.975,0.7310600000000002,0.26894000000000007,0.8175700000000001,0.18243000000000004,0.7823449447100002,0.21765505529000007,0.7314860000000001,0.26851400000000003,0.83994,0.68536,0.83932,0.75586,0.7483,0.01041,0.00993,-3.6,False,False,0.79059,0.04873
x1 = 10.7,10.7,0.412782,0.5872179999999999,0.97794,0.8175700000000001,0.18243000000000004,0.8175700000000001,0.18243000000000004,0.8175700000000001,0.18243000000000004,0.7314860000000001,0.26851400000000003,0.68536,0.68536,0.83932,0.68536,0.68536,0.03233,0.0295,-3.6,False,False,0.79059,0.04873
x1 = 4.4,4.4,0.518654,0.481346,0.999,0.8175700000000001,0.18243000000000004,0.7773000000000001,0.22270000000000006,0.7981861965800001,0.20181380342000005,0.7314860000000001,0.26851400000000003,0.68536,0.76507,0.83932,0.72554,0.72373,0.01853,0.01735,-3.6,False,False,0.79059,0.04873
x1 = 4.4,4.4,0.518654,0.481346,0.999,0.8175700000000001,0.18243000000000004,0.7773000000000001,0.22270000000000006,0.7981861965800001,0.20181380342000005,0.7314860000000001,0.26851400000000003,0.68536,0.76507,0.83932,0.72554,0.72373,0.01853,0.01735,-3.6,False,False,0.79059,0.04873
x1 = -11.6,-11.6,0.8755700000000001,0.12443000000000001,0.54196,0.7310600000000002,0.26894000000000007,0.6791799999999999,0.32081999999999994,0.7246045716000001,0.2753954284000001,0.7314860000000001,0.26851400000000003,0.83994,0.90527,0.83932,0.8491,0.84807,0.00017,0.00017,-3.6,True,False,0.79059,0.04873
x1 = -9.1,-9.1,0.8665670000000001,0.133433,0.56678,0.7773000000000001,0.22270000000000006,0.6224600000000001,0.37753999999999993,0.7566392342800001,0.24336076572000004,0.7314860000000001,0.26851400000000003,0.76507,0.95629,0.83932,0.80058,0.79059,0.00242,0.00237,-3.6,True,True,0.79059,0.04873
x1 = 4.4,4.4,0.518654,0.481346,0.999,0.8175700000000001,0.18243000000000004,0.7773000000000001,0.22270000000000006,0.7981861965800001,0.20181380342000005,0.7314860000000001,0.26851400000000003,0.68536,0.76507,0.83932,0.72554,0.72373,0.01853,0.01735,-3.6,False,False,0.79059,0.04873
x1 = 0.6,0.6,0.700539,0.299461,0.88063,0.7310600000000002,0.26894000000000007,0.7773000000000001,0.22270000000000006,0.7449070766400001,0.2550929233600001,0.7314860000000001,0.26851400000000003,0.83994,0.76507,0.83932,0.81925,0.81752,0.00068,0.00067,-3.6,True,False,0.79059,0.04873
x1 = -4.0,-4.0,0.7626519999999999,0.23734799999999998,0.7906,0.8175700000000001,0.18243000000000004,0.6791799999999999,0.32081999999999994,0.7847234102799999,0.21527658972,0.7314860000000001,0.26851400000000003,0.68536,0.90527,0.83932,0.75145,0.73756,0.01146,0.0109,-3.6,False,False,0.79059,0.04873
x1 = -8.9,-8.9,0.8485460000000001,0.15145400000000003,0.61347,0.7310600000000002,0.26894000000000007,0.6224600000000001,0.37753999999999993,0.7146120956000003,0.2853879044000001,0.7314860000000001,0.26851400000000003,0.83994,0.95629,0.83932,0.86269,0.85756,0.00102,0.00103,-3.6,True,False,0.79059,0.04873
x1 = 1.6,1.6,0.46983600000000003,0.5301640000000001,0.99737,0.7310600000000002,0.26894000000000007,0.7773000000000001,0.22270000000000006,0.7555747833600002,0.24442521664000008,0.7314860000000001,0.26851400000000003,0.83994,0.76507,0.83932,0.80232,0.80025,0.00222,0.00217,-3.6,True,False,0.79059,0.04873
x1 = 4.4,4.4,0.518654,0.481346,0.999,0.8175700000000001,0.18243000000000004,0.7773000000000001,0.22270000000000006,0.7981861965800001,0.20181380342000005,0.7314860000000001,0.26851400000000003,0.68536,0.76507,0.83932,0.72554,0.72373,0.01853,0.01735,-3.6,False,False,0.79059,0.04873
