note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 7.9,7.9,0.38633999999999996,0.6136600000000001,0.9624,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.9073960243999999,0.0926039756,0.8285399999999999,0.17146,0.52706,0.38742,0.66103,0.4451,0.44137,0.04371,0.03672,-5.4,False,False,0.65428,0.00675
x1 = -1.0,-1.0,0.7749550000000001,0.225045,0.76927,0.8519500000000002,0.14805,0.8808,0.1192,0.8584425482500002,0.14155745175,0.8285399999999999,0.17146,0.60494,0.52706,0.66103,0.5883,0.58741,0.00503,0.00477,-5.4,False,False,0.65428,0.00675
x1 = 10.6,10.6,0.41223599999999994,0.587764,0.97766,0.8808,0.1192,0.9241399999999997,0.07586000000000001,0.9062736917599997,0.09372630824,0.8285399999999999,0.17146,0.52706,0.38742,0.66103,0.44879,0.44498,0.04221,0.03558,-5.4,False,False,0.65428,0.00675
x1 = 11.7,11.7,0.350315,0.649685,0.93435,0.90465,0.09535000000000002,0.9241399999999997,0.07586000000000001,0.9173123606499998,0.08268763935000001,0.8285399999999999,0.17146,0.45408,0.38742,0.66103,0.41158,0.41077,0.05873,0.0477,-5.4,False,False,0.65428,0.00675
x1 = 8.7,8.7,0.39377199999999996,0.606228,0.96719,0.8519500000000002,0.14805,0.9241399999999997,0.07586000000000001,0.8957135993199998,0.10428640068,0.8285399999999999,0.17146,0.60494,0.38742,0.66103,0.48244,0.47307,0.02981,0.02593,-5.4,False,False,0.65428,0.00675
x1 = 2.6,2.6,0.5363819999999999,0.46361800000000003,0.99618,0.8808,0.1192,0.90465,0.09535000000000002,0.8918572893,0.1081427107,0.8285399999999999,0.17146,0.52706,0.45408,0.66103,0.49429,0.49323,0.02598,0.02284,-5.4,False,False,0.65428,0.00675
x1 = -3.5,-3.5,0.6918610000000001,0.30813899999999994,0.89101,0.8519500000000002,0.14805,0.7773000000000001,0.22270000000000006,0.8289474236500002,0.17105257635,0.8285399999999999,0.17146,0.60494,0.76507,0.66103,0.66011,0.65428,0.0,0.0,-5.4,True,True,0.65428,0.00675
x1 = 2.6,2.6,0.5363819999999999,0.46361800000000003,0.99618,0.8808,0.1192,0.90465,0.09535000000000002,0.8918572893,0.1081427107,0.8285399999999999,0.17146,0.52706,0.45408,0.66103,0.49429,0.49323,0.02598,0.02284,-5.4,False,False,0.65428,0.00675
x1 = 2.6,2.6,0.5363819999999999,0.46361800000000003,0.99618,0.8808,0.1192,0.90465,0.09535000000000002,0.8918572893,0.1081427107,0.8285399999999999,0.17146,0.52706,0.45408,0.66103,0.49429,0.49323,0.02598,0.02284,-5.4,False,False,0.65428,0.00675
x1 = -11.7,-11.7,0.8594349999999998,0.140565,0.58572,0.90465,0.09535000000000002,0.6224600000000001,0.37753999999999993,0.8649839626499999,0.13501603735,0.8285399999999999,0.17146,0.45408,0.95629,0.66103,0.57104,0.52467,0.00766,0.00717,-5.4,False,False,0.65428,0.00675
x1 = 2.6,2.6,0.5363819999999999,0.46361800000000003,0.99618,0.8808,0.1192,0.90465,0.09535000000000002,0.8918572893,0.1081427107,0.8285399999999999,0.17146,0.52706,0.45408,0.66103,0.49429,0.49323,0.02598,0.02284,-5.4,False,False,0.65428,0.00675
x1 = -8.4,-8.4,0.8339679999999998,0.16603199999999999,0.64855,0.90465,0.09535000000000002,0.6791799999999999,0.32081999999999994,0.8672147649599997,0.13278523503999998,0.8285399999999999,0.17146,0.45408,0.90527,0.66103,0.56503,0.52899,0.0087,0.00811,-5.4,False,False,0.65428,0.00675
x1 = -10.1,-10.1,0.8724550000000001,0.127545,0.55067,0.90465,0.09535000000000002,0.6224600000000001,0.37753999999999993,0.86865807645,0.13134192355000002,0.8285399999999999,0.17146,0.45408,0.95629,0.66103,0.56111,0.51813,0.00941,0.00875,-5.4,False,False,0.65428,0.00675
x1 = 2.6,2.6,0.5363819999999999,0.46361800000000003,0.99618,0.8808,0.1192,0.90465,0.09535000000000002,0.8918572893,0.1081427107,0.8285399999999999,0.17146,0.52706,0.45408,0.66103,0.49429,0.49323,0.02598,0.02284,-5.4,False,False,0.65428,0.00675
x1 = -13.4,-13.4,0.856222,0.14377800000000002,0.59405,0.90465,0.09535000000000002,0.6791799999999999,0.32081999999999994,0.87223237434,0.12776762566000002,0.8285399999999999,0.17146,0.45408,0.90527,0.66103,0.55128,0.51895,0.01133,0.01045,-5.4,False,False,0.65428,0.00675
