note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -2.4,-2.4,0.7464950000000001,0.25350500000000004,0.81679,0.8808,0.1192,0.8808,0.1192,0.8808000000000001,0.11920000000000001,0.8339679999999998,0.16603199999999999,0.52706,0.52706,0.64855,0.52706,0.52706,0.01364,0.01244,-8.4,False,False,0.46795,0.1806
x1 = -4.1,-4.1,0.7590190000000001,0.24098100000000003,0.79667,0.8808,0.1192,0.7310600000000002,0.26894000000000007,0.8447155050600001,0.15528449494000005,0.8339679999999998,0.16603199999999999,0.52706,0.83994,0.64855,0.62291,0.60246,0.00062,0.00061,-8.4,True,False,0.46795,0.1806
x1 = -2.2,-2.2,0.76687,0.23313,0.78343,0.90465,0.09535000000000002,0.8519500000000002,0.14805,0.892364049,0.10763595100000001,0.8339679999999998,0.16603199999999999,0.45408,0.60494,0.64855,0.49274,0.48925,0.02239,0.01983,-8.4,False,False,0.46795,0.1806
x1 = 1.2,1.2,0.47550799999999993,0.5244920000000001,0.99827,0.90465,0.09535000000000002,0.93991,0.06008999999999999,0.92314358792,0.07685641207999999,0.8339679999999998,0.16603199999999999,0.45408,0.3278,0.64855,0.391,0.38785,0.06227,0.04989,-8.4,False,False,0.46795,0.1806
x1 = 5.1,5.1,0.44618399999999997,0.553816,0.99163,0.8519500000000002,0.14805,0.90465,0.09535000000000002,0.8811361032,0.1188638968,0.8339679999999998,0.16603199999999999,0.60494,0.45408,0.64855,0.52609,0.52139,0.01386,0.01263,-8.4,False,False,0.46795,0.1806
x1 = -0.4,-0.4,0.7947660000000001,0.205234,0.73227,0.8808,0.1192,0.8808,0.1192,0.8808,0.11920000000000001,0.8339679999999998,0.16603199999999999,0.52706,0.52706,0.64855,0.52706,0.52706,0.01364,0.01244,-8.4,False,False,0.46795,0.1806
x1 = -9.3,-9.3,0.861362,0.138638,0.58066,0.90465,0.09535000000000002,0.43782,0.5621799999999999,0.8399296224599999,0.16007037754,0.8339679999999998,0.16603199999999999,0.45408,0.98882,0.64855,0.63448,0.52822,0.00019,0.00019,-8.4,True,False,0.46795,0.1806
x1 = -14.9,-14.9,0.8658610000000001,0.134139,0.56868,0.9241399999999997,0.07586000000000001,0.37753999999999993,0.6224600000000001,0.8508196225999999,0.14918037740000004,0.8339679999999998,0.16603199999999999,0.38742,0.95629,0.64855,0.60779,0.46373,0.00157,0.00152,-8.4,False,False,0.46795,0.1806
x1 = -12.6,-12.6,0.854398,0.145602,0.59872,0.9241399999999997,0.07586000000000001,0.43782,0.5621799999999999,0.8533308353599998,0.14666916464000002,0.8339679999999998,0.16603199999999999,0.38742,0.98882,0.64855,0.60144,0.47499,0.00209,0.00202,-8.4,False,False,0.46795,0.1806
x1 = -0.4,-0.4,0.7947660000000001,0.205234,0.73227,0.8808,0.1192,0.8808,0.1192,0.8808,0.11920000000000001,0.8339679999999998,0.16603199999999999,0.52706,0.52706,0.64855,0.52706,0.52706,0.01364,0.01244,-8.4,False,False,0.46795,0.1806
x1 = -10.6,-10.6,0.8584439999999999,0.141556,0.5883,0.9241399999999997,0.07586000000000001,0.37753999999999993,0.6224600000000001,0.8467654903999997,0.1532345096,0.8339679999999998,0.16603199999999999,0.38742,0.95629,0.64855,0.61788,0.46795,0.00089,0.00087,-8.4,True,True,0.46795,0.1806
x1 = -16.4,-16.4,0.85312,0.14688000000000004,0.60198,0.90465,0.09535000000000002,0.37753999999999993,0.6224600000000001,0.8272280832,0.17277191680000006,0.8339679999999998,0.16603199999999999,0.45408,0.95629,0.64855,0.66401,0.52784,0.00023,0.00023,-8.4,True,False,0.46795,0.1806
x1 = -14.3,-14.3,0.8658610000000001,0.134139,0.56868,0.9241399999999997,0.07586000000000001,0.43782,0.5621799999999999,0.8589055215199999,0.14109447848,0.8339679999999998,0.16603199999999999,0.38742,0.98882,0.64855,0.5871,0.46809,0.00353,0.00338,-8.4,False,False,0.46795,0.1806
x1 = -8.9,-8.9,0.8485460000000001,0.15145400000000003,0.61347,0.90465,0.09535000000000002,0.37753999999999993,0.6224600000000001,0.82481708206,0.17518291794000007,0.8339679999999998,0.16603199999999999,0.45408,0.95629,0.64855,0.66942,0.53014,0.00042,0.00043,-8.4,True,False,0.46795,0.1806
x1 = -10.7,-10.7,0.8620329999999999,0.137967,0.57889,0.9241399999999997,0.07586000000000001,0.43782,0.5621799999999999,0.8570438885599997,0.14295611143999998,0.8339679999999998,0.16603199999999999,0.38742,0.98882,0.64855,0.59193,0.47039,0.00301,0.00289,-8.4,False,False,0.46795,0.1806
