note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = -0.9,-0.9,0.793808,0.206192,0.73414,0.8808,0.1192,0.8519500000000002,0.14805,0.8748513608,0.1251486392,0.837135,0.16286499999999998,0.52706,0.60494,0.64112,0.54398,0.54312,0.00867,0.00806,-7.8,False,False,0.53246,0.10866
x1 = -3.8,-3.8,0.7134720000000001,0.28652800000000006,0.86419,0.90465,0.09535000000000002,0.8175700000000001,0.18243000000000004,0.8796991417600001,0.12030085824000004,0.837135,0.16286499999999998,0.45408,0.68536,0.64112,0.53023,0.52035,0.01128,0.01037,-7.8,False,False,0.53246,0.10866
x1 = -6.0,-6.0,0.845591,0.154409,0.62076,0.8519500000000002,0.14805,0.6791799999999999,0.32081999999999994,0.8252727570700001,0.17472724292999997,0.837135,0.16286499999999998,0.60494,0.90527,0.64112,0.66841,0.65131,0.00072,0.00073,-7.8,True,False,0.53246,0.10866
x1 = 0.8,0.8,0.6020880000000001,0.397912,0.96972,0.8808,0.1192,0.90465,0.09535000000000002,0.8902902012,0.10970979880000001,0.837135,0.16286499999999998,0.52706,0.45408,0.64112,0.49904,0.49802,0.01848,0.01654,-7.8,False,False,0.53246,0.10866
x1 = 5.8,5.8,0.4220479999999999,0.577952,0.9824,0.8175700000000001,0.18243000000000004,0.8808,0.1192,0.85411390496,0.14588609504,0.837135,0.16286499999999998,0.68536,0.52706,0.64112,0.59945,0.59387,0.00162,0.00157,-7.8,False,False,0.53246,0.10866
x1 = -14.8,-14.8,0.8534309999999999,0.146569,0.60119,0.90465,0.09535000000000002,0.43782,0.5621799999999999,0.83622719373,0.16377280627000002,0.837135,0.16286499999999998,0.45408,0.98882,0.64112,0.64326,0.53246,0.0,0.0,-7.8,True,True,0.53246,0.10866
x1 = -11.1,-11.1,0.8619950000000001,0.13800500000000002,0.57899,0.9241399999999997,0.07586000000000001,0.5,0.5,0.8656065592999999,0.13439344070000003,0.837135,0.16286499999999998,0.38742,1.0,0.64112,0.56937,0.47196,0.00476,0.00451,-7.8,False,False,0.53246,0.10866
x1 = -8.8,-8.8,0.8475589999999998,0.152441,0.61592,0.90465,0.09535000000000002,0.5,0.5,0.8429647493499999,0.15703525065,0.837135,0.16286499999999998,0.45408,1.0,0.64112,0.62717,0.5373,0.00018,0.00018,-7.8,True,False,0.53246,0.10866
x1 = -15.8,-15.8,0.8520220000000001,0.147978,0.60476,0.8808,0.1192,0.43782,0.5621799999999999,0.8152487055600001,0.18475129444,0.837135,0.16286499999999998,0.52706,0.98882,0.64112,0.69036,0.59539,0.00237,0.00245,-7.8,False,False,0.53246,0.10866
x1 = -12.9,-12.9,0.854472,0.14552800000000002,0.59854,0.9241399999999997,0.07586000000000001,0.5,0.5,0.8624157540799998,0.13758424592000001,0.837135,0.16286499999999998,0.38742,1.0,0.64112,0.57788,0.47657,0.0037,0.00353,-7.8,False,False,0.53246,0.10866
x1 = 0.2,0.2,0.8013160000000001,0.19868400000000003,0.71929,0.90465,0.09535000000000002,0.8808,0.1192,0.8999113866000001,0.10008861340000004,0.837135,0.16286499999999998,0.45408,0.52706,0.64112,0.46928,0.46858,0.02706,0.02358,-7.8,False,False,0.53246,0.10866
x1 = -2.3,-2.3,0.75738,0.24262,0.79937,0.8808,0.1192,0.8808,0.1192,0.8808000000000001,0.1192,0.837135,0.16286499999999998,0.52706,0.52706,0.64112,0.52706,0.52706,0.01193,0.01094,-7.8,False,False,0.53246,0.10866
x1 = -11.0,-11.0,0.8785900000000002,0.12140999999999999,0.5334,0.9241399999999997,0.07586000000000001,0.43782,0.5621799999999999,0.8650958888,0.1349041112,0.837135,0.16286499999999998,0.38742,0.98882,0.64112,0.57074,0.46044,0.00458,0.00435,-7.8,False,False,0.53246,0.10866
x1 = -13.8,-13.8,0.8547520000000001,0.14524800000000002,0.59782,0.9241399999999997,0.07586000000000001,0.43782,0.5621799999999999,0.8535029926399998,0.14649700736,0.837135,0.16286499999999998,0.38742,0.98882,0.64112,0.601,0.47477,0.0015,0.00146,-7.8,False,False,0.53246,0.10866
x1 = -8.7,-8.7,0.8402470000000001,0.159753,0.63372,0.90465,0.09535000000000002,0.5,0.5,0.8400059485500001,0.15999405145,0.837135,0.16286499999999998,0.45408,1.0,0.64112,0.6343,0.54129,4e-05,4e-05,-7.8,True,False,0.53246,0.10866
