note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 5.2,5.2,0.47038199999999997,0.529618,0.99747,0.8519500000000002,0.14805,0.8519500000000002,0.14805,0.8519500000000002,0.14805,0.850009,0.14999099999999999,0.60494,0.60494,0.60982,0.60494,0.60494,2e-05,2e-05,-6.6,True,False,0.5319,0.07792
x1 = 1.1,1.1,0.46948000000000006,0.5305199999999999,0.99731,0.8519500000000002,0.14805,0.90465,0.09535000000000002,0.879908404,0.120091596,0.850009,0.14999099999999999,0.60494,0.45408,0.60982,0.52962,0.52491,0.00571,0.00537,-6.6,False,False,0.5319,0.07792
x1 = 6.3,6.3,0.428076,0.571924,0.98502,0.8519500000000002,0.14805,0.9241399999999997,0.07586000000000001,0.8932371935599999,0.10676280644000001,0.850009,0.14999099999999999,0.60494,0.38742,0.60982,0.49007,0.48054,0.01273,0.01156,-6.6,False,False,0.5319,0.07792
x1 = 4.4,4.4,0.518654,0.481346,0.999,0.8808,0.1192,0.8808,0.1192,0.8808,0.1192,0.850009,0.14999099999999999,0.52706,0.52706,0.60982,0.52706,0.52706,0.00608,0.0057,-6.6,False,False,0.5319,0.07792
x1 = 4.1,4.1,0.542956,0.45704399999999995,0.99467,0.8808,0.1192,0.8808,0.1192,0.8808,0.1192,0.850009,0.14999099999999999,0.52706,0.52706,0.60982,0.52706,0.52706,0.00608,0.0057,-6.6,False,False,0.5319,0.07792
x1 = -12.9,-12.9,0.854472,0.14552800000000002,0.59854,0.90465,0.09535000000000002,0.5621799999999999,0.43782,0.8548110258399999,0.14518897416000004,0.850009,0.14999099999999999,0.45408,0.98882,0.60982,0.59767,0.5319,0.00013,0.00013,-6.6,True,True,0.5319,0.07792
x1 = 1.4,1.4,0.4513720000000001,0.5486279999999999,0.99317,0.8519500000000002,0.14805,0.90465,0.09535000000000002,0.8808626956000001,0.1191373044,0.850009,0.14999099999999999,0.60494,0.45408,0.60982,0.52688,0.52217,0.00611,0.00573,-6.6,False,False,0.5319,0.07792
x1 = -10.8,-10.8,0.86534,0.13466,0.57008,0.9241399999999997,0.07586000000000001,0.6224600000000001,0.37753999999999993,0.8835157711999998,0.1164842288,0.850009,0.14999099999999999,0.38742,0.95629,0.60982,0.51917,0.46402,0.0073,0.00679,-6.6,False,False,0.5319,0.07792
x1 = 1.4,1.4,0.4513720000000001,0.5486279999999999,0.99317,0.8519500000000002,0.14805,0.90465,0.09535000000000002,0.8808626956000001,0.1191373044,0.850009,0.14999099999999999,0.60494,0.45408,0.60982,0.52688,0.52217,0.00611,0.00573,-6.6,False,False,0.5319,0.07792
x1 = -14.6,-14.6,0.84852,0.15148,0.61353,0.90465,0.09535000000000002,0.5621799999999999,0.43782,0.8527726444,0.14722735560000003,0.850009,0.14999099999999999,0.45408,0.98882,0.60982,0.60286,0.53508,4e-05,4e-05,-6.6,True,False,0.5319,0.07792
x1 = -11.0,-11.0,0.8785900000000002,0.12140999999999999,0.5334,0.90465,0.09535000000000002,0.5621799999999999,0.43782,0.8630707173000001,0.13692928270000004,0.850009,0.14999099999999999,0.45408,0.98882,0.60982,0.57614,0.519,0.00101,0.00099,-6.6,False,False,0.5319,0.07792
x1 = 1.4,1.4,0.4513720000000001,0.5486279999999999,0.99317,0.8519500000000002,0.14805,0.90465,0.09535000000000002,0.8808626956000001,0.1191373044,0.850009,0.14999099999999999,0.60494,0.45408,0.60982,0.52688,0.52217,0.00611,0.00573,-6.6,False,False,0.5319,0.07792
x1 = -1.5,-1.5,0.747804,0.25219600000000003,0.81474,0.8519500000000002,0.14805,0.8519500000000002,0.14805,0.8519500000000002,0.14805000000000001,0.850009,0.14999099999999999,0.60494,0.60494,0.60982,0.60494,0.60494,2e-05,2e-05,-6.6,True,False,0.5319,0.07792
x1 = -8.7,-8.7,0.8402470000000001,0.159753,0.63372,0.90465,0.09535000000000002,0.6224600000000001,0.37753999999999993,0.8595693009300001,0.14043069907,0.850009,0.14999099999999999,0.45408,0.95629,0.60982,0.58537,0.53431,0.00054,0.00053,-6.6,True,False,0.5319,0.07792
x1 = -12.7,-12.7,0.8642960000000001,0.13570400000000002,0.57288,0.90465,0.09535000000000002,0.6224600000000001,0.37753999999999993,0.8663556882400001,0.13364431176000002,0.850009,0.14999099999999999,0.45408,0.95629,0.60982,0.56735,0.52223,0.00161,0.00156,-6.6,False,False,0.5319,0.07792
