note,x1,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x,within_threshold,z_value_for_min_Va,min_Va,max_Ve
x1 = 3.2,3.2,0.4174239999999999,0.582576,0.98023,0.8808,0.1192,0.90465,0.09535000000000002,0.8946944375999999,0.1053055624,0.8334819999999997,0.166518,0.52706,0.45408,0.64968,0.48559,0.48454,0.02487,0.02186,-8.2,False,False,0.52769,0.12199
x1 = -5.2,-5.2,0.8200510000000001,0.179949,0.67997,0.8519500000000002,0.14805,0.6224600000000001,0.37753999999999993,0.8106535039900002,0.18934649600999998,0.8334819999999997,0.166518,0.60494,0.95629,0.64968,0.7001,0.66817,0.00253,0.00262,-8.2,False,False,0.52769,0.12199
x1 = -4.6,-4.6,0.7544190000000001,0.24558100000000005,0.8042,0.8519500000000002,0.14805,0.6791799999999999,0.32081999999999994,0.8095209706300002,0.19047902937,0.8334819999999997,0.166518,0.60494,0.90527,0.64968,0.70247,0.6787,0.00278,0.00288,-8.2,False,False,0.52769,0.12199
x1 = 2.3,2.3,0.48775399999999997,0.512246,0.99957,0.90465,0.09535000000000002,0.9241399999999997,0.07586000000000001,0.9146336745399999,0.08536632546,0.8334819999999997,0.166518,0.45408,0.38742,0.64968,0.42081,0.41993,0.04879,0.04031,-8.2,False,False,0.52769,0.12199
x1 = 8.8,8.8,0.39998999999999996,0.60001,0.97094,0.7773000000000001,0.22270000000000006,0.90465,0.09535000000000002,0.8537112735,0.14628872650000002,0.8334819999999997,0.166518,0.76507,0.45408,0.64968,0.60047,0.57847,0.00228,0.0022,-8.2,False,False,0.52769,0.12199
x1 = -0.2,-0.2,0.814203,0.185797,0.6926,0.8808,0.1192,0.90465,0.09535000000000002,0.8852312584500001,0.11476874155,0.8334819999999997,0.166518,0.52706,0.45408,0.64968,0.51413,0.5135,0.01698,0.0153,-8.2,False,False,0.52769,0.12199
x1 = -12.6,-12.6,0.854398,0.145602,0.59872,0.90465,0.09535000000000002,0.43782,0.5621799999999999,0.8366786183399999,0.16332138166000001,0.8334819999999997,0.166518,0.45408,0.98882,0.64968,0.6422,0.53194,5e-05,5e-05,-8.2,True,False,0.52769,0.12199
x1 = -14.8,-14.8,0.8534309999999999,0.146569,0.60119,0.90465,0.09535000000000002,0.37753999999999993,0.6224600000000001,0.82739201441,0.17260798559,0.8334819999999997,0.166518,0.45408,0.95629,0.64968,0.66364,0.52769,0.00019,0.00019,-8.2,True,True,0.52769,0.12199
x1 = -10.5,-10.5,0.8666979999999999,0.133302,0.56642,0.9241399999999997,0.07586000000000001,0.43782,0.5621799999999999,0.8593125713599996,0.14068742864,0.8334819999999997,0.166518,0.38742,0.98882,0.64968,0.58604,0.46759,0.00379,0.00362,-8.2,False,False,0.52769,0.12199
x1 = -0.2,-0.2,0.814203,0.185797,0.6926,0.8808,0.1192,0.90465,0.09535000000000002,0.8852312584500001,0.11476874155,0.8334819999999997,0.166518,0.52706,0.45408,0.64968,0.51413,0.5135,0.01698,0.0153,-8.2,False,False,0.52769,0.12199
x1 = -2.4,-2.4,0.7464950000000001,0.25350500000000004,0.81679,0.90465,0.09535000000000002,0.8808,0.1192,0.8986039057500002,0.10139609425000003,0.8334819999999997,0.166518,0.45408,0.52706,0.64968,0.47341,0.47258,0.02871,0.02496,-8.2,False,False,0.52769,0.12199
x1 = -8.8,-8.8,0.8475589999999998,0.152441,0.61592,0.90465,0.09535000000000002,0.43782,0.5621799999999999,0.8334859679699999,0.16651403202999998,0.8334819999999997,0.166518,0.45408,0.98882,0.64968,0.64967,0.5356,0.0,0.0,-8.2,True,False,0.52769,0.12199
x1 = -12.5,-12.5,0.8617380000000001,0.13826200000000002,0.57967,0.9241399999999997,0.07586000000000001,0.43782,0.5621799999999999,0.8569004241599999,0.14309957584000002,0.8334819999999997,0.166518,0.38742,0.98882,0.64968,0.5923,0.47057,0.00309,0.00297,-8.2,False,False,0.52769,0.12199
x1 = -16.2,-16.2,0.8589910000000002,0.14100900000000002,0.58688,0.8808,0.1192,0.37753999999999993,0.6224600000000001,0.8098358106600002,0.19016418934000007,0.8334819999999997,0.166518,0.52706,0.95629,0.64968,0.70181,0.58759,0.00271,0.0028,-8.2,False,False,0.52769,0.12199
x1 = -13.9,-13.9,0.8580859999999999,0.141914,0.58923,0.90465,0.09535000000000002,0.43782,0.5621799999999999,0.8384002873799998,0.16159971262,0.8334819999999997,0.166518,0.45408,0.98882,0.64968,0.63812,0.52997,0.00013,0.00013,-8.2,True,False,0.52769,0.12199
